stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
ai,1,338,0.0,1.0,1.6348962166612504
ai,2,108,0.009259259259259259,1.1388888888888888,2.1275156670728594
ai,3,30,0.0,1.0,8.494128661307817
ai,4,7,0.0,3.0,38.15638842726393
ai,5,2,0.0,11.0,108.84249649825506
fallback,2,1,0.0,23.0,179.54109399579465
fallback,3,1,0.0,165.0,194.72246398800053
fallback,4,1,0.0,1113.0,206.94722500047646
fallback_fail,5,1,1.0,5199.0,247.26427998393774
fallback_fail,6,2,1.0,3999.0,223.82253350224346
hard_decision,0,709,0.0,0.0,0.011135521779961265
