policy_action,gate_reason,stage,search_mode,count,bler,avg_queries,avg_elapsed_ms,fallback_rate
hard_decision,hard_decision,hard_decision,hard_decision,682,0.0,0.0,0.00952140262891208,0.0
ai_search,ai_success,ai,standard,510,0.0,1.192156862745098,2.452876268173842,0.0
postsearch_fallback,postsearch_exhausted,fallback,standard,4,0.0,491.75,39.918328810017556,1.0
presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,3,1.0,0.0,1.7401468163977067,0.0
expanded_ai_search,ai_success,ai,expanded_overflow,1,0.0,6.0,94.12056114524603,0.0
