policy_action,gate_reason,stage,search_mode,count,bler,avg_queries,avg_elapsed_ms,fallback_rate
ai_search,ai_success,ai,standard,716,0.008379888268156424,3.3435754189944134,6.582871086273717,0.0
presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,244,1.0,0.0,1.7122587658556514,0.0
expanded_ai_search,ai_success,ai,expanded_overflow,95,0.0,18.821052631578947,90.67730429141145,0.0
hard_decision,hard_decision,hard_decision,hard_decision,87,0.0,0.0,0.010039678764069217,0.0
postsearch_skip_after_expanded_fail,postsearch_skip_after_expanded_fail,skip_after_ai_fail,expanded_overflow,23,1.0,2400.0,102.86884991776036,0.0
postsearch_fallback,postsearch_exhausted,fallback_fail,standard,20,1.0,3500.55,69.07343281200156,1.0
postsearch_fallback,postsearch_exhausted,fallback,standard,15,0.0,779.4,40.62413355956475,1.0
