profile,snr_db,decoder,samples,frame_errors,bler,ci_low,ci_high,plot_eligible,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_queries,p95_queries,rescue_rate,micro_bp_rate,main_success_rate,stop_target_errors,max_samples_cap
A,5.0,bp_10,33392,33392,1.0,0.9998895341488153,1.0,1,143.16797699567528,151.21448347344995,155.16782091464847,10.0,10.0,0.0,0.0,0.0,200,80000
A,5.0,bp_20,33392,33392,1.0,0.9998895341488153,1.0,1,286.3712036459035,302.1920323371887,309.4134787935763,20.0,20.0,0.0,0.0,0.0,200,80000
A,5.0,bp_50,33392,33392,1.0,0.9998895341488153,1.0,1,716.4067213551735,754.963538562879,769.701736588031,50.0,50.0,0.0,0.0,0.0,200,80000
A,5.0,bp_cdf_rescue,33392,211,0.006318878773358888,0.00549717035565971,0.007228145090499501,1,16.77694113815043,26.480633695609853,49.44135017227356,0.6094873023478677,0.0,0.006348826066123622,0.0,0.9936511739338764,200,80000
A,5.0,bp_nms_20,33392,211,0.006318878773358888,0.00549717035565971,0.007228145090499501,1,16.60420775951969,26.68369086459276,48.47231212071826,3.356911835170101,5.0,0.0,0.0,0.9936511739338764,200,80000
A,5.0,bp_nms_50,33392,200,0.005989458552946814,0.005190100105891626,0.00687648613521963,1,17.495013297028205,26.538305357098576,49.041758798992994,3.5403988979396264,5.0,0.0,0.0,0.9940105414470531,200,80000
A,5.0,bp_orb_rescue,33392,211,0.006318878773358888,0.00549717035565971,0.007228145090499501,1,16.751939132459334,26.480633695609853,49.44135017227356,0.5079060852898898,0.0,0.006348826066123622,0.0,0.9936511739338764,200,80000
A,5.0,bp_segmented_rescue,33392,211,0.006318878773358888,0.00549717035565971,0.007228145090499501,1,16.75052033607834,26.480633695609853,49.44135017227356,0.5079060852898898,0.0,0.006348826066123622,0.0,0.9936511739338764,200,80000
A,5.0,bp_wbf_post,33392,211,0.006318878773358888,0.00549717035565971,0.007228145090499501,1,16.69004327072548,26.480633695609853,49.44135017227356,0.06348826066123622,0.0,0.006348826066123622,0.0,0.9936511739338764,200,80000
A,5.0,hybrid_bp_nsg,33392,211,0.006318878773358888,0.00549717035565971,0.007228145090499501,1,16.772011415141527,26.480633695609853,49.44135017227356,0.0028749401054144704,0.0,2.994729276473407e-05,0.0,0.9936511739338764,200,80000
