profile,snr_db,decoder,samples,frame_errors,bler,ci_low,ci_high,plot_eligible,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_queries,p95_queries,rescue_rate,micro_bp_rate,main_success_rate,stop_target_errors,max_samples_cap
C,3.0,bp_10,4560,4560,1.0,0.9991913623312325,1.0,1,148.87157110558627,155.0164644839242,157.51152486540377,10.0,10.0,0.0,0.0,0.0,200,80000
C,3.0,bp_20,4560,4560,1.0,0.9991913623312325,1.0,1,297.391707593424,309.0633503161371,313.59118833206594,20.0,20.0,0.0,0.0,0.0,200,80000
C,3.0,bp_50,4560,4560,1.0,0.9991913623312325,1.0,1,743.5521810395202,768.2534914463758,778.5264640906826,50.0,50.0,0.0,0.0,0.0,200,80000
C,3.0,bp_cdf_rescue,4560,211,0.0462719298245614,0.04035733211001186,0.05277592063133996,1,28.383789527875354,86.00062192417691,128.14821843989193,4.505263157894737,0.0,0.04692982456140351,0.0,0.9530701754385965,200,80000
C,3.0,bp_nms_20,4560,212,0.04649122807017544,0.04056276067413758,0.0530087735104157,1,27.19085441254847,85.64309724606575,103.82552192080766,5.318859649122807,17.0,0.0,0.0,0.9530701754385965,200,80000
C,3.0,bp_nms_50,4560,200,0.043859649122807015,0.03810016208098215,0.0502120117660667,1,33.981830227237786,86.31140075158336,258.1686082808301,6.663157894736842,17.0,0.0,0.0,0.956140350877193,200,80000
C,3.0,bp_orb_rescue,4560,212,0.04649122807017544,0.04056276067413758,0.0530087735104157,1,28.205752077925002,86.00062192417691,124.23981195315719,3.754385964912281,0.0,0.04692982456140351,0.0,0.9530701754385965,200,80000
C,3.0,bp_segmented_rescue,4560,211,0.0462719298245614,0.04035733211001186,0.05277592063133996,1,28.172599629033357,86.00062192417691,123.88792555313557,3.754385964912281,0.0,0.04692982456140351,0.0,0.9530701754385965,200,80000
C,3.0,bp_wbf_post,4560,211,0.0462719298245614,0.04035733211001186,0.05277592063133996,1,27.688763298200477,86.00062192417691,113.82094711996615,0.4675438596491228,0.0,0.04692982456140351,0.0,0.9530701754385965,200,80000
C,3.0,hybrid_bp_nsg,4560,211,0.0462719298245614,0.04035733211001186,0.05277592063133996,1,29.627020047311753,86.00062192417691,122.88573124445973,0.042105263157894736,0.0,0.0004385964912280702,0.0,0.9530701754385965,200,80000
