strong_symbolic_sample_id,strong_symbolic_profile,strong_symbolic_profile_id,strong_symbolic_snr_db,strong_symbolic_decoder,strong_symbolic_true_error_weight,strong_symbolic_decoder_success,strong_symbolic_block_error,strong_symbolic_bit_errors,strong_symbolic_queries,strong_symbolic_primary_queries,strong_symbolic_fallback_queries,strong_symbolic_elapsed_ms,strong_symbolic_primary_elapsed_ms,strong_symbolic_fallback_elapsed_ms,strong_symbolic_fallback_used,strong_symbolic_candidate_pool_size,strong_symbolic_oracle_pool_hit,strong_symbolic_predicted_weight_top,strong_symbolic_confidence_prob,strong_symbolic_predicted_overflow_prob,strong_symbolic_stage,strong_symbolic_gate_reason,strong_symbolic_search_mode,strong_symbolic_policy_action,strong_symbolic_allowed_weights_json,strong_symbolic_top_segment_ids_json,strong_symbolic_pool_positions_top10_json,strong_symbolic_predicted_weight_distribution_json,strong_symbolic_primary_budget,strong_symbolic_primary_max_weight,strong_symbolic_fallback_budget,strong_symbolic_fallback_pool_size,strong_symbolic_fallback_max_weight,strong_symbolic_ai_success,strong_symbolic_fallback_success,strong_symbolic_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_policy_action,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,reference_decoder,target_decoder,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,strong_symbolic_better_block_error
0,C,1,-4.0,strong_symbolic,20,0,1,20,3999,3999,0,205.42502612806857,205.42502612806857,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[36, 100, 70, 94, 83, 109, 96, 90, 86, 57]",[],0,0,0,0,0,0,0,0,0,C,1,-4.0,nsgrand,20,0,1,20,0,0,0,1138.6886080726981,1138.6886080726981,0.0,0,0,-1,5,0.00013506048708222806,0.9999169111251831,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,0,C,-4.0,20,strong_symbolic,nsgrand,-3999,933.2635819446295,0,0,0
1,C,1,-4.0,strong_symbolic,29,0,1,29,3999,3999,0,189.88654878921807,189.88654878921807,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[114, 122, 71, 95, 79, 13, 12, 59, 113, 102]",[],0,0,0,0,0,0,0,0,1,C,1,-4.0,nsgrand,29,0,1,29,0,0,0,1.8355750944465399,1.8355750944465399,0.0,0,0,-1,5,0.00010949710122076795,0.999930739402771,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,1,C,-4.0,29,strong_symbolic,nsgrand,-3999,-188.05097369477153,0,0,0
2,C,1,-4.0,strong_symbolic,27,0,1,27,3999,3999,0,193.30863188952208,193.30863188952208,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[38, 87, 51, 106, 99, 21, 47, 67, 127, 31]",[],0,0,0,0,0,0,0,0,2,C,1,-4.0,nsgrand,27,0,1,27,0,0,0,1.7552059143781662,1.7552059143781662,0.0,0,0,-1,5,0.0001121360037359409,0.9999372959136963,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,2,C,-4.0,27,strong_symbolic,nsgrand,-3999,-191.5534259751439,0,0,0
3,C,1,-4.0,strong_symbolic,33,0,1,33,3999,3999,0,186.84791307896376,186.84791307896376,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[30, 23, 10, 39, 5, 7, 59, 0, 38, 55]",[],0,0,0,0,0,0,0,0,3,C,1,-4.0,nsgrand,33,0,1,33,0,0,0,1.466928981244564,1.466928981244564,0.0,0,0,-1,5,0.00011255015851929784,0.9999358654022217,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,3,C,-4.0,33,strong_symbolic,nsgrand,-3999,-185.3809840977192,0,0,0
4,C,1,-4.0,strong_symbolic,23,0,1,23,3999,3999,0,185.04625698551536,185.04625698551536,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[93, 71, 110, 73, 91, 81, 66, 35, 92, 98]",[],0,0,0,0,0,0,0,0,4,C,1,-4.0,nsgrand,23,0,1,23,0,0,0,1.6948860138654709,1.6948860138654709,0.0,0,0,-1,5,0.0001399806933477521,0.9999103546142578,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,4,C,-4.0,23,strong_symbolic,nsgrand,-3999,-183.35137097164989,0,0,0
5,C,1,-4.0,strong_symbolic,29,0,1,29,3999,3999,0,187.8039559815079,187.8039559815079,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[111, 70, 97, 77, 122, 79, 101, 64, 116, 112]",[],0,0,0,0,0,0,0,0,5,C,1,-4.0,nsgrand,29,0,1,29,0,0,0,1.9688140600919724,1.9688140600919724,0.0,0,0,-1,5,0.00011483916023280472,0.9999256134033203,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,5,C,-4.0,29,strong_symbolic,nsgrand,-3999,-185.83514192141593,0,0,0
6,C,1,-4.0,strong_symbolic,30,0,1,30,3999,3999,0,184.424091828987,184.424091828987,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[114, 38, 73, 90, 80, 1, 72, 70, 16, 106]",[],0,0,0,0,0,0,0,0,6,C,1,-4.0,nsgrand,30,0,1,30,0,0,0,1.5434380620718002,1.5434380620718002,0.0,0,0,-1,5,0.00011419902148190886,0.999936580657959,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,6,C,-4.0,30,strong_symbolic,nsgrand,-3999,-182.8806537669152,0,0,0
7,C,1,-4.0,strong_symbolic,22,0,1,22,3999,3999,0,185.59951218776405,185.59951218776405,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[92, 47, 114, 44, 31, 19, 50, 51, 27, 99]",[],0,0,0,0,0,0,0,0,7,C,1,-4.0,nsgrand,22,0,1,22,0,0,0,1.77873601205647,1.77873601205647,0.0,0,0,-1,5,0.0001178268066723831,0.999916672706604,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,7,C,-4.0,22,strong_symbolic,nsgrand,-3999,-183.82077617570758,0,0,0
8,C,1,-4.0,strong_symbolic,20,0,1,20,3999,3999,0,185.2034660987556,185.2034660987556,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[76, 115, 8, 23, 3, 53, 85, 69, 10, 104]",[],0,0,0,0,0,0,0,0,8,C,1,-4.0,nsgrand,20,0,1,20,0,0,0,1.7763860523700714,1.7763860523700714,0.0,0,0,-1,5,0.00015039894788060337,0.9998950958251953,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,8,C,-4.0,20,strong_symbolic,nsgrand,-3999,-183.42708004638553,0,0,0
9,C,1,-4.0,strong_symbolic,25,0,1,25,3999,3999,0,188.14189196564257,188.14189196564257,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[47, 108, 89, 13, 25, 84, 36, 22, 63, 52]",[],0,0,0,0,0,0,0,0,9,C,1,-4.0,nsgrand,25,0,1,25,0,0,0,1.7013270407915115,1.7013270407915115,0.0,0,0,-1,5,0.00012188636173959821,0.9999210834503174,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,9,C,-4.0,25,strong_symbolic,nsgrand,-3999,-186.44056492485106,0,0,0
