stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
fallback_fail,6,1,1.0,3999.0,204.4226269936189
fallback_fail,7,1,1.0,3999.0,188.3152770169545
fallback_fail,8,5,1.0,3999.0,199.11629659472965
fallback_fail,9,5,1.0,3999.0,202.42702839314006
fallback_fail,10,11,1.0,3999.0,200.7767788176848
fallback_fail,11,15,1.0,3999.0,202.91209599818103
fallback_fail,12,42,1.0,3999.0,201.5814068810349
fallback_fail,13,48,1.0,3999.0,201.82424860407386
fallback_fail,14,69,1.0,3999.0,202.68885869375916
fallback_fail,15,64,1.0,3999.0,200.85494067279797
fallback_fail,16,93,1.0,3999.0,201.45041239729542
fallback_fail,17,113,1.0,3999.0,200.28680206309443
fallback_fail,18,119,1.0,3999.0,199.90749597552374
fallback_fail,19,113,1.0,3999.0,200.0448233805972
fallback_fail,20,93,1.0,3999.0,204.5394144288855
fallback_fail,21,101,1.0,3999.0,201.35250063365243
fallback_fail,22,83,1.0,3999.0,200.9624553625528
fallback_fail,23,54,1.0,3999.0,200.15782650066453
fallback_fail,24,42,1.0,3999.0,199.71095221297304
fallback_fail,25,38,1.0,3999.0,200.97196870866404
fallback_fail,26,22,1.0,3999.0,200.75014332013035
fallback_fail,27,17,1.0,3999.0,199.63063770453172
fallback_fail,28,17,1.0,3999.0,201.27649599282236
fallback_fail,29,8,1.0,3999.0,197.62559675291413
fallback_fail,30,10,1.0,3999.0,197.29276830039453
fallback_fail,31,4,1.0,3999.0,206.4409614977194
fallback_fail,32,5,1.0,3999.0,199.22186940093525
fallback_fail,33,4,1.0,3999.0,199.54561249323888
fallback_fail,35,2,1.0,3999.0,194.14774549659342
fallback_fail,39,1,1.0,3999.0,197.1547880093567
