baseline_sample_id,baseline_profile,baseline_profile_id,baseline_snr_db,baseline_decoder,baseline_true_error_weight,baseline_decoder_success,baseline_block_error,baseline_bit_errors,baseline_queries,baseline_primary_queries,baseline_fallback_queries,baseline_elapsed_ms,baseline_primary_elapsed_ms,baseline_fallback_elapsed_ms,baseline_fallback_used,baseline_candidate_pool_size,baseline_oracle_pool_hit,baseline_predicted_weight_top,baseline_confidence_prob,baseline_predicted_overflow_prob,baseline_stage,baseline_gate_reason,baseline_search_mode,baseline_policy_action,baseline_allowed_weights_json,baseline_top_segment_ids_json,baseline_pool_positions_top10_json,baseline_predicted_weight_distribution_json,baseline_primary_budget,baseline_primary_max_weight,baseline_fallback_budget,baseline_fallback_pool_size,baseline_fallback_max_weight,baseline_ai_success,baseline_fallback_success,baseline_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_policy_action,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,reference_decoder,target_decoder,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,baseline_better_block_error
0,E,2,-4.0,baseline,25,0,1,25,2499,2499,0,102.14692610315979,102.14692610315979,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[25, 125, 39, 38, 23, 32, 91, 5, 36, 4]",[],0,0,0,0,0,0,0,0,0,E,2,-4.0,nsgrand,25,0,1,25,0,0,0,1116.9874628540128,1116.9874628540128,0.0,0,0,-1,5,3.2304582418873906e-05,0.99993896484375,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,0,E,-4.0,25,baseline,nsgrand,-2499,1014.8405367508531,0,0,0
1,E,2,-4.0,baseline,25,0,1,25,2499,2499,0,50.081130815669894,50.081130815669894,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[74, 41, 73, 16, 100, 53, 46, 78, 114, 109]",[],0,0,0,0,0,0,0,0,1,E,2,-4.0,nsgrand,25,0,1,25,0,0,0,1.7485350836068392,1.7485350836068392,0.0,0,0,-1,5,3.7469242670340464e-05,0.9999349117279053,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,1,E,-4.0,25,baseline,nsgrand,-2499,-48.332595732063055,0,0,0
2,E,2,-4.0,baseline,19,0,1,19,2499,2499,0,49.89400296472013,49.89400296472013,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[116, 70, 125, 100, 35, 96, 63, 11, 91, 59]",[],0,0,0,0,0,0,0,0,2,E,2,-4.0,nsgrand,19,0,1,19,0,0,0,1.9040938932448626,1.9040938932448626,0.0,0,0,-1,5,4.234260268276557e-05,0.9999352693557739,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,2,E,-4.0,19,baseline,nsgrand,-2499,-47.98990907147527,0,0,0
3,E,2,-4.0,baseline,18,0,1,18,2499,2499,0,49.96949317865074,49.96949317865074,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[70, 29, 8, 112, 60, 14, 48, 61, 32, 127]",[],0,0,0,0,0,0,0,0,3,E,2,-4.0,nsgrand,18,0,1,18,0,0,0,1.5438271220773458,1.5438271220773458,0.0,0,0,-1,5,4.1976938518928364e-05,0.9999498128890991,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,3,E,-4.0,18,baseline,nsgrand,-2499,-48.42566605657339,0,0,0
4,E,2,-4.0,baseline,20,0,1,20,2499,2499,0,50.0549809075892,50.0549809075892,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[121, 77, 97, 0, 32, 35, 37, 22, 40, 120]",[],0,0,0,0,0,0,0,0,4,E,2,-4.0,nsgrand,20,0,1,20,0,0,0,1.5071169473230839,1.5071169473230839,0.0,0,0,-1,5,3.592660868889652e-05,0.9999399185180664,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,4,E,-4.0,20,baseline,nsgrand,-2499,-48.54786396026611,0,0,0
5,E,2,-4.0,baseline,24,0,1,24,2499,2499,0,52.90781706571579,52.90781706571579,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[68, 38, 49, 79, 14, 111, 32, 21, 116, 107]",[],0,0,0,0,0,0,0,0,5,E,2,-4.0,nsgrand,24,0,1,24,0,0,0,1.7688751686364412,1.7688751686364412,0.0,0,0,-1,5,4.654008080251515e-05,0.9999279975891113,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,5,E,-4.0,24,baseline,nsgrand,-2499,-51.13894189707935,0,0,0
6,E,2,-4.0,baseline,35,0,1,35,2499,2499,0,49.956691917032,49.956691917032,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[16, 81, 19, 59, 98, 111, 55, 4, 82, 9]",[],0,0,0,0,0,0,0,0,6,E,2,-4.0,nsgrand,35,0,1,35,0,0,0,1.5007872134447098,1.5007872134447098,0.0,0,0,-1,5,2.465721445332747e-05,0.9999555349349976,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,6,E,-4.0,35,baseline,nsgrand,-2499,-48.455904703587294,0,0,0
7,E,2,-4.0,baseline,30,0,1,30,2499,2499,0,49.83985307626426,49.83985307626426,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[4, 39, 38, 37, 124, 9, 20, 17, 24, 107]",[],0,0,0,0,0,0,0,0,7,E,2,-4.0,nsgrand,30,0,1,30,0,0,0,1.4849179424345493,1.4849179424345493,0.0,0,0,-1,5,3.0792918551014736e-05,0.9999397993087769,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,7,E,-4.0,30,baseline,nsgrand,-2499,-48.35493513382971,0,0,0
8,E,2,-4.0,baseline,20,0,1,20,2499,2499,0,49.658525036647916,49.658525036647916,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[127, 117, 101, 45, 98, 82, 97, 5, 80, 123]",[],0,0,0,0,0,0,0,0,8,E,2,-4.0,nsgrand,20,0,1,20,0,0,0,1.4807479456067085,1.4807479456067085,0.0,0,0,-1,5,3.599392584874295e-05,0.9999291896820068,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,8,E,-4.0,20,baseline,nsgrand,-2499,-48.17777709104121,0,0,0
9,E,2,-4.0,baseline,29,0,1,29,2499,2499,0,49.844283843412995,49.844283843412995,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[60, 10, 24, 1, 108, 57, 17, 21, 61, 12]",[],0,0,0,0,0,0,0,0,9,E,2,-4.0,nsgrand,29,0,1,29,0,0,0,1.4928269665688276,1.4928269665688276,0.0,0,0,-1,5,2.9167376851546578e-05,0.9999415874481201,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,9,E,-4.0,29,baseline,nsgrand,-2499,-48.35145687684417,0,0,0
10,E,2,-4.0,baseline,25,0,1,25,2499,2499,0,50.2705299295485,50.2705299295485,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[23, 95, 41, 68, 47, 111, 48, 22, 117, 118]",[],0,0,0,0,0,0,0,0,10,E,2,-4.0,nsgrand,25,0,1,25,0,0,0,1.7777550965547562,1.7777550965547562,0.0,0,0,-1,5,2.2865537175675854e-05,0.9999454021453857,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,10,E,-4.0,25,baseline,nsgrand,-2499,-48.492774832993746,0,0,0
11,E,2,-4.0,baseline,22,0,1,22,2499,2499,0,49.766863929107785,49.766863929107785,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[0, 117, 92, 8, 95, 10, 65, 90, 111, 108]",[],0,0,0,0,0,0,0,0,11,E,2,-4.0,nsgrand,22,0,1,22,0,0,0,1.5311581082642078,1.5311581082642078,0.0,0,0,-1,5,4.157183502684347e-05,0.9999457597732544,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,11,E,-4.0,22,baseline,nsgrand,-2499,-48.23570582084358,0,0,0
12,E,2,-4.0,baseline,26,0,1,26,2499,2499,0,49.89694315008819,49.89694315008819,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[55, 14, 77, 94, 58, 37, 113, 51, 21, 43]",[],0,0,0,0,0,0,0,0,12,E,2,-4.0,nsgrand,26,0,1,26,0,0,0,1.4685080386698246,1.4685080386698246,0.0,0,0,-1,5,3.3133681426988915e-05,0.9999397993087769,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,12,E,-4.0,26,baseline,nsgrand,-2499,-48.428435111418366,0,0,0
