strong_symbolic_sample_id,strong_symbolic_profile,strong_symbolic_profile_id,strong_symbolic_snr_db,strong_symbolic_decoder,strong_symbolic_true_error_weight,strong_symbolic_decoder_success,strong_symbolic_block_error,strong_symbolic_bit_errors,strong_symbolic_queries,strong_symbolic_primary_queries,strong_symbolic_fallback_queries,strong_symbolic_elapsed_ms,strong_symbolic_primary_elapsed_ms,strong_symbolic_fallback_elapsed_ms,strong_symbolic_fallback_used,strong_symbolic_candidate_pool_size,strong_symbolic_oracle_pool_hit,strong_symbolic_predicted_weight_top,strong_symbolic_confidence_prob,strong_symbolic_predicted_overflow_prob,strong_symbolic_stage,strong_symbolic_gate_reason,strong_symbolic_search_mode,strong_symbolic_policy_action,strong_symbolic_allowed_weights_json,strong_symbolic_top_segment_ids_json,strong_symbolic_pool_positions_top10_json,strong_symbolic_predicted_weight_distribution_json,strong_symbolic_primary_budget,strong_symbolic_primary_max_weight,strong_symbolic_fallback_budget,strong_symbolic_fallback_pool_size,strong_symbolic_fallback_max_weight,strong_symbolic_ai_success,strong_symbolic_fallback_success,strong_symbolic_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_policy_action,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,reference_decoder,target_decoder,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,strong_symbolic_better_block_error
0,E,2,-4.0,strong_symbolic,25,0,1,25,3999,3999,0,188.9019408263266,188.9019408263266,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[25, 125, 39, 38, 23, 32, 91, 5, 36, 4]",[],0,0,0,0,0,0,0,0,0,E,2,-4.0,nsgrand,25,0,1,25,0,0,0,1116.9874628540128,1116.9874628540128,0.0,0,0,-1,5,3.2304582418873906e-05,0.99993896484375,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,0,E,-4.0,25,strong_symbolic,nsgrand,-3999,928.0855220276862,0,0,0
1,E,2,-4.0,strong_symbolic,25,0,1,25,3999,3999,0,167.49190003611147,167.49190003611147,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[74, 41, 73, 16, 100, 53, 46, 78, 114, 109]",[],0,0,0,0,0,0,0,0,1,E,2,-4.0,nsgrand,25,0,1,25,0,0,0,1.7485350836068392,1.7485350836068392,0.0,0,0,-1,5,3.7469242670340464e-05,0.9999349117279053,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,1,E,-4.0,25,strong_symbolic,nsgrand,-3999,-165.74336495250463,0,0,0
2,E,2,-4.0,strong_symbolic,19,0,1,19,3999,3999,0,165.9022830426693,165.9022830426693,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[116, 70, 125, 100, 35, 96, 63, 11, 91, 59]",[],0,0,0,0,0,0,0,0,2,E,2,-4.0,nsgrand,19,0,1,19,0,0,0,1.9040938932448626,1.9040938932448626,0.0,0,0,-1,5,4.234260268276557e-05,0.9999352693557739,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,2,E,-4.0,19,strong_symbolic,nsgrand,-3999,-163.99818914942443,0,0,0
3,E,2,-4.0,strong_symbolic,18,0,1,18,3999,3999,0,167.25158202461898,167.25158202461898,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[70, 29, 8, 112, 60, 14, 48, 61, 32, 127]",[],0,0,0,0,0,0,0,0,3,E,2,-4.0,nsgrand,18,0,1,18,0,0,0,1.5438271220773458,1.5438271220773458,0.0,0,0,-1,5,4.1976938518928364e-05,0.9999498128890991,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,3,E,-4.0,18,strong_symbolic,nsgrand,-3999,-165.70775490254164,0,0,0
4,E,2,-4.0,strong_symbolic,20,0,1,20,3999,3999,0,165.74707394465804,165.74707394465804,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[121, 77, 97, 0, 32, 35, 37, 22, 40, 120]",[],0,0,0,0,0,0,0,0,4,E,2,-4.0,nsgrand,20,0,1,20,0,0,0,1.5071169473230839,1.5071169473230839,0.0,0,0,-1,5,3.592660868889652e-05,0.9999399185180664,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,4,E,-4.0,20,strong_symbolic,nsgrand,-3999,-164.23995699733496,0,0,0
5,E,2,-4.0,strong_symbolic,24,0,1,24,3999,3999,0,167.76235797442496,167.76235797442496,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[68, 38, 49, 79, 14, 111, 32, 21, 116, 107]",[],0,0,0,0,0,0,0,0,5,E,2,-4.0,nsgrand,24,0,1,24,0,0,0,1.7688751686364412,1.7688751686364412,0.0,0,0,-1,5,4.654008080251515e-05,0.9999279975891113,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,5,E,-4.0,24,strong_symbolic,nsgrand,-3999,-165.99348280578852,0,0,0
6,E,2,-4.0,strong_symbolic,35,0,1,35,3999,3999,0,164.85508205369115,164.85508205369115,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[16, 81, 19, 59, 98, 111, 55, 4, 82, 9]",[],0,0,0,0,0,0,0,0,6,E,2,-4.0,nsgrand,35,0,1,35,0,0,0,1.5007872134447098,1.5007872134447098,0.0,0,0,-1,5,2.465721445332747e-05,0.9999555349349976,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,6,E,-4.0,35,strong_symbolic,nsgrand,-3999,-163.35429484024644,0,0,0
7,E,2,-4.0,strong_symbolic,30,0,1,30,3999,3999,0,164.48110505007207,164.48110505007207,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[4, 39, 38, 37, 124, 9, 20, 17, 24, 107]",[],0,0,0,0,0,0,0,0,7,E,2,-4.0,nsgrand,30,0,1,30,0,0,0,1.4849179424345493,1.4849179424345493,0.0,0,0,-1,5,3.0792918551014736e-05,0.9999397993087769,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,7,E,-4.0,30,strong_symbolic,nsgrand,-3999,-162.99618710763752,0,0,0
8,E,2,-4.0,strong_symbolic,20,0,1,20,3999,3999,0,164.92354101501405,164.92354101501405,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[127, 117, 101, 45, 98, 82, 97, 5, 80, 123]",[],0,0,0,0,0,0,0,0,8,E,2,-4.0,nsgrand,20,0,1,20,0,0,0,1.4807479456067085,1.4807479456067085,0.0,0,0,-1,5,3.599392584874295e-05,0.9999291896820068,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,8,E,-4.0,20,strong_symbolic,nsgrand,-3999,-163.44279306940734,0,0,0
9,E,2,-4.0,strong_symbolic,29,0,1,29,3999,3999,0,167.11984295397997,167.11984295397997,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[60, 10, 24, 1, 108, 57, 17, 21, 61, 12]",[],0,0,0,0,0,0,0,0,9,E,2,-4.0,nsgrand,29,0,1,29,0,0,0,1.4928269665688276,1.4928269665688276,0.0,0,0,-1,5,2.9167376851546578e-05,0.9999415874481201,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,9,E,-4.0,29,strong_symbolic,nsgrand,-3999,-165.62701598741114,0,0,0
