stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
ai,1,329,0.0,1.0,1.8705586056397678
ai,2,133,0.0,1.1353383458646618,11.249586861034421
ai,3,69,0.0,1.6521739130434783,5.333881430408877
ai,4,43,0.0,10.395348837209303,36.79914891633184
ai,5,21,0.0,20.666666666666668,74.00244923441538
fallback,1,2,0.0,155.0,33.20531651843339
fallback,2,2,0.0,36.0,31.76374640315771
fallback,3,1,0.0,369.0,34.71191297285259
fallback,4,2,0.0,2243.0,85.97310655750334
fallback_fail,5,2,1.0,3699.0,69.16820793412626
fallback_fail,6,7,1.0,4899.0,142.31431085084165
fallback_fail,7,1,1.0,4899.0,138.0642168223858
fallback_fail,9,1,1.0,4899.0,156.28768783062696
hard_decision,0,496,0.0,0.0,0.008970464771283009
skip_hopeless,5,6,1.0,0.0,1.438173116184771
skip_hopeless,6,17,1.0,0.0,1.4659754301914398
skip_hopeless,7,20,1.0,0.0,1.4382079360075295
skip_hopeless,8,10,1.0,0.0,1.4314261730760336
skip_hopeless,9,9,1.0,0.0,1.4724632621639304
skip_hopeless,10,6,1.0,0.0,1.4083232187355559
skip_hopeless,11,6,1.0,0.0,1.491644497339924
skip_hopeless,12,7,1.0,0.0,1.4422705197440726
skip_hopeless,13,3,1.0,0.0,1.4086886464307706
skip_hopeless,14,3,1.0,0.0,1.5170943612853687
skip_hopeless,15,1,1.0,0.0,1.455747988075018
skip_hopeless,17,1,1.0,0.0,1.3200589455664158
skip_hopeless,22,1,1.0,0.0,1.5544579364359379
skip_hopeless,25,1,1.0,0.0,1.560367178171873
