sample_id,profile,profile_id,snr_db,decoder,true_error_weight,decoder_success,block_error,bit_errors,queries,primary_queries,fallback_queries,elapsed_ms,primary_elapsed_ms,fallback_elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,predicted_overflow_prob,stage,gate_reason,search_mode,policy_action,allowed_weights_json,top_segment_ids_json,pool_positions_top10_json,predicted_weight_distribution_json,primary_budget,primary_max_weight,fallback_budget,fallback_pool_size,fallback_max_weight,ai_success,fallback_success,presearch_gate
0,E,2,-4.0,baseline,26,0,1,26,2499,2499,0,89.44473299197853,89.44473299197853,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[123, 59, 69, 25, 125, 76, 58, 49, 51, 88]",[],0,0,0,0,0,0,0,0
0,E,2,-4.0,nsgrand,26,0,1,26,0,0,0,1143.7251279130578,1143.7251279130578,0.0,0,0,-1,5,0.00013547827256843448,0.9999216794967651,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
0,E,2,-4.0,strong_symbolic,26,0,1,26,3999,3999,0,191.7683440260589,191.7683440260589,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[123, 59, 69, 25, 125, 76, 58, 49, 51, 88]",[],0,0,0,0,0,0,0,0
1,E,2,-4.0,baseline,22,0,1,22,2499,2499,0,50.99384696222842,50.99384696222842,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[37, 35, 118, 116, 68, 102, 105, 81, 7, 71]",[],0,0,0,0,0,0,0,0
1,E,2,-4.0,nsgrand,22,0,1,22,0,0,0,1.6533369198441505,1.6533369198441505,0.0,0,0,-1,5,0.00013060332275927067,0.9999303817749023,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
1,E,2,-4.0,strong_symbolic,22,0,1,22,3999,3999,0,176.1280270293355,176.1280270293355,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[37, 35, 118, 116, 68, 102, 105, 81, 7, 71]",[],0,0,0,0,0,0,0,0
2,E,2,-4.0,baseline,23,0,1,23,2499,2499,0,50.45642191544175,50.45642191544175,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[120, 34, 87, 63, 117, 10, 11, 49, 82, 66]",[],0,0,0,0,0,0,0,0
2,E,2,-4.0,nsgrand,23,0,1,23,0,0,0,1.5557981096208096,1.5557981096208096,0.0,0,0,-1,5,0.00013583412510342896,0.9999223947525024,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
2,E,2,-4.0,strong_symbolic,23,0,1,23,3999,3999,0,167.73411398753524,167.73411398753524,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[120, 34, 87, 63, 117, 10, 11, 49, 82, 66]",[],0,0,0,0,0,0,0,0
3,E,2,-4.0,baseline,28,0,1,28,2499,2499,0,50.546450074762106,50.546450074762106,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[72, 23, 40, 35, 12, 43, 52, 118, 127, 18]",[],0,0,0,0,0,0,0,0
