profile,snr_db,decoder,samples,frame_errors,bler,ci_low,ci_high,plot_eligible,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_queries,p95_queries,rescue_rate,micro_bp_rate,main_success_rate,stop_target_errors,max_samples_cap
A,6.0,bp_10,59392,59392,1.0,0.9999378912160388,1.0,1,143.38689024614348,149.86802868079394,153.65833167452362,10.0,10.0,0.0,0.0,0.0,200,80000
A,6.0,bp_20,59392,59392,1.0,0.9999378912160388,1.0,1,287.03855305533233,299.64501918293536,306.7595198377967,20.0,20.0,0.0,0.0,0.0,200,80000
A,6.0,bp_50,59392,59392,1.0,0.9999378912160388,1.0,1,717.457077253561,748.6134306760505,764.4791885651648,50.0,50.0,0.0,0.0,0.0,200,80000
A,6.0,bp_cdf_rescue,59392,207,0.0034853178879310346,0.003027336075559681,0.003992819969945179,1,14.565915569564508,24.20281949453056,35.63990680966525,0.33459051724137934,0.0,0.0034853178879310346,0.0,0.996514682112069,200,80000
A,6.0,bp_nms_20,59392,207,0.0034853178879310346,0.003027336075559681,0.003992819969945179,1,14.465826255234099,24.181162985041734,35.63197938259688,2.915796740301724,5.0,0.0,0.0,0.996514682112069,200,80000
A,6.0,bp_nms_50,59392,200,0.003367456896551724,0.002917539212741771,0.0038669259014752397,1,14.95751709023415,24.173632473684847,35.63094301614906,3.0183189655172415,5.0,0.0,0.0,0.9966325431034483,200,80000
A,6.0,bp_orb_rescue,59392,207,0.0034853178879310346,0.003027336075559681,0.003992819969945179,1,14.552417449953408,24.20281949453056,35.63990680966525,0.27882543103448276,0.0,0.0034853178879310346,0.0,0.996514682112069,200,80000
A,6.0,bp_segmented_rescue,59392,207,0.0034853178879310346,0.003027336075559681,0.003992819969945179,1,14.5514580521398,24.20281949453056,35.63990680966525,0.27882543103448276,0.0,0.0034853178879310346,0.0,0.996514682112069,200,80000
A,6.0,bp_wbf_post,59392,207,0.0034853178879310346,0.003027336075559681,0.003992819969945179,1,14.519061790671348,24.20281949453056,35.63990680966525,0.034853178879310345,0.0,0.0034853178879310346,0.0,0.996514682112069,200,80000
A,6.0,hybrid_bp_nsg,59392,206,0.003468480603448276,0.003011642281068961,0.0039748435709265305,1,14.742976220053732,24.20281949453056,35.63990680966525,0.0016163793103448276,0.0,1.683728448275862e-05,0.0,0.996514682112069,200,80000
