profile,profile_id,snr_db,decoder,true_error_weight,block_error,bit_errors,queries,elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,stage
C,1,-2.0,baseline,10,1,10,799,14.90112800092902,0,18,0,-1,,baseline_fail
C,1,-2.0,nsgrand,10,1,10,599,21.04938600677997,1,14,0,5,0.06069866567850113,baseline_fail
C,1,-2.0,baseline,6,1,6,799,15.272315999027342,0,18,0,-1,,baseline_fail
C,1,-2.0,nsgrand,6,1,6,599,20.276449009543285,1,14,0,5,0.18371419608592987,baseline_fail
C,1,-2.0,baseline,8,1,8,799,14.46264999685809,0,18,0,-1,,baseline_fail
C,1,-2.0,nsgrand,8,1,8,599,20.139739994192496,1,14,0,5,0.14844585955142975,baseline_fail
C,1,-2.0,baseline,10,1,10,799,14.194839997799136,0,18,0,-1,,baseline_fail
C,1,-2.0,nsgrand,10,1,10,599,18.786633998388425,1,14,0,5,0.11202641576528549,baseline_fail
C,1,-2.0,baseline,8,1,8,799,14.05533000070136,0,18,0,-1,,baseline_fail
C,1,-2.0,nsgrand,8,1,8,599,20.45446800184436,1,14,0,5,0.07023012638092041,baseline_fail
C,1,-2.0,baseline,9,1,9,799,14.490678993752226,0,18,0,-1,,baseline_fail
C,1,-2.0,nsgrand,9,1,9,599,19.716310998774134,1,14,0,5,0.07421421259641647,baseline_fail
C,1,-2.0,baseline,12,1,12,799,14.465969012235291,0,18,0,-1,,baseline_fail
C,1,-2.0,nsgrand,12,1,12,599,19.476600995403714,1,14,0,5,0.0572623685002327,baseline_fail
C,1,-2.0,baseline,9,1,9,799,14.262630007578991,0,18,0,-1,,baseline_fail
C,1,-2.0,nsgrand,9,1,9,599,19.51110099616926,1,14,0,5,0.0833301916718483,baseline_fail
C,1,-2.0,baseline,21,1,21,799,14.158810998196714,0,18,0,-1,,baseline_fail
C,1,-2.0,nsgrand,21,1,21,599,19.47318199381698,1,14,0,5,0.044096481055021286,baseline_fail
C,1,-2.0,baseline,7,1,7,799,15.165235992753878,0,18,1,-1,,baseline_fail
C,1,-2.0,nsgrand,7,1,7,599,19.82110099925194,1,14,0,5,0.10654271394014359,baseline_fail
C,1,-2.0,baseline,11,1,11,799,14.101560998824425,0,18,0,-1,,baseline_fail
C,1,-2.0,nsgrand,11,1,11,599,19.77913099108264,1,14,0,5,0.05463622510433197,baseline_fail
C,1,-2.0,baseline,12,1,12,799,15.025326996692456,0,18,0,-1,,baseline_fail
C,1,-2.0,nsgrand,12,1,12,599,19.5841009990545,1,14,0,5,0.048742324113845825,baseline_fail
C,1,-2.0,baseline,4,1,4,799,14.738688012585044,0,18,1,-1,,baseline_fail
C,1,-2.0,nsgrand,4,0,0,91,4.156156006501988,0,14,1,5,0.1104033961892128,ai
C,1,-2.0,baseline,7,1,7,799,14.652179001132026,0,18,0,-1,,baseline_fail
C,1,-2.0,nsgrand,7,1,7,599,19.499550995533355,1,14,0,5,0.15371574461460114,baseline_fail
C,1,-2.0,baseline,3,1,3,799,14.123991000815295,0,18,0,-1,,baseline_fail
C,1,-2.0,nsgrand,3,1,3,599,18.767785004456528,1,14,1,5,0.24327385425567627,baseline_fail
C,1,-2.0,baseline,7,1,7,799,14.722248990437947,0,18,1,-1,,baseline_fail
C,1,-2.0,nsgrand,7,1,7,599,19.73373000510037,1,14,1,5,0.11994585394859314,baseline_fail
