profile,profile_id,snr_db,decoder,true_error_weight,block_error,bit_errors,queries,elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,stage
E,2,-4.0,baseline,25,1,25,2499,90.84464600891806,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,25,1,25,1799,199.08568100072443,1,18,0,5,4.763370452565141e-05,baseline_fail
E,2,-4.0,baseline,23,1,23,2499,55.17653198330663,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,23,1,23,1799,69.85431801876985,1,18,0,5,4.863804133492522e-05,baseline_fail
E,2,-4.0,baseline,20,1,20,2499,56.210442999145016,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,20,1,20,1799,69.17891799821518,1,18,0,5,3.888495120918378e-05,baseline_fail
E,2,-4.0,baseline,24,1,24,2499,56.07022199546918,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,24,1,24,1799,69.72172801033594,1,18,0,5,5.0562633987283334e-05,baseline_fail
E,2,-4.0,baseline,23,1,23,2499,56.39106300077401,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,23,1,23,1799,70.12977797421627,1,18,0,5,5.127354233991355e-05,baseline_fail
E,2,-4.0,baseline,24,1,24,2499,56.927123019704595,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,24,1,24,1799,69.030587997986,1,18,0,5,4.007190727861598e-05,baseline_fail
E,2,-4.0,baseline,22,1,22,2499,55.80996299977414,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,22,1,22,1799,69.82404799782671,1,18,0,5,3.575530354282819e-05,baseline_fail
E,2,-4.0,baseline,28,1,28,2499,59.089753980515525,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,28,1,28,1799,69.803338003112,1,18,0,5,4.382876795716584e-05,baseline_fail
E,2,-4.0,baseline,21,1,21,2499,55.10336201405153,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,21,1,21,1799,69.56556800287217,1,18,0,5,5.058322494733147e-05,baseline_fail
E,2,-4.0,baseline,19,1,19,2499,56.083962990669534,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,19,1,19,1799,68.42238700482994,1,18,0,5,7.075792382238433e-05,baseline_fail
E,2,-4.0,baseline,23,1,23,2499,55.45518299913965,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,23,1,23,1799,68.87055700644851,1,18,0,5,3.651835868367925e-05,baseline_fail
E,2,-4.0,baseline,20,1,20,2499,59.603434026939794,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,20,1,20,1799,69.79085798957385,1,18,0,5,4.857064413954504e-05,baseline_fail
E,2,-4.0,baseline,27,1,27,2499,55.95981198712252,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,27,1,27,1799,68.80092801293358,1,18,0,5,3.34946125803981e-05,baseline_fail
E,2,-4.0,baseline,26,1,26,2499,55.56375198648311,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,26,1,26,1799,69.62475800537504,1,18,0,5,3.8227910408750176e-05,baseline_fail
E,2,-4.0,baseline,25,1,25,2499,55.545012990478426,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,25,1,25,1799,69.26615801057778,1,18,0,5,4.3200641812290996e-05,baseline_fail
E,2,-4.0,baseline,20,1,20,2499,55.7949319772888,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,20,1,20,1799,70.00219900510274,1,18,0,5,3.240270234527998e-05,baseline_fail
E,2,-4.0,baseline,23,1,23,2499,56.50336199323647,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,23,1,23,1799,70.7017490058206,1,18,0,5,4.897584949503653e-05,baseline_fail
E,2,-4.0,baseline,22,1,22,2499,57.01809297897853,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,22,1,22,1799,70.37524800398387,1,18,0,5,3.378416658961214e-05,baseline_fail
E,2,-4.0,baseline,28,1,28,2499,56.45979300606996,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,28,1,28,1799,69.11726799444295,1,18,0,5,5.7678982557263225e-05,baseline_fail
E,2,-4.0,baseline,31,1,31,2499,56.38855299912393,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,31,1,31,1799,69.09064800129272,1,18,0,5,3.670448131742887e-05,baseline_fail
E,2,-4.0,baseline,22,1,22,2499,55.370032001519576,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,22,1,22,1799,69.97790798777714,1,18,0,5,5.2994510042481124e-05,baseline_fail
E,2,-4.0,baseline,17,1,17,2499,55.572993005625904,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,17,1,17,1799,69.15820698486641,1,18,0,5,4.752272070618346e-05,baseline_fail
E,2,-4.0,baseline,23,1,23,2499,55.278512998484075,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,23,1,23,1799,68.91873700078577,1,18,0,5,3.910144732799381e-05,baseline_fail
E,2,-4.0,baseline,31,1,31,2499,56.47338298149407,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,31,1,31,1799,68.83012800244614,1,18,0,5,3.6538109270622954e-05,baseline_fail
E,2,-4.0,baseline,25,1,25,2499,55.2803119935561,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,25,1,25,1799,69.53370798146352,1,18,0,5,4.0273571357829496e-05,baseline_fail
E,2,-4.0,baseline,24,1,24,2499,55.32587302150205,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,24,1,24,1799,69.00415799464099,1,18,0,5,3.11920048261527e-05,baseline_fail
E,2,-4.0,baseline,18,1,18,2499,55.503142008092254,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,18,1,18,1799,69.15116801974364,1,18,0,5,6.40163998468779e-05,baseline_fail
E,2,-4.0,baseline,23,1,23,2499,55.23222201736644,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,23,1,23,1799,69.33421801659279,1,18,0,5,3.307474253233522e-05,baseline_fail
E,2,-4.0,baseline,21,1,21,2499,56.355223001446575,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,21,1,21,1799,68.87340801768005,1,18,0,5,4.8773243179311976e-05,baseline_fail
E,2,-4.0,baseline,25,1,25,2499,55.02655199961737,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,25,1,25,1799,69.00509801926091,1,18,0,5,4.115662522963248e-05,baseline_fail
E,2,-4.0,baseline,20,1,20,2499,55.566122027812526,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,20,1,20,1799,68.76255798852071,1,18,0,5,5.895849608350545e-05,baseline_fail
E,2,-4.0,baseline,32,1,32,2499,55.30156200984493,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,32,1,32,1799,68.88116800109856,1,18,0,5,4.0290011384058744e-05,baseline_fail
E,2,-4.0,baseline,26,1,26,2499,55.484492011601105,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,26,1,26,1799,68.59402800910175,1,18,0,5,4.32695378549397e-05,baseline_fail
E,2,-4.0,baseline,26,1,26,2499,55.500662012491375,0,24,0,-1,,baseline_fail
E,2,-4.0,nsgrand,26,1,26,1799,67.91958800749853,1,18,0,5,4.115305273444392e-05,baseline_fail
E,2,-4.0,baseline,21,1,21,2499,54.78775198571384,0,24,0,-1,,baseline_fail
