stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
ai,1,188,0.0,1.0,1.8879579531246835
ai,2,238,0.0,1.1680672268907564,2.2311000908654526
ai,3,189,0.031746031746031744,5.01058201058201,6.864684625287299
ai,4,116,0.008620689655172414,11.767241379310345,31.649257716770958
ai,5,61,0.06557377049180328,31.21311475409836,71.89549969463441
ai,6,3,1.0,86.0,76.68510793397824
ai,7,1,1.0,15.0,89.90361005999148
fallback,1,3,0.0,181.33333333333334,33.07909875487288
fallback,2,1,0.0,1275.0,52.86668799817562
fallback,3,8,0.0,825.5,39.38867393299006
fallback,4,2,0.0,1774.0,47.58916748687625
fallback_fail,3,2,1.0,3775.5,104.50060700532049
fallback_fail,4,6,1.0,4422.0,111.68993986211717
fallback_fail,5,7,1.0,3699.0,69.50696321603444
fallback_fail,6,19,1.0,4899.0,140.16101624522554
fallback_fail,7,1,1.0,4899.0,138.34799616597593
hard_decision,0,84,0.0,0.0,0.00950894762007963
skip_hopeless,4,2,1.0,0.0,1.4355684397742152
skip_hopeless,5,25,1.0,0.0,1.418477687984705
skip_hopeless,6,45,1.0,0.0,1.4314772405972083
skip_hopeless,7,34,1.0,0.0,34.185313763480416
skip_hopeless,8,25,1.0,0.0,1.4263705536723137
skip_hopeless,9,29,1.0,0.0,1.422776238478977
skip_hopeless,10,30,1.0,0.0,1.416641497053206
skip_hopeless,11,20,1.0,0.0,1.4366666204296052
skip_hopeless,12,16,1.0,0.0,1.4327631797641516
skip_hopeless,13,11,1.0,0.0,1.4203385322947393
skip_hopeless,14,10,1.0,0.0,1.3932815287262201
skip_hopeless,15,6,1.0,0.0,1.447569850521783
skip_hopeless,16,6,1.0,0.0,1.440961651193599
skip_hopeless,17,3,1.0,0.0,1.442107915257414
skip_hopeless,18,2,1.0,0.0,1.4751425478607416
skip_hopeless,19,1,1.0,0.0,1.3960190117359161
skip_hopeless,20,3,1.0,0.0,1.2776392977684736
skip_hopeless,21,1,1.0,0.0,1.3528589624911547
skip_hopeless,23,1,1.0,0.0,1.3517390470951796
skip_hopeless,24,1,1.0,0.0,1.3371689710766077
