sample_id,profile,profile_id,snr_db,decoder,true_error_weight,decoder_success,block_error,bit_errors,queries,primary_queries,fallback_queries,elapsed_ms,primary_elapsed_ms,fallback_elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,predicted_overflow_prob,stage,gate_reason,search_mode,policy_action,allowed_weights_json,top_segment_ids_json,pool_positions_top10_json,predicted_weight_distribution_json,primary_budget,primary_max_weight,fallback_budget,fallback_pool_size,fallback_max_weight,ai_success,fallback_success,presearch_gate
0,E,2,-2.0,baseline,18,0,1,18,2499,2499,0,95.13396699912846,95.13396699912846,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[5, 67, 110, 72, 96, 91, 74, 107, 66, 12]",[],0,0,0,0,0,0,0,0
0,E,2,-2.0,nsgrand,18,0,1,18,0,0,0,1137.8727038390934,1137.8727038390934,0.0,0,0,-1,5,0.0002698452735785395,0.9998728036880493,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
0,E,2,-2.0,strong_symbolic,18,0,1,18,3999,3999,0,212.5992791261524,212.5992791261524,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[5, 67, 110, 72, 96, 91, 74, 107, 66, 12]",[],0,0,0,0,0,0,0,0
1,E,2,-2.0,baseline,17,0,1,17,2499,2499,0,56.307694874703884,56.307694874703884,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[70, 61, 126, 20, 1, 58, 77, 94, 115, 95]",[],0,0,0,0,0,0,0,0
1,E,2,-2.0,nsgrand,17,0,1,17,0,0,0,1.5650778077542782,1.5650778077542782,0.0,0,0,-1,5,0.0003379156405571848,0.9998815059661865,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
1,E,2,-2.0,strong_symbolic,17,0,1,17,3999,3999,0,194.3967528641224,194.3967528641224,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[70, 61, 126, 20, 1, 58, 77, 94, 115, 95]",[],0,0,0,0,0,0,0,0
2,E,2,-2.0,baseline,19,0,1,19,2499,2499,0,56.11728597432375,56.11728597432375,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[41, 65, 110, 38, 46, 52, 98, 18, 19, 101]",[],0,0,0,0,0,0,0,0
2,E,2,-2.0,nsgrand,19,0,1,19,0,0,0,1.5187670942395926,1.5187670942395926,0.0,0,0,-1,5,0.00025661001564003527,0.9998918771743774,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
2,E,2,-2.0,strong_symbolic,19,0,1,19,3999,3999,0,191.69156509451568,191.69156509451568,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[41, 65, 110, 38, 46, 52, 98, 18, 19, 101]",[],0,0,0,0,0,0,0,0
3,E,2,-2.0,baseline,13,0,1,13,2499,2499,0,57.52881499938667,57.52881499938667,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[83, 123, 53, 120, 126, 109, 78, 115, 75, 79]",[],0,0,0,0,0,0,0,0
3,E,2,-2.0,nsgrand,13,0,1,13,0,0,0,1.7618162091821432,1.7618162091821432,0.0,0,0,-1,5,0.0005991103244014084,0.9995251893997192,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
3,E,2,-2.0,strong_symbolic,13,0,1,13,3999,3999,0,190.26970607228577,190.26970607228577,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[83, 123, 53, 120, 126, 109, 78, 115, 75, 79]",[],0,0,0,0,0,0,0,0
4,E,2,-2.0,baseline,11,0,1,11,2499,2499,0,54.969445103779435,54.969445103779435,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[54, 99, 76, 57, 114, 87, 80, 53, 96, 38]",[],0,0,0,0,0,0,0,0
4,E,2,-2.0,nsgrand,11,0,1,11,0,0,0,1.605867873877287,1.605867873877287,0.0,0,0,-1,5,0.0003027594357263297,0.9996945858001709,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
4,E,2,-2.0,strong_symbolic,11,0,1,11,3999,3999,0,191.07086909934878,191.07086909934878,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[54, 99, 76, 57, 114, 87, 80, 53, 96, 38]",[],0,0,0,0,0,0,0,0
5,E,2,-2.0,baseline,19,0,1,19,2499,2499,0,55.66057097166777,55.66057097166777,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[7, 115, 1, 5, 42, 26, 113, 70, 125, 17]",[],0,0,0,0,0,0,0,0
5,E,2,-2.0,nsgrand,19,0,1,19,0,0,0,1.5171580016613007,1.5171580016613007,0.0,0,0,-1,5,0.00021193100837990642,0.9999252557754517,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
5,E,2,-2.0,strong_symbolic,19,0,1,19,3999,3999,0,193.77919798716903,193.77919798716903,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[7, 115, 1, 5, 42, 26, 113, 70, 125, 17]",[],0,0,0,0,0,0,0,0
6,E,2,-2.0,baseline,21,0,1,21,2499,2499,0,55.07075507193804,55.07075507193804,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[121, 110, 8, 56, 87, 89, 49, 61, 67, 114]",[],0,0,0,0,0,0,0,0
6,E,2,-2.0,nsgrand,21,0,1,21,0,0,0,1.5186781529337168,1.5186781529337168,0.0,0,0,-1,5,0.0002627891954034567,0.9999183416366577,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
6,E,2,-2.0,strong_symbolic,21,0,1,21,3999,3999,0,190.06384699605405,190.06384699605405,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[121, 110, 8, 56, 87, 89, 49, 61, 67, 114]",[],0,0,0,0,0,0,0,0
7,E,2,-2.0,baseline,17,0,1,17,2499,2499,0,54.42703003063798,54.42703003063798,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[45, 62, 7, 4, 88, 105, 66, 42, 0, 54]",[],0,0,0,0,0,0,0,0
7,E,2,-2.0,nsgrand,17,0,1,17,0,0,0,1.5682070516049862,1.5682070516049862,0.0,0,0,-1,5,0.0002969225461129099,0.9998658895492554,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
7,E,2,-2.0,strong_symbolic,17,0,1,17,3999,3999,0,190.57314400561154,190.57314400561154,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[45, 62, 7, 4, 88, 105, 66, 42, 0, 54]",[],0,0,0,0,0,0,0,0
8,E,2,-2.0,baseline,8,0,1,8,2499,2499,0,54.93581481277943,54.93581481277943,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[43, 45, 32, 95, 97, 28, 57, 84, 27, 124]",[],0,0,0,0,0,0,0,0
8,E,2,-2.0,nsgrand,8,0,1,8,0,0,0,1.664607087150216,1.664607087150216,0.0,0,0,-1,5,0.00037426326889544725,0.9997941851615906,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
8,E,2,-2.0,strong_symbolic,8,0,1,8,3999,3999,0,189.66925097629428,189.66925097629428,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[43, 45, 32, 95, 97, 28, 57, 84, 27, 124]",[],0,0,0,0,0,0,0,0
9,E,2,-2.0,baseline,16,0,1,16,2499,2499,0,54.88988594152033,54.88988594152033,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[111, 36, 69, 3, 20, 54, 7, 24, 66, 25]",[],0,0,0,0,0,0,0,0
9,E,2,-2.0,nsgrand,16,0,1,16,0,0,0,1.6587369609624147,1.6587369609624147,0.0,0,0,-1,5,0.0003659582289401442,0.9998704195022583,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
9,E,2,-2.0,strong_symbolic,16,0,1,16,3999,3999,0,188.81138693541288,188.81138693541288,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[111, 36, 69, 3, 20, 54, 7, 24, 66, 25]",[],0,0,0,0,0,0,0,0
