stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
skip_hopeless,6,1,1.0,0.0,1.8599049653857946
skip_hopeless,7,1,1.0,0.0,1.764395972713828
skip_hopeless,8,4,1.0,0.0,1.7234438564628363
skip_hopeless,9,20,1.0,0.0,1.6280828043818474
skip_hopeless,10,19,1.0,0.0,1.6615652895875668
skip_hopeless,11,36,1.0,0.0,1.6597979119978845
skip_hopeless,12,48,1.0,0.0,1.708838438692813
skip_hopeless,13,91,1.0,0.0,1.7000380545281446
skip_hopeless,14,83,1.0,0.0,1.6619619206491723
skip_hopeless,15,96,1.0,0.0,1.6959740678430535
skip_hopeless,16,110,1.0,0.0,1.6817317174916917
skip_hopeless,17,115,1.0,0.0,1.6966718471730533
skip_hopeless,18,114,1.0,0.0,11.619154204565444
skip_hopeless,19,113,1.0,0.0,1.6882701125820125
skip_hopeless,20,108,1.0,0.0,1.6516083334055212
skip_hopeless,21,72,1.0,0.0,1.6947627623772457
skip_hopeless,22,58,1.0,0.0,1.699235061472603
skip_hopeless,23,35,1.0,0.0,1.6882500345153468
skip_hopeless,24,31,1.0,0.0,1.666892297385681
skip_hopeless,25,16,1.0,0.0,1.6597038338659331
skip_hopeless,26,13,1.0,0.0,1.746143142764385
skip_hopeless,27,8,1.0,0.0,1.7185867473017424
skip_hopeless,28,1,1.0,0.0,1.6773371025919914
skip_hopeless,29,3,1.0,0.0,1.669197032848994
skip_hopeless,30,2,1.0,0.0,1.7969160107895732
skip_hopeless,31,1,1.0,0.0,1.7492270562797785
skip_hopeless,33,1,1.0,0.0,1.5302279498428106
