stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
ai,1,229,0.0,1.0,1.7950098308852536
ai,2,239,0.008368200836820083,1.2426778242677825,2.137562856234018
ai,3,169,0.01775147928994083,2.7159763313609466,6.313547135203988
ai,4,118,0.05084745762711865,22.24576271186441,40.93001388463239
ai,5,69,0.043478260869565216,37.20289855072464,91.5491428475935
ai,6,2,1.0,751.5,81.52993908151984
fallback,1,2,0.0,158.5,33.374989987351
fallback,2,3,0.0,598.3333333333334,37.584924061472215
fallback,3,13,0.0,825.9230769230769,52.158966570949325
fallback,4,3,0.0,1703.3333333333333,47.26692335680127
fallback_fail,1,1,1.0,2652.0,53.71546186506748
fallback_fail,3,2,1.0,2652.0,53.64434304647148
fallback_fail,4,6,1.0,4422.0,112.39803349599242
fallback_fail,5,4,1.0,3699.0,69.11102123558521
fallback_fail,6,20,1.0,4839.0,134.58322340156883
fallback_fail,7,1,1.0,4899.0,135.57141995988786
hard_decision,0,102,0.0,0.0,0.009465202524819794
skip_hopeless,5,13,1.0,0.0,1.3498961209104612
skip_hopeless,6,34,1.0,0.0,1.3639661004109418
skip_hopeless,7,28,1.0,0.0,1.3652880775875278
skip_hopeless,8,40,1.0,0.0,1.370881253387779
skip_hopeless,9,26,1.0,0.0,1.3136870962066145
skip_hopeless,10,27,1.0,0.0,1.3417260962779876
skip_hopeless,11,8,1.0,0.0,1.3482140493579209
skip_hopeless,12,17,1.0,0.0,1.3463143944082892
skip_hopeless,13,9,1.0,0.0,1.3481856375518773
skip_hopeless,14,4,1.0,0.0,1.3501789653673768
skip_hopeless,15,2,1.0,0.0,1.2681244406849146
skip_hopeless,16,4,1.0,0.0,1.3931210269220173
skip_hopeless,19,3,1.0,0.0,1.48699424850444
skip_hopeless,21,1,1.0,0.0,1.2923788744956255
skip_hopeless,24,1,1.0,0.0,1.2694292236119509
