profile,snr_db,decoder,samples,frame_errors,bler,avg_queries,p95_queries,rescue_rate,micro_bp_rate,main_success_rate,avg_latency_ms,framework,num_gpus
A,3.0,bp_nms_20,80000,12,0.00015,0.0,0.0,0.0,0.0,0.99985,0.0,tensorflow,1
A,3.0,bp_nms_50,80000,1,1.25e-05,0.0,0.0,0.0,0.0,0.9999875,0.0,tensorflow,1
A,3.0,hybrid_bp_nsg,80000,4,5e-05,0.4125375,0.0,0.0001,0.0,0.99985,22.0576793592365,tensorflow,1
