stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
fallback_fail,11,1,1.0,3999.0,196.0192960104905
fallback_fail,12,1,1.0,3999.0,207.1370790072251
fallback_fail,13,4,1.0,3999.0,208.34835125424433
fallback_fail,15,9,1.0,3999.0,204.79550410527736
fallback_fail,16,13,1.0,3999.0,201.98445569034308
fallback_fail,17,20,1.0,3999.0,199.15854510036297
fallback_fail,18,41,1.0,3999.0,202.52361016918724
fallback_fail,19,44,1.0,3999.0,202.29969993339512
fallback_fail,20,51,1.0,3999.0,202.59086031571724
fallback_fail,21,85,1.0,3999.0,202.85816295243634
fallback_fail,22,60,1.0,3999.0,199.45213931787293
fallback_fail,23,95,1.0,3999.0,202.22450430523358
fallback_fail,24,119,1.0,3999.0,201.49130285707764
fallback_fail,25,118,1.0,3999.0,203.21842508663826
fallback_fail,26,93,1.0,3999.0,202.48534773152213
fallback_fail,27,69,1.0,3999.0,199.79720775534034
fallback_fail,28,79,1.0,3999.0,200.1457620659678
fallback_fail,29,77,1.0,3999.0,202.40139397686687
fallback_fail,30,57,1.0,3999.0,210.30525712341299
fallback_fail,31,50,1.0,3999.0,200.93346983543597
fallback_fail,32,34,1.0,3999.0,204.37624432088342
fallback_fail,33,28,1.0,3999.0,200.29663917687554
fallback_fail,34,18,1.0,3999.0,199.87633294658735
fallback_fail,35,13,1.0,3999.0,200.19212923496247
fallback_fail,36,8,1.0,3999.0,202.04932400156395
fallback_fail,37,5,1.0,3999.0,198.51633179932833
fallback_fail,38,1,1.0,3999.0,202.42479399894364
fallback_fail,39,4,1.0,3999.0,196.62640699971234
fallback_fail,40,1,1.0,3999.0,204.96933397953399
fallback_fail,41,1,1.0,3999.0,192.77905698982067
fallback_fail,42,1,1.0,3999.0,202.25059997756034
