stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
ai,1,31,0.03225806451612903,1.4516129032258065,2.3481960919114853
ai,2,67,0.04477611940298507,1.8059701492537314,3.6558712373918563
ai,3,136,0.03676470588235294,14.595588235294118,11.526070665294196
ai,4,177,0.05649717514124294,23.587570621468927,39.704516131462434
ai,5,148,0.11486486486486487,108.9054054054054,86.03868072040731
ai,6,11,1.0,288.72727272727275,64.50093450786716
ai,7,1,1.0,1.0,91.54156199656427
fallback,1,2,0.0,161.5,33.17910898476839
fallback,2,3,0.0,701.0,42.30358870700002
fallback,3,3,0.0,1022.0,48.44070769225558
fallback_fail,2,1,1.0,3699.0,72.92122393846512
fallback_fail,3,2,1.0,2652.0,53.753691958263516
fallback_fail,4,3,1.0,3699.0,70.53599964516859
fallback_fail,5,25,1.0,3699.0,72.13845046237111
fallback_fail,6,4,1.0,3699.0,72.50384142389521
fallback_fail,7,1,1.0,3699.0,73.12229205854237
hard_decision,0,4,0.0,0.0,0.01108250580728054
skip_after_ai_fail,3,2,1.0,2400.0,113.40433685109019
skip_after_ai_fail,5,3,1.0,2400.0,111.43767608640094
skip_after_ai_fail,6,51,1.0,2400.0,130.70135291519702
skip_after_ai_fail,7,13,1.0,2400.0,101.84096516324924
skip_after_ai_fail,8,3,1.0,2400.0,106.33893163564305
skip_after_ai_fail,9,1,1.0,2400.0,118.33090195432305
skip_hopeless,4,2,1.0,0.0,1.7400659853592515
skip_hopeless,5,38,1.0,0.0,1.6379673830478598
skip_hopeless,6,119,1.0,0.0,1.6291839982375127
skip_hopeless,7,117,1.0,0.0,1.6385604324949603
skip_hopeless,8,111,1.0,0.0,1.618591988845183
skip_hopeless,9,48,1.0,0.0,1.5694677761833493
skip_hopeless,10,42,1.0,0.0,1.5848922776058316
skip_hopeless,11,16,1.0,0.0,1.5403997967951
skip_hopeless,12,9,1.0,0.0,1.6142195866753657
skip_hopeless,13,3,1.0,0.0,1.594247684503595
skip_hopeless,14,3,1.0,0.0,1.4912952513744433
