policy_action,gate_reason,stage,search_mode,count,bler,avg_queries,avg_elapsed_ms,fallback_rate
presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,508,1.0,0.0,1.6167362213252097,0.0
ai_search,ai_success,ai,standard,351,0.06267806267806268,12.512820512820513,8.224746006066006,0.0
expanded_ai_search,ai_success,ai,expanded_overflow,220,0.11818181818181818,96.49545454545455,88.91305980717085,0.0
postsearch_skip_after_expanded_fail,postsearch_skip_after_expanded_fail,skip_after_ai_fail,expanded_overflow,73,1.0,2400.0,123.12562937835511,0.0
postsearch_fallback,postsearch_exhausted,fallback_fail,standard,36,1.0,3640.8333333333335,71.07320905844163,1.0
postsearch_fallback,postsearch_exhausted,fallback,standard,8,0.0,686.5,42.323888395912945,1.0
hard_decision,hard_decision,hard_decision,hard_decision,4,0.0,0.0,0.01108250580728054,0.0
