profile,profile_id,snr_db,decoder,true_error_weight,block_error,bit_errors,queries,elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,stage
A,0,6.0,baseline,9,1,9,2499,62.796705024084076,0,24,0,-1,,baseline_fail
A,0,6.0,nsgrand,9,1,9,1799,198.8666000252124,1,18,1,5,0.0009455582476221025,baseline_fail
A,0,6.0,baseline,3,0,0,39,33.17262401105836,0,24,1,-1,,baseline
A,0,6.0,nsgrand,3,0,0,1,3.4711110056377947,0,18,1,3,0.9981118440628052,ai
A,0,6.0,baseline,0,0,0,0,0.024549983208999038,0,0,1,-1,,hard_decision
A,0,6.0,nsgrand,0,0,0,0,0.010860007023438811,0,0,-1,-1,1.0,hard_decision
A,0,6.0,baseline,1,0,0,2,32.76211299817078,0,24,1,-1,,baseline
A,0,6.0,nsgrand,1,0,0,1,1.4309310063254088,0,18,1,1,0.9990777969360352,ai
A,0,6.0,baseline,0,0,0,0,0.01370999962091446,0,0,1,-1,,hard_decision
A,0,6.0,nsgrand,0,0,0,0,0.010640011169016361,0,0,-1,-1,1.0,hard_decision
A,0,6.0,baseline,1,0,0,1,33.49286399316043,0,24,1,-1,,baseline
A,0,6.0,nsgrand,1,0,0,1,1.4311599952634424,0,18,1,1,0.9989078044891357,ai
A,0,6.0,baseline,1,0,0,1,33.45046399044804,0,24,1,-1,,baseline
A,0,6.0,nsgrand,1,0,0,1,1.354240026557818,0,18,1,1,0.9987441301345825,ai
A,0,6.0,baseline,5,1,5,2499,56.463323009666055,0,24,1,-1,,baseline_fail
A,0,6.0,nsgrand,5,1,5,1799,69.76789797772653,1,18,1,5,0.0384952686727047,baseline_fail
A,0,6.0,baseline,0,0,0,0,0.012900010915473104,0,0,1,-1,,hard_decision
A,0,6.0,nsgrand,0,0,0,0,0.010310002835467458,0,0,-1,-1,1.0,hard_decision
A,0,6.0,baseline,1,0,0,17,33.88249399722554,0,24,1,-1,,baseline
A,0,6.0,nsgrand,1,0,0,1,1.4430000155698508,0,18,1,1,0.9990241527557373,ai
A,0,6.0,baseline,2,1,2,2499,56.07789198984392,0,24,0,-1,,baseline_fail
A,0,6.0,nsgrand,2,0,0,1,1.8022109870798886,0,18,1,2,0.9990817308425903,ai
