sample_id,profile,profile_id,snr_db,decoder,true_error_weight,decoder_success,block_error,bit_errors,queries,primary_queries,fallback_queries,elapsed_ms,primary_elapsed_ms,fallback_elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,predicted_overflow_prob,stage,gate_reason,search_mode,allowed_weights_json,top_segment_ids_json,pool_positions_top10_json,predicted_weight_distribution_json,primary_budget,primary_max_weight,fallback_budget,fallback_pool_size,fallback_max_weight,ai_success,fallback_success,presearch_gate
0,A,0,-4.0,baseline,29,0,1,29,2499,2499,0,107.50482199364342,107.50482199364342,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[115, 105, 16, 95, 85, 104, 43, 76, 107, 65]",[],0,0,0,0,0,0,0,0
0,A,0,-4.0,nsgrand,29,0,1,29,3999,0,3999,663.9305189892184,0.0,252.61037299060263,1,0,-1,5,0.00011399057257222012,0.9998520612716675,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
1,A,0,-4.0,baseline,25,0,1,25,2499,2499,0,62.43843998527154,62.43843998527154,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[61, 89, 107, 63, 7, 43, 108, 72, 85, 119]",[],0,0,0,0,0,0,0,0
1,A,0,-4.0,nsgrand,25,0,1,25,3999,0,3999,210.47150300000794,0.0,208.3974659908563,1,0,-1,5,0.00012839179544243962,0.9998658895492554,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
2,A,0,-4.0,baseline,34,0,1,34,2499,2499,0,61.48781700176187,61.48781700176187,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[98, 13, 17, 27, 5, 60, 38, 39, 18, 3]",[],0,0,0,0,0,0,0,0
2,A,0,-4.0,nsgrand,34,0,1,34,3999,0,3999,213.61292200163007,0.0,211.50046601542272,1,0,-1,5,0.00011727307719411328,0.9998611211776733,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
3,A,0,-4.0,baseline,23,0,1,23,2499,2499,0,63.95322998287156,63.95322998287156,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[16, 30, 67, 114, 118, 24, 68, 33, 81, 19]",[],0,0,0,0,0,0,0,0
3,A,0,-4.0,nsgrand,23,0,1,23,3999,0,3999,218.39840200846083,0.0,216.35812500608154,1,0,-1,5,0.0001139095111284405,0.9998370409011841,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
4,A,0,-4.0,baseline,20,0,1,20,2499,2499,0,68.17402297747321,68.17402297747321,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[123, 37, 23, 1, 11, 25, 56, 20, 59, 97]",[],0,0,0,0,0,0,0,0
4,A,0,-4.0,nsgrand,20,0,1,20,3999,0,3999,217.322429001797,0.0,215.01335402717814,1,0,-1,5,0.00011733538849512115,0.9998772144317627,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
5,A,0,-4.0,baseline,30,0,1,30,2499,2499,0,64.31314797373489,64.31314797373489,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[57, 91, 36, 39, 26, 48, 92, 19, 30, 97]",[],0,0,0,0,0,0,0,0
5,A,0,-4.0,nsgrand,30,0,1,30,3999,0,3999,220.08275098050945,0.0,218.16600402235053,1,0,-1,5,0.00010439693869557232,0.999873161315918,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
6,A,0,-4.0,baseline,26,0,1,26,2499,2499,0,67.67951598158106,67.67951598158106,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[118, 59, 71, 52, 121, 13, 105, 91, 69, 42]",[],0,0,0,0,0,0,0,0
