baseline_sample_id,baseline_profile,baseline_profile_id,baseline_snr_db,baseline_decoder,baseline_true_error_weight,baseline_decoder_success,baseline_block_error,baseline_bit_errors,baseline_queries,baseline_primary_queries,baseline_fallback_queries,baseline_elapsed_ms,baseline_primary_elapsed_ms,baseline_fallback_elapsed_ms,baseline_fallback_used,baseline_candidate_pool_size,baseline_oracle_pool_hit,baseline_predicted_weight_top,baseline_confidence_prob,baseline_predicted_overflow_prob,baseline_stage,baseline_gate_reason,baseline_search_mode,baseline_allowed_weights_json,baseline_top_segment_ids_json,baseline_pool_positions_top10_json,baseline_predicted_weight_distribution_json,baseline_primary_budget,baseline_primary_max_weight,baseline_fallback_budget,baseline_fallback_pool_size,baseline_fallback_max_weight,baseline_ai_success,baseline_fallback_success,baseline_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,baseline_better_block_error
10,E,2,4.0,baseline,1,1,0,0,2,2,0,31.60415298771113,31.60415298771113,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[27, 47, 45, 36, 37, 117, 19, 34, 60, 7]",[],0,0,0,0,0,0,0,0,10,E,2,4.0,nsgrand,1,1,0,0,1,1,0,1.5421599964611232,0.02020000829361379,0.0,0,18,1,1,0.984236478805542,0.00044718701974488795,ai,ai_success,standard,[1],"[0, 1, 2]","[47, 117, 50, 27, 45, 12, 43, 40, 79, 70]","[0.00044772346154786646, 0.9949415326118469, 0.0040211305022239685, 0.00010436546290293336, 3.803511935984716e-05, 0.00044718701974488795]",1200,4,0,0,0,1,0,0,10,E,4.0,1,-1,-30.06199299125001,0,0,0
11,E,2,4.0,baseline,2,1,0,0,954,954,0,40.050257986877114,40.050257986877114,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[111, 9, 14, 8, 107, 7, 127, 20, 10, 13]",[],0,0,0,0,0,0,0,0,11,E,2,4.0,nsgrand,2,1,0,0,1,1,0,1.8159780011046678,0.02064998261630535,0.0,0,18,1,2,0.9212955832481384,5.784162931377068e-05,ai,ai_success,standard,[2],"[0, 1, 2]","[126, 117, 111, 107, 127, 113, 9, 114, 99, 110]","[8.274142601294443e-06, 0.0012217963812872767, 0.9697123169898987, 0.028729138895869255, 0.00027067394694313407, 5.784162931377068e-05]",1200,4,0,0,0,1,0,0,11,E,4.0,2,-953,-38.234279985772446,0,0,0
12,E,2,4.0,baseline,3,1,0,0,403,403,0,35.698046995094046,35.698046995094046,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[43, 83, 51, 47, 120, 123, 62, 23, 50, 108]",[],0,0,0,0,0,0,0,0,12,E,2,4.0,nsgrand,3,1,0,0,4,4,0,3.653385996585712,0.05377997877076268,0.0,0,18,1,3,0.9795164465904236,0.00048310280544683337,ai,ai_success,standard,"[2, 3]","[0, 1, 2]","[40, 83, 123, 50, 43, 120, 75, 108, 66, 49]","[9.681747906142846e-05, 9.952328400686383e-05, 0.2814827859401703, 0.6989115476608276, 0.01892630197107792, 0.00048310280544683337]",1200,4,0,0,0,1,0,0,12,E,4.0,3,-399,-32.044660998508334,0,0,0
13,E,2,4.0,baseline,1,1,0,0,8,8,0,32.201488997088745,32.201488997088745,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[44, 27, 38, 37, 59, 36, 6, 45, 32, 29]",[],0,0,0,0,0,0,0,0,13,E,2,4.0,nsgrand,1,1,0,0,1,1,0,1.4114310033619404,0.019379978766664863,0.0,0,18,1,1,0.9952688813209534,0.00021213611762505025,ai,ai_success,standard,[1],"[0, 1, 2]","[59, 48, 2, 37, 44, 38, 85, 27, 98, 32]","[0.0007549691363237798, 0.9944498538970947, 0.004440620541572571, 0.00010612598998704925, 3.63993167411536e-05, 0.00021213611762505025]",1200,4,0,0,0,1,0,0,13,E,4.0,1,-7,-30.790057993726805,0,0,0
14,E,2,4.0,baseline,1,1,0,0,1,1,0,32.12836998864077,32.12836998864077,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[69, 73, 124, 1, 103, 90, 65, 126, 2, 11]",[],0,0,0,0,0,0,0,0,14,E,2,4.0,nsgrand,1,1,0,0,1,1,0,1.63828901713714,0.020849984139204025,0.0,0,18,1,1,0.992160975933075,0.00021999336604494601,ai,ai_success,standard,[1],"[0, 1, 2]","[69, 15, 73, 23, 124, 65, 90, 103, 126, 16]","[0.0003950902901124209, 0.9978860020637512, 0.0014430077280849218, 3.2839881896506995e-05, 2.3193610104499385e-05, 0.00021999336604494601]",1200,4,0,0,0,1,0,0,14,E,4.0,1,0,-30.49008097150363,0,0,0
15,E,2,4.0,baseline,0,1,0,0,0,0,0,0.01387999509461224,0.01387999509461224,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0,15,E,2,4.0,nsgrand,0,1,0,0,0,0,0,0.010279996786266565,0.010279996786266565,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,15,E,4.0,0,0,-0.0035999983083456755,0,0,0
16,E,2,4.0,baseline,3,1,0,0,200,200,0,34.30033498443663,34.30033498443663,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[118, 29, 80, 1, 121, 105, 47, 52, 39, 122]",[],0,0,0,0,0,0,0,0,16,E,2,4.0,nsgrand,3,1,0,0,2,2,0,10.936888022115454,0.0347500026691705,0.0,0,18,1,4,0.9812352061271667,0.011847304180264473,ai,ai_success,standard,"[3, 4]","[0, 1, 2]","[29, 21, 118, 80, 109, 71, 121, 105, 16, 47]","[0.00043594258022494614, 9.291238711739425e-06, 0.00153038848657161, 0.40637266635894775, 0.5798043608665466, 0.011847304180264473]",1200,4,0,0,0,1,0,0,16,E,4.0,3,-198,-23.363446962321177,0,0,0
17,E,2,4.0,baseline,5,0,1,5,2499,2499,0,54.602371994405985,54.602371994405985,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[111, 75, 48, 106, 89, 95, 107, 73, 83, 110]",[],0,0,0,0,0,0,0,0,17,E,2,4.0,nsgrand,5,0,1,5,3999,0,3999,195.52745900000446,0.0,193.9453890081495,1,0,-1,5,0.3342493176460266,0.9700732827186584,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,17,E,4.0,5,1500,140.92508700559847,0,0,0
18,E,2,4.0,baseline,5,0,1,5,2499,2499,0,55.85005399188958,55.85005399188958,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[89, 77, 8, 81, 72, 59, 91, 108, 73, 64]",[],0,0,0,0,0,0,0,0,18,E,2,4.0,nsgrand,5,1,0,0,6,6,0,93.3070890023373,0.08522998541593552,0.0,0,22,1,5,0.8721098303794861,0.6553680896759033,ai,ai_success,expanded_overflow,"[4, 5]","[0, 1, 2, 3]","[59, 8, 77, 81, 72, 79, 89, 48, 91, 73]","[0.0024096539709717035, 6.370887422235683e-05, 4.317876300774515e-05, 0.00495536345988512, 0.33715999126434326, 0.6553680896759033]",2400,5,0,0,0,1,0,0,18,E,4.0,5,-2493,37.457035010447726,-1,1,0
19,E,2,4.0,baseline,3,1,0,0,249,249,0,35.1457390061114,35.1457390061114,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[61, 62, 40, 29, 113, 51, 24, 103, 95, 46]",[],0,0,0,0,0,0,0,0,19,E,2,4.0,nsgrand,3,1,0,0,4,4,0,3.7616249755956233,0.054589996580034494,0.0,0,18,1,3,0.98274165391922,0.00017154707165900618,ai,ai_success,standard,[3],"[0, 1, 2]","[95, 24, 4, 61, 113, 103, 121, 84, 112, 80]","[2.9112856282154098e-05, 6.886512437631609e-06, 0.054495979100465775, 0.9114482402801514, 0.033848147839307785, 0.00017154707165900618]",1200,4,0,0,0,1,0,0,19,E,4.0,3,-245,-31.384114030515775,0,0,0
20,E,2,4.0,baseline,5,0,1,5,2499,2499,0,54.191805014852434,54.191805014852434,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[123, 95, 73, 122, 72, 21, 70, 108, 58, 15]",[],0,0,0,0,0,0,0,0,20,E,2,4.0,nsgrand,5,1,0,0,10,10,0,93.41487800702453,0.12614901061169803,0.0,0,22,1,4,0.9382424354553223,0.25695863366127014,ai,ai_success,expanded_overflow,"[4, 5]","[0, 1, 2, 3]","[21, 95, 73, 72, 119, 118, 90, 123, 122, 70]","[0.0023299299646168947, 3.985047806054354e-05, 0.00015322488616220653, 0.032028887420892715, 0.7084895372390747, 0.25695863366127014]",2400,5,0,0,0,1,0,0,20,E,4.0,5,-2489,39.22307299217209,-1,1,0
21,E,2,4.0,baseline,1,1,0,0,3,3,0,32.717255991883576,32.717255991883576,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[42, 51, 30, 53, 59, 127, 25, 0, 117, 34]",[],0,0,0,0,0,0,0,0,21,E,2,4.0,nsgrand,1,1,0,0,1,1,0,1.809448003768921,0.02121998113580048,0.0,0,18,1,1,0.9919543862342834,0.00019051202980335802,ai,ai_success,standard,[1],"[0, 1, 2]","[30, 59, 127, 117, 112, 7, 115, 126, 53, 42]","[0.0003937291621696204, 0.9979352951049805, 0.00143211311660707, 3.246978667448275e-05, 1.597727350599598e-05, 0.00019051202980335802]",1200,4,0,0,0,1,0,0,21,E,4.0,1,-2,-30.907807988114655,0,0,0
22,E,2,4.0,baseline,1,1,0,0,2,2,0,31.882010982371867,31.882010982371867,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[106, 37, 26, 59, 91, 113, 7, 115, 81, 104]",[],0,0,0,0,0,0,0,0,22,E,2,4.0,nsgrand,1,1,0,0,1,1,0,1.5181100170593709,0.020310020772740245,0.0,0,18,1,1,0.9862793684005737,0.0004899469204246998,ai,ai_success,standard,[1],"[0, 1, 2]","[37, 119, 110, 106, 59, 19, 112, 113, 91, 81]","[0.0005431074532680213, 0.991233766078949, 0.007504234556108713, 0.00017654815746936947, 5.247490116744302e-05, 0.0004899469204246998]",1200,4,0,0,0,1,0,0,22,E,4.0,1,-1,-30.363900965312496,0,0,0
23,E,2,4.0,baseline,4,1,0,0,283,283,0,34.55276400200091,34.55276400200091,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[56, 27, 42, 41, 29, 120, 62, 117, 32, 55]",[],0,0,0,0,0,0,0,0,23,E,2,4.0,nsgrand,4,1,0,0,49,49,0,11.139546986669302,0.472596992040053,0.0,0,18,1,3,0.9882144927978516,0.00423165038228035,ai,ai_success,standard,"[3, 4]","[0, 1, 2]","[42, 41, 27, 32, 125, 38, 120, 117, 121, 102]","[0.0003421651781536639, 1.5927886124700308e-05, 0.008100037463009357, 0.7404941916465759, 0.2468159794807434, 0.00423165038228035]",1200,4,0,0,0,1,0,0,23,E,4.0,4,-234,-23.41321701533161,0,0,0
24,E,2,4.0,baseline,0,1,0,0,0,0,0,0.012909993529319763,0.012909993529319763,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0,24,E,2,4.0,nsgrand,0,1,0,0,0,0,0,0.009819981642067432,0.009819981642067432,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,24,E,4.0,0,0,-0.0030900118872523308,0,0,0
25,E,2,4.0,baseline,0,1,0,0,0,0,0,0.009499985026195645,0.009499985026195645,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0,25,E,2,4.0,nsgrand,0,1,0,0,0,0,0,0.008939998224377632,0.008939998224377632,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,25,E,4.0,0,0,-0.0005599868018180132,0,0,0
26,E,2,4.0,baseline,2,1,0,0,34,34,0,33.1157429900486,33.1157429900486,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[9, 32, 88, 121, 126, 51, 52, 60, 37, 81]",[],0,0,0,0,0,0,0,0,26,E,2,4.0,nsgrand,2,1,0,0,1,1,0,2.1475059911608696,0.021370011381804943,0.0,0,18,1,2,0.9228629469871521,0.000375058880308643,ai,ai_success,standard,[2],"[0, 1, 2]","[60, 88, 63, 103, 111, 121, 32, 126, 9, 95]","[7.3865448939614e-05, 0.0044822110794484615, 0.9389340877532959, 0.055239807814359665, 0.0008949247421696782, 0.000375058880308643]",1200,4,0,0,0,1,0,0,26,E,4.0,2,-33,-30.968236998887733,0,0,0
27,E,2,4.0,baseline,2,1,0,0,11,11,0,31.950250995578244,31.950250995578244,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[70, 58, 87, 21, 86, 110, 89, 76, 97, 93]",[],0,0,0,0,0,0,0,0,27,E,2,4.0,nsgrand,2,1,0,0,1,1,0,1.871638000011444,0.02104000304825604,0.0,0,18,1,2,0.9799212217330933,9.799509280128404e-05,ai,ai_success,standard,[2],"[0, 1, 2]","[21, 70, 90, 81, 118, 5, 87, 86, 110, 97]","[6.745183054590598e-05, 0.0011812126031145453, 0.9276760220527649, 0.07021989673376083, 0.0007573604234494269, 9.799509280128404e-05]",1200,4,0,0,0,1,0,0,27,E,4.0,2,-10,-30.0786129955668,0,0,0
28,E,2,4.0,baseline,5,0,1,5,2499,2499,0,54.70606198650785,54.70606198650785,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[56, 29, 58, 10, 18, 21, 36, 19, 46, 60]",[],0,0,0,0,0,0,0,0,28,E,2,4.0,nsgrand,5,1,0,0,45,45,0,91.41136100515723,0.4432569839991629,0.0,0,22,1,5,0.29651033878326416,0.6497500538825989,ai,ai_success,expanded_overflow,"[4, 5]","[0, 1, 2, 3]","[36, 22, 29, 15, 44, 26, 58, 51, 23, 19]","[5.622591925202869e-05, 3.2207112781179603e-06, 2.883044544432778e-05, 0.009452599100768566, 0.34070906043052673, 0.6497500538825989]",2400,5,0,0,0,1,0,0,28,E,4.0,5,-2454,36.705299018649384,-1,1,0
29,E,2,4.0,baseline,3,1,0,0,101,101,0,33.067843003664166,33.067843003664166,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[74, 84, 85, 32, 75, 127, 45, 44, 115, 81]",[],0,0,0,0,0,0,0,0,29,E,2,4.0,nsgrand,3,1,0,0,1,1,0,3.6320859799161553,0.021430023480206728,0.0,0,18,1,3,0.9894605278968811,0.0007071132422424853,ai,ai_success,standard,[3],"[0, 1, 2]","[45, 74, 127, 89, 85, 84, 75, 91, 115, 124]","[0.00015124681522138417, 6.562835551449098e-06, 0.015276647172868252, 0.8695577383041382, 0.11430065333843231, 0.0007071132422424853]",1200,4,0,0,0,1,0,0,29,E,4.0,3,-100,-29.43575702374801,0,0,0
30,E,2,4.0,baseline,2,1,0,0,48,48,0,32.78411499923095,32.78411499923095,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[53, 57, 56, 23, 41, 49, 127, 4, 60, 52]",[],0,0,0,0,0,0,0,0,30,E,2,4.0,nsgrand,2,1,0,0,1,1,0,2.1309159928932786,0.02169999061152339,0.0,0,18,1,2,0.972700297832489,0.00019280335982330143,ai,ai_success,standard,[2],"[0, 1, 2]","[23, 4, 122, 10, 127, 106, 52, 125, 121, 26]","[7.757732237223536e-05, 0.005395587533712387, 0.9468504190444946, 0.046840015798807144, 0.0006437485571950674, 0.00019280335982330143]",1200,4,0,0,0,1,0,0,30,E,4.0,2,-47,-30.653199006337672,0,0,0
31,E,2,4.0,baseline,1,1,0,0,4,4,0,31.75961197121069,31.75961197121069,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[74, 94, 65, 90, 73, 102, 9, 124, 78, 75]",[],0,0,0,0,0,0,0,0,31,E,2,4.0,nsgrand,1,1,0,0,1,1,0,1.4933600032236427,0.019619998056441545,0.0,0,18,1,1,0.9916855096817017,0.000242369991610758,ai,ai_success,standard,[1],"[0, 1, 2]","[65, 74, 94, 63, 13, 90, 102, 78, 73, 68]","[0.00039216430741362274, 0.9979721903800964, 0.0013400639872998, 2.9840932256774977e-05, 2.348613998037763e-05, 0.000242369991610758]",1200,4,0,0,0,1,0,0,31,E,4.0,1,-3,-30.266251967987046,0,0,0
32,E,2,4.0,baseline,3,1,0,0,154,154,0,32.467137003550306,32.467137003550306,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[120, 75, 108, 92, 105, 103, 100, 110, 94, 115]",[],0,0,0,0,0,0,0,0,32,E,2,4.0,nsgrand,3,1,0,0,1,1,0,10.331681987736374,0.02242001937702298,0.0,0,18,1,3,0.9953456521034241,0.0006419636774808168,ai,ai_success,standard,"[3, 4]","[0, 1, 2]","[108, 75, 115, 120, 92, 105, 103, 100, 94, 89]","[0.0002604273322504014, 7.658874892513268e-06, 0.006380494683980942, 0.7768961787223816, 0.21581323444843292, 0.0006419636774808168]",1200,4,0,0,0,1,0,0,32,E,4.0,3,-153,-22.135455015813932,0,0,0
