profile,snr_db,decoder,samples,frame_errors,bler,ci_low,ci_high,plot_eligible,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_queries,p95_queries,rescue_rate,micro_bp_rate,main_success_rate,stop_target_errors,max_samples_cap
C,1.0,bp_10,1568,1568,1.0,0.9976501635057923,1.0,1,139.54429563618388,143.64082091487944,145.33140385057777,10.0,10.0,0.0,0.0,0.0,200,80000
C,1.0,bp_20,1568,1568,1.0,0.9976501635057923,1.0,1,279.46058569603116,286.95679218508303,290.3919375548139,20.0,20.0,0.0,0.0,0.0,200,80000
C,1.0,bp_50,1568,1568,1.0,0.9976501635057923,1.0,1,697.6060677558535,716.7438172502443,721.6008557006717,50.0,50.0,0.0,0.0,0.0,200,80000
C,1.0,bp_cdf_rescue,1568,233,0.1485969387755102,0.131343122317385,0.16717767153403046,1,45.52117049989851,118.83587529882789,121.20877549052238,14.387755102040817,96.0,0.14987244897959184,0.0,0.8501275510204082,200,80000
C,1.0,bp_nms_20,1568,234,0.14923469387755103,0.131948578376125,0.16784526381719225,1,42.12642780223586,96.2989465566352,97.9753049556166,8.815051020408163,20.0,0.0,0.0,0.8501275510204082,200,80000
C,1.0,bp_nms_50,1568,200,0.12755102040816327,0.11142970932749453,0.14508085532423165,1,61.570812943593445,239.7059740498662,245.20620657596734,12.892219387755102,50.0,0.0,0.0,0.8711734693877551,200,80000
C,1.0,bp_orb_rescue,1568,234,0.14923469387755103,0.131948578376125,0.16784526381719225,1,44.93595045493507,114.83208169229329,117.31437020003794,11.989795918367347,80.0,0.14987244897959184,0.0,0.8501275510204082,200,80000
C,1.0,bp_segmented_rescue,1568,233,0.1485969387755102,0.131343122317385,0.16717767153403046,1,44.9127706824398,114.66398164629936,117.11457483004777,11.989795918367347,80.0,0.14987244897959184,0.0,0.8501275510204082,200,80000
C,1.0,bp_wbf_post,1568,234,0.14923469387755103,0.131948578376125,0.16784526381719225,1,43.38878041759314,105.40432166308163,107.75860626250504,1.4987244897959184,10.0,0.14987244897959184,0.0,0.8501275510204082,200,80000
C,1.0,hybrid_bp_nsg,1568,230,0.14668367346938777,0.12952742744747217,0.1651742248715281,1,44.829635108745066,113.6244596214965,116.46148771513252,0.3673469387755102,0.0,0.003826530612244898,0.0,0.8501275510204082,200,80000
