profile,snr_db,decoder,samples,frame_errors,bler,ci_low,ci_high,plot_eligible,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_queries,p95_queries,rescue_rate,micro_bp_rate,main_success_rate,stop_target_errors,max_samples_cap
C,4.0,bp_10,8768,8768,1.0,0.9995793677498996,1.0,1,143.97381017449607,148.7532883649692,152.3111811093986,10.0,10.0,0.0,0.0,0.0,200,80000
C,4.0,bp_20,8768,8768,1.0,0.9995793677498996,1.0,1,287.94086308579256,296.8026618240401,304.0098563814536,20.0,20.0,0.0,0.0,0.0,200,80000
C,4.0,bp_50,8768,8768,1.0,0.9995793677498996,1.0,1,719.700952417733,742.374376161024,753.9657774800435,50.0,50.0,0.0,0.0,0.0,200,80000
C,4.0,bp_cdf_rescue,8768,215,0.024520985401459854,0.021385476467318584,0.027977614902152507,1,21.465135635009347,40.11642090044914,122.5881892349571,2.375912408759124,0.0,0.024749087591240875,0.0,0.9752509124087592,200,80000
C,4.0,bp_nms_20,8768,215,0.024520985401459854,0.021385476467318584,0.027977614902152507,1,20.817750690158213,39.87243815790859,98.79701424855739,4.200273722627737,8.0,0.0,0.0,0.9752509124087592,200,80000
C,4.0,bp_nms_50,8768,200,0.02281021897810219,0.019787535554418048,0.026155437032460635,1,24.23386194012009,40.14242675621058,246.7569759720936,4.895871350364963,8.0,0.0,0.0,0.9771897810218978,200,80000
C,4.0,bp_orb_rescue,8768,215,0.024520985401459854,0.021385476467318584,0.027977614902152507,1,21.374858876505023,40.11642090044914,118.55411230120808,1.97992700729927,0.0,0.024749087591240875,0.0,0.9752509124087592,200,80000
C,4.0,bp_segmented_rescue,8768,215,0.024520985401459854,0.021385476467318584,0.027977614902152507,1,21.354580964958107,40.11642090044914,118.31800257787108,1.97992700729927,0.0,0.024749087591240875,0.0,0.9752509124087592,200,80000
C,4.0,bp_wbf_post,8768,215,0.024520985401459854,0.021385476467318584,0.027977614902152507,1,21.11638106088567,40.11642090044914,108.94721119664608,0.24749087591240876,0.0,0.024749087591240875,0.0,0.9752509124087592,200,80000
C,4.0,hybrid_bp_nsg,8768,215,0.024520985401459854,0.021385476467318584,0.027977614902152507,1,21.35918558543135,40.11642090044914,117.41388498339802,0.021897810218978103,0.0,0.0002281021897810219,0.0,0.9752509124087592,200,80000
