profile,snr_db,decoder,samples,frame_errors,bler,avg_queries,p95_queries,rescue_rate,micro_bp_rate,main_success_rate,avg_latency_ms,framework,num_gpus
A,0.0,bp_nms_20,200,200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,tensorflow,1
A,0.0,bp_nms_50,200,194,0.97,0.0,0.0,0.0,0.0,0.03,0.0,tensorflow,1
A,0.0,hybrid_bp_nsg,200,200,1.0,4400.0,4400.0,0.0,0.0,0.0,1302.6438269135542,tensorflow,1
