profile,snr_db,decoder,samples,frame_errors,payload_frame_errors,fer,bler,payload_fer,ber_internal,payload_ber,avg_queries,p95_queries,rescue_rate,micro_bp_rate,main_success_rate,avg_latency_ms,crc_fail_rate,framework,num_gpus,weights_used,channel_type,modulation,perfect_csi,equalizer,avg_crc_valid_candidates,avg_parity_valid_candidates
AWGN,0.0,hybrid_bp_nsg,300,288,288,0.96,0.96,0.96,0.23134132420091327,0.2563020833333333,6505.673333333333,6508.0,0.04,0.0,0.0,1894.8033278807998,0.96,tensorflow,1,outputs/hybrid_bp_nsg_v14_pusch_cdl_smoke/checkpoints/rescue_net_tf.best.weights.h5,AWGN,QPSK,True,identity,0.04,5.673333333333333
AWGN,0.0,bp_nms_20,300,300,300,1.0,1.0,1.0,0.199566210045662,0.23334635416666666,0.0,0.0,0.0,0.0,0.0,166.70450615230948,1.0,tensorflow,1,outputs/hybrid_bp_nsg_v14_pusch_cdl_smoke/checkpoints/rescue_net_tf.best.weights.h5,AWGN,QPSK,True,identity,0.0,0.0
AWGN,0.0,bp_nms_50,300,300,300,1.0,1.0,1.0,0.19855593607305927,0.2313671875,0.0,0.0,0.0,0.0,0.0,412.7438616519794,1.0,tensorflow,1,outputs/hybrid_bp_nsg_v14_pusch_cdl_smoke/checkpoints/rescue_net_tf.best.weights.h5,AWGN,QPSK,True,identity,0.0,0.0
AWGN,2.0,hybrid_bp_nsg,300,18,18,0.06,0.06,0.06,0.0129337899543379,0.014010416666666666,1322.2033333333334,6505.0,0.14333333333333334,0.0,0.7966666666666666,442.715164818801,0.06,tensorflow,1,outputs/hybrid_bp_nsg_v14_pusch_cdl_smoke/checkpoints/rescue_net_tf.best.weights.h5,AWGN,QPSK,True,identity,0.94,1.35
AWGN,2.0,bp_nms_20,300,61,55,0.20333333333333334,0.20333333333333334,0.18333333333333332,0.01886986301369863,0.021536458333333335,0.0,0.0,0.0,0.0,0.7966666666666666,114.20942695190509,0.20333333333333334,tensorflow,1,outputs/hybrid_bp_nsg_v14_pusch_cdl_smoke/checkpoints/rescue_net_tf.best.weights.h5,AWGN,QPSK,True,identity,0.0,0.0
AWGN,2.0,bp_nms_50,300,28,28,0.09333333333333334,0.09333333333333334,0.09333333333333334,0.012865296803652969,0.015247395833333333,0.0,0.0,0.0,0.0,0.9066666666666666,144.8204441353058,0.09333333333333334,tensorflow,1,outputs/hybrid_bp_nsg_v14_pusch_cdl_smoke/checkpoints/rescue_net_tf.best.weights.h5,AWGN,QPSK,True,identity,0.0,0.0
AWGN,4.0,hybrid_bp_nsg,300,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.92731778230518,0.0,tensorflow,1,outputs/hybrid_bp_nsg_v14_pusch_cdl_smoke/checkpoints/rescue_net_tf.best.weights.h5,AWGN,QPSK,True,identity,1.0,1.0
AWGN,4.0,bp_nms_20,300,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.8795151039958,0.0,tensorflow,1,outputs/hybrid_bp_nsg_v14_pusch_cdl_smoke/checkpoints/rescue_net_tf.best.weights.h5,AWGN,QPSK,True,identity,0.0,0.0
AWGN,4.0,bp_nms_50,300,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.874513203278184,0.0,tensorflow,1,outputs/hybrid_bp_nsg_v14_pusch_cdl_smoke/checkpoints/rescue_net_tf.best.weights.h5,AWGN,QPSK,True,identity,0.0,0.0
CDL_C,0.0,hybrid_bp_nsg,300,195,195,0.65,0.65,0.65,0.24478310502283104,0.25298177083333334,4423.93,6508.05,0.03,0.0,0.32,1303.205922533137,0.65,tensorflow,1,outputs/hybrid_bp_nsg_v14_pusch_cdl_smoke/checkpoints/rescue_net_tf.best.weights.h5,SIONNA_CDL_C_SURROGATE,QPSK,True,one_tap_perfect_csi,0.35,4.256666666666667
