sample_id,profile,profile_id,snr_db,decoder,true_error_weight,decoder_success,block_error,bit_errors,queries,primary_queries,fallback_queries,elapsed_ms,primary_elapsed_ms,fallback_elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,predicted_overflow_prob,stage,gate_reason,search_mode,allowed_weights_json,top_segment_ids_json,pool_positions_top10_json,predicted_weight_distribution_json,primary_budget,primary_max_weight,fallback_budget,fallback_pool_size,fallback_max_weight,ai_success,fallback_success,presearch_gate
0,E,2,2.0,baseline,4,1,0,0,1854,1854,0,99.11761499824934,99.11761499824934,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[34, 14, 5, 11, 89, 27, 38, 50, 92, 17]",[],0,0,0,0,0,0,0,0
0,E,2,2.0,nsgrand,4,1,0,0,7,7,0,481.2131600046996,0.12849998893216252,0.0,0,18,1,4,0.6677571535110474,0.21594120562076569,ai,ai_success,standard,[4],"[0, 1, 2]","[34, 45, 89, 11, 1, 38, 50, 91, 4, 92]","[0.00039003515848889947, 1.0929718882835004e-05, 0.00043312800698913634, 0.12521754205226898, 0.6580071449279785, 0.21594120562076569]",1200,4,0,0,0,1,0,0
1,E,2,2.0,baseline,8,0,1,8,2499,2499,0,69.23496600938961,69.23496600938961,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[21, 107, 47, 26, 116, 63, 33, 67, 3, 71]",[],0,0,0,0,0,0,0,0
1,E,2,2.0,nsgrand,8,0,1,8,3999,0,3999,239.09858998376876,0.0,237.2009609825909,1,0,-1,5,0.025683794170618057,0.9980230331420898,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
2,E,2,2.0,baseline,5,0,1,5,2499,2499,0,62.90508800884709,62.90508800884709,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[93, 101, 99, 4, 95, 17, 97, 87, 16, 25]",[],0,0,0,0,0,0,0,0
2,E,2,2.0,nsgrand,5,0,1,5,3999,0,3999,210.9132689947728,0.0,208.75114301452413,1,0,-1,5,0.19723336398601532,0.9148993492126465,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
3,E,2,2.0,baseline,3,0,1,3,2499,2499,0,63.9377309998963,63.9377309998963,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[107, 124, 25, 26, 28, 12, 45, 23, 122, 123]",[],0,0,0,0,0,0,0,0
3,E,2,2.0,nsgrand,3,1,0,0,1,1,0,13.53074298822321,0.028209993615746498,0.0,0,18,1,3,0.2099331170320511,0.07282794266939163,ai,ai_success,standard,"[3, 4]","[0, 1, 2]","[12, 24, 67, 70, 32, 124, 107, 17, 122, 123]","[6.582449714187533e-05, 1.6499605408171192e-05, 0.012816929258406162, 0.5978273153305054, 0.3164454400539398, 0.07282794266939163]",1200,4,0,0,0,1,0,0
4,E,2,2.0,baseline,11,0,1,11,2499,2499,0,63.86101100360975,63.86101100360975,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[127, 48, 36, 17, 37, 30, 4, 13, 74, 72]",[],0,0,0,0,0,0,0,0
4,E,2,2.0,nsgrand,11,0,1,11,3999,0,3999,217.7026860008482,0.0,215.9859969979152,1,0,-1,5,0.01525481604039669,0.9984831213951111,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
5,E,2,2.0,baseline,7,0,1,7,2499,2499,0,66.51867399341427,66.51867399341427,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[25, 15, 41, 26, 24, 33, 45, 40, 49, 9]",[],0,0,0,0,0,0,0,0
5,E,2,2.0,nsgrand,7,0,1,7,3999,0,3999,218.3511219918728,0.0,216.32875499199145,1,0,-1,5,0.056176140904426575,0.9938899278640747,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
6,E,2,2.0,baseline,5,0,1,5,2499,2499,0,64.61388600291684,64.61388600291684,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[86, 100, 79, 19, 59, 83, 106, 116, 93, 85]",[],0,0,0,0,0,0,0,0
6,E,2,2.0,nsgrand,5,0,1,5,3999,0,3999,216.07712699915282,0.0,213.91704000416212,1,0,-1,5,0.4995764493942261,0.8931695222854614,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
7,E,2,2.0,baseline,3,0,1,3,2499,2499,0,65.50940099987201,65.50940099987201,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[82, 66, 5, 89, 106, 17, 21, 114, 123, 105]",[],0,0,0,0,0,0,0,0
7,E,2,2.0,nsgrand,3,0,1,3,3999,0,3999,230.6311040010769,0.0,228.5575260175392,1,0,-1,3,0.14602071046829224,0.07644075155258179,fallback_fail,presearch_low_confidence,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
8,E,2,2.0,baseline,2,0,1,2,2499,2499,0,70.50296902889386,70.50296902889386,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[78, 20, 40, 9, 101, 111, 4, 113, 108, 61]",[],0,0,0,0,0,0,0,0
8,E,2,2.0,nsgrand,2,1,0,0,1,1,0,2.693192975129932,0.026039982913061976,0.0,0,18,1,2,0.4944353401660919,0.001226784777827561,ai,ai_success,standard,[2],"[0, 1, 2]","[108, 118, 78, 101, 111, 113, 114, 66, 83, 12]","[1.8491164155420847e-05, 0.0008048512972891331, 0.8503860235214233, 0.14405089616775513, 0.003512932453304529, 0.001226784777827561]",1200,4,0,0,0,1,0,0
9,E,2,2.0,baseline,7,0,1,7,2499,2499,0,69.68436401803046,69.68436401803046,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[113, 127, 115, 82, 28, 99, 116, 110, 6, 118]",[],0,0,0,0,0,0,0,0
9,E,2,2.0,nsgrand,7,0,1,7,3999,0,3999,224.81662000063807,0.0,223.0829219915904,1,0,-1,5,0.014588424004614353,0.998176097869873,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
10,E,2,2.0,baseline,5,0,1,5,2499,2499,0,67.69613700453192,67.69613700453192,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[51, 112, 119, 18, 102, 34, 5, 7, 32, 111]",[],0,0,0,0,0,0,0,0
10,E,2,2.0,nsgrand,5,0,1,5,3999,0,3999,221.11746401060373,0.0,218.77115001552738,1,0,-1,5,0.4137018620967865,0.9264464974403381,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
11,E,2,2.0,baseline,5,0,1,5,2499,2499,0,67.80474600964226,67.80474600964226,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[6, 47, 31, 110, 14, 96, 116, 71, 30, 60]",[],0,0,0,0,0,0,0,0
11,E,2,2.0,nsgrand,5,0,1,5,5199,1200,3999,244.46996598271653,12.89021800039336,217.82324599917047,1,18,0,3,0.7840800881385803,0.045195456594228745,fallback_fail,postsearch_exhausted,standard,"[3, 4]","[0, 1, 2]","[7, 116, 71, 31, 4, 10, 64, 96, 110, 127]","[0.00032197858672589064, 1.8564827769296244e-05, 0.005100746639072895, 0.5039350390434265, 0.4454282522201538, 0.045195456594228745]",1200,4,4000,24,5,0,0,0
12,E,2,2.0,baseline,8,0,1,8,2499,2499,0,64.78913500905037,64.78913500905037,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[32, 23, 6, 4, 37, 53, 27, 45, 48, 10]",[],0,0,0,0,0,0,0,0
12,E,2,2.0,nsgrand,8,0,1,8,3999,0,3999,221.24085301766172,0.0,219.4829249929171,1,0,-1,5,0.008932972326874733,0.999263346195221,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
13,E,2,2.0,baseline,8,0,1,8,2499,2499,0,66.54873400111683,66.54873400111683,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[50, 69, 31, 59, 112, 72, 65, 57, 114, 37]",[],0,0,0,0,0,0,0,0
13,E,2,2.0,nsgrand,8,0,1,8,3999,0,3999,216.62450398434885,0.0,214.83865499612875,1,0,-1,5,0.08588030934333801,0.9947874546051025,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
14,E,2,2.0,baseline,4,1,0,0,1071,1071,0,49.97805997845717,49.97805997845717,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[118, 83, 55, 54, 52, 89, 78, 88, 53, 50]",[],0,0,0,0,0,0,0,0
14,E,2,2.0,nsgrand,4,1,0,0,1942,969,973,198.87144697713666,10.266383993439376,183.52774501545355,1,18,1,3,0.9104136824607849,0.002683750819414854,fallback,postsearch_exhausted,standard,"[2, 3]","[0, 1, 2]","[52, 78, 79, 50, 118, 83, 89, 88, 105, 112]","[0.00011594864190556109, 3.8855563616380095e-05, 0.10002598911523819, 0.8350576758384705, 0.06207782030105591, 0.002683750819414854]",1200,4,4000,24,5,0,1,0
15,E,2,2.0,baseline,3,0,1,3,2499,2499,0,64.18178899912164,64.18178899912164,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[95, 52, 105, 94, 1, 117, 127, 7, 5, 121]",[],0,0,0,0,0,0,0,0
