stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
ai,1,31,0.0,1.0,2.1511953851703796
ai,2,83,0.03614457831325301,2.819277108433735,3.621919926730018
ai,3,149,0.006711409395973154,3.523489932885906,12.49374218707773
ai,4,149,0.04697986577181208,18.818791946308725,50.580310092452955
ai,5,47,0.2553191489361702,201.4468085106383,96.6828620863801
ai,6,8,1.0,200.0,53.375903618871234
ai,7,2,1.0,8.0,118.75223100651056
fallback,2,4,0.0,1078.25,199.74876125343144
fallback,3,2,0.0,2659.0,318.92084299761336
fallback,4,15,0.0,2140.6666666666665,207.56717680099732
fallback,5,14,0.0,2692.714285714286,215.46823320802235
fallback_fail,2,2,1.0,4599.0,229.49168749619275
fallback_fail,3,7,1.0,4706.571428571428,249.5688950002659
fallback_fail,4,20,1.0,4163.55,238.23206829983974
fallback_fail,5,129,1.0,4250.162790697675,234.4229308928475
fallback_fail,6,173,1.0,4096.109826589595,230.6206341107131
fallback_fail,7,155,1.0,4022.2258064516127,227.34882959329914
fallback_fail,8,89,1.0,3999.0,229.05292824594818
fallback_fail,9,60,1.0,3999.0,226.9890558508147
fallback_fail,10,32,1.0,3999.0,221.41244456179265
fallback_fail,11,16,1.0,3999.0,227.01126506399305
fallback_fail,12,3,1.0,3999.0,222.77742233321382
fallback_fail,13,5,1.0,3999.0,224.97376600513235
fallback_fail,14,1,1.0,3999.0,225.08741499041207
fallback_fail,16,1,1.0,3999.0,226.46660200553015
hard_decision,0,3,0.0,0.0,0.012336667471875748
