stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
ai,2,5,0.0,2.8,4.370904387906194
ai,3,3,0.3333333333333333,127.33333333333333,35.13361397199333
ai,4,3,0.0,1.0,82.50588132068515
ai,5,10,0.6,71.1,71.69525802601129
ai,6,1,1.0,19.0,65.69783110171556
ai,7,2,1.0,5.5,65.54423912893981
fallback,3,1,0.0,2893.0,136.1369958613068
fallback_fail,7,1,1.0,4899.0,151.4071268029511
skip_hopeless,4,4,1.0,0.0,1.1658577132038772
skip_hopeless,5,40,1.0,0.0,1.2316632724832743
skip_hopeless,6,56,1.0,0.0,1.2241363791482789
skip_hopeless,7,81,1.0,0.0,1.2104597120879241
skip_hopeless,8,111,1.0,0.0,1.2115099643533294
skip_hopeless,9,139,1.0,0.0,9.228927636076863
skip_hopeless,10,137,1.0,0.0,1.1884342389602731
skip_hopeless,11,120,1.0,0.0,1.1890221716991316
skip_hopeless,12,129,1.0,0.0,1.2023154873574196
skip_hopeless,13,113,1.0,0.0,1.2146040356297672
skip_hopeless,14,84,1.0,0.0,1.1839715935777695
skip_hopeless,15,61,1.0,0.0,1.224164751770555
skip_hopeless,16,39,1.0,0.0,1.1750260929171092
skip_hopeless,17,31,1.0,0.0,1.216974462412538
skip_hopeless,18,17,1.0,0.0,1.2477979146163254
skip_hopeless,19,6,1.0,0.0,1.2300066106642287
skip_hopeless,20,1,1.0,0.0,1.3144398108124733
skip_hopeless,21,3,1.0,0.0,1.1818136554211378
skip_hopeless,22,1,1.0,0.0,1.2229999992996454
skip_hopeless,25,1,1.0,0.0,1.3028301764279604
