baseline_sample_id,baseline_profile,baseline_profile_id,baseline_snr_db,baseline_decoder,baseline_true_error_weight,baseline_decoder_success,baseline_block_error,baseline_bit_errors,baseline_queries,baseline_primary_queries,baseline_fallback_queries,baseline_elapsed_ms,baseline_primary_elapsed_ms,baseline_fallback_elapsed_ms,baseline_fallback_used,baseline_candidate_pool_size,baseline_oracle_pool_hit,baseline_predicted_weight_top,baseline_confidence_prob,baseline_predicted_overflow_prob,baseline_stage,baseline_gate_reason,baseline_search_mode,baseline_policy_action,baseline_allowed_weights_json,baseline_top_segment_ids_json,baseline_pool_positions_top10_json,baseline_predicted_weight_distribution_json,baseline_primary_budget,baseline_primary_max_weight,baseline_fallback_budget,baseline_fallback_pool_size,baseline_fallback_max_weight,baseline_ai_success,baseline_fallback_success,baseline_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_policy_action,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,reference_decoder,target_decoder,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,baseline_better_block_error
0,E,2,0.0,baseline,9,0,1,9,2499,2499,0,102.49701282009482,102.49701282009482,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[43, 96, 73, 97, 5, 81, 107, 90, 120, 12]",[],0,0,0,0,0,0,0,0,0,E,2,0.0,nsgrand,9,0,1,9,0,0,0,1116.4643680676818,1116.4643680676818,0.0,0,0,-1,5,0.0003805554879363626,0.9999644756317139,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,0,E,0.0,9,baseline,nsgrand,-2499,1013.967355247587,0,0,0
1,E,2,0.0,baseline,12,0,1,12,2499,2499,0,49.55176590010524,49.55176590010524,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[122, 66, 56, 32, 102, 55, 26, 25, 24, 45]",[],0,0,0,0,0,0,0,0,1,E,2,0.0,nsgrand,12,0,1,12,0,0,0,1.344819087535143,1.344819087535143,0.0,0,0,-1,5,0.00028262680280022323,0.9999788999557495,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,1,E,0.0,12,baseline,nsgrand,-2499,-48.206946812570095,0,0,0
2,E,2,0.0,baseline,14,0,1,14,2499,2499,0,49.017969984561205,49.017969984561205,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[72, 122, 74, 43, 115, 124, 17, 73, 28, 32]",[],0,0,0,0,0,0,0,0,2,E,2,0.0,nsgrand,14,0,1,14,0,0,0,1.0089019779115915,1.0089019779115915,0.0,0,0,-1,5,0.00016081592184491456,0.99997878074646,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,2,E,0.0,14,baseline,nsgrand,-2499,-48.00906800664961,0,0,0
3,E,2,0.0,baseline,7,0,1,7,2499,2499,0,49.468875862658024,49.468875862658024,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[90, 109, 87, 119, 38, 123, 127, 83, 20, 12]",[],0,0,0,0,0,0,0,0,3,E,2,0.0,nsgrand,7,0,1,7,0,0,0,1.268249936401844,1.268249936401844,0.0,0,0,-1,5,0.008606987074017525,0.9997598528862,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,3,E,0.0,7,baseline,nsgrand,-2499,-48.20062592625618,0,0,0
4,E,2,0.0,baseline,16,0,1,16,2499,2499,0,49.24836894497275,49.24836894497275,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[72, 47, 120, 74, 111, 55, 78, 118, 58, 89]",[],0,0,0,0,0,0,0,0,4,E,2,0.0,nsgrand,16,0,1,16,0,0,0,1.0030821431428194,1.0030821431428194,0.0,0,0,-1,5,0.00018182871281169355,0.9999805688858032,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,4,E,0.0,16,baseline,nsgrand,-2499,-48.245286801829934,0,0,0
5,E,2,0.0,baseline,14,0,1,14,2499,2499,0,49.2637378629297,49.2637378629297,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[20, 10, 71, 72, 124, 93, 53, 121, 105, 8]",[],0,0,0,0,0,0,0,0,5,E,2,0.0,nsgrand,14,0,1,14,0,0,0,0.9854419622570276,0.9854419622570276,0.0,0,0,-1,5,0.0002715530281420797,0.9999743700027466,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,5,E,0.0,14,baseline,nsgrand,-2499,-48.278295900672674,0,0,0
6,E,2,0.0,baseline,9,0,1,9,2499,2499,0,49.20951905660331,49.20951905660331,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[84, 112, 62, 125, 11, 12, 48, 38, 41, 52]",[],0,0,0,0,0,0,0,0,6,E,2,0.0,nsgrand,9,0,1,9,0,0,0,1.2079798616468906,1.2079798616468906,0.0,0,0,-1,5,0.0009508812800049782,0.9999551773071289,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,6,E,0.0,9,baseline,nsgrand,-2499,-48.00153919495642,0,0,0
7,E,2,0.0,baseline,6,0,1,6,2499,2499,0,49.12327881902456,49.12327881902456,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[69, 34, 12, 86, 121, 107, 115, 95, 124, 3]",[],0,0,0,0,0,0,0,0,7,E,2,0.0,nsgrand,6,0,1,6,0,0,0,0.983312027528882,0.983312027528882,0.0,0,0,-1,5,0.02455487661063671,0.9990517497062683,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,7,E,0.0,6,baseline,nsgrand,-2499,-48.13996679149568,0,0,0
8,E,2,0.0,baseline,10,0,1,10,2499,2499,0,49.40074705518782,49.40074705518782,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[62, 45, 122, 46, 84, 22, 87, 39, 48, 11]",[],0,0,0,0,0,0,0,0,8,E,2,0.0,nsgrand,10,0,1,10,0,0,0,1.1632500682026148,1.1632500682026148,0.0,0,0,-1,5,0.00034843015600927174,0.9999070167541504,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,8,E,0.0,10,baseline,nsgrand,-2499,-48.23749698698521,0,0,0
9,E,2,0.0,baseline,11,0,1,11,2499,2499,0,49.1718789562583,49.1718789562583,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[122, 92, 27, 82, 48, 47, 55, 76, 79, 107]",[],0,0,0,0,0,0,0,0,9,E,2,0.0,nsgrand,11,0,1,11,0,0,0,0.997892115265131,0.997892115265131,0.0,0,0,-1,5,0.0003839164273813367,0.9999655485153198,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,9,E,0.0,11,baseline,nsgrand,-2499,-48.173986840993166,0,0,0
