strong_symbolic_sample_id,strong_symbolic_profile,strong_symbolic_profile_id,strong_symbolic_snr_db,strong_symbolic_decoder,strong_symbolic_true_error_weight,strong_symbolic_decoder_success,strong_symbolic_block_error,strong_symbolic_bit_errors,strong_symbolic_queries,strong_symbolic_primary_queries,strong_symbolic_fallback_queries,strong_symbolic_elapsed_ms,strong_symbolic_primary_elapsed_ms,strong_symbolic_fallback_elapsed_ms,strong_symbolic_fallback_used,strong_symbolic_candidate_pool_size,strong_symbolic_oracle_pool_hit,strong_symbolic_predicted_weight_top,strong_symbolic_confidence_prob,strong_symbolic_predicted_overflow_prob,strong_symbolic_stage,strong_symbolic_gate_reason,strong_symbolic_search_mode,strong_symbolic_policy_action,strong_symbolic_allowed_weights_json,strong_symbolic_top_segment_ids_json,strong_symbolic_pool_positions_top10_json,strong_symbolic_predicted_weight_distribution_json,strong_symbolic_primary_budget,strong_symbolic_primary_max_weight,strong_symbolic_fallback_budget,strong_symbolic_fallback_pool_size,strong_symbolic_fallback_max_weight,strong_symbolic_ai_success,strong_symbolic_fallback_success,strong_symbolic_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_policy_action,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,reference_decoder,target_decoder,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,strong_symbolic_better_block_error
0,E,2,0.0,strong_symbolic,9,0,1,9,3999,3999,0,188.50909383036196,188.50909383036196,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[43, 96, 73, 97, 5, 81, 107, 90, 120, 12]",[],0,0,0,0,0,0,0,0,0,E,2,0.0,nsgrand,9,0,1,9,0,0,0,1116.4643680676818,1116.4643680676818,0.0,0,0,-1,5,0.0003805554879363626,0.9999644756317139,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,0,E,0.0,9,strong_symbolic,nsgrand,-3999,927.9552742373198,0,0,0
1,E,2,0.0,strong_symbolic,12,0,1,12,3999,3999,0,160.67083715461195,160.67083715461195,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[122, 66, 56, 32, 102, 55, 26, 25, 24, 45]",[],0,0,0,0,0,0,0,0,1,E,2,0.0,nsgrand,12,0,1,12,0,0,0,1.344819087535143,1.344819087535143,0.0,0,0,-1,5,0.00028262680280022323,0.9999788999557495,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,1,E,0.0,12,strong_symbolic,nsgrand,-3999,-159.3260180670768,0,0,0
2,E,2,0.0,strong_symbolic,14,0,1,14,3999,3999,0,164.14407803677022,164.14407803677022,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[72, 122, 74, 43, 115, 124, 17, 73, 28, 32]",[],0,0,0,0,0,0,0,0,2,E,2,0.0,nsgrand,14,0,1,14,0,0,0,1.0089019779115915,1.0089019779115915,0.0,0,0,-1,5,0.00016081592184491456,0.99997878074646,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,2,E,0.0,14,strong_symbolic,nsgrand,-3999,-163.13517605885863,0,0,0
3,E,2,0.0,strong_symbolic,7,0,1,7,3999,3999,0,160.6673770584166,160.6673770584166,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[90, 109, 87, 119, 38, 123, 127, 83, 20, 12]",[],0,0,0,0,0,0,0,0,3,E,2,0.0,nsgrand,7,0,1,7,0,0,0,1.268249936401844,1.268249936401844,0.0,0,0,-1,5,0.008606987074017525,0.9997598528862,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,3,E,0.0,7,strong_symbolic,nsgrand,-3999,-159.39912712201476,0,0,0
4,E,2,0.0,strong_symbolic,16,0,1,16,3999,3999,0,160.75982595793903,160.75982595793903,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[72, 47, 120, 74, 111, 55, 78, 118, 58, 89]",[],0,0,0,0,0,0,0,0,4,E,2,0.0,nsgrand,16,0,1,16,0,0,0,1.0030821431428194,1.0030821431428194,0.0,0,0,-1,5,0.00018182871281169355,0.9999805688858032,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,4,E,0.0,16,strong_symbolic,nsgrand,-3999,-159.7567438147962,0,0,0
5,E,2,0.0,strong_symbolic,14,0,1,14,3999,3999,0,161.80664696730673,161.80664696730673,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[20, 10, 71, 72, 124, 93, 53, 121, 105, 8]",[],0,0,0,0,0,0,0,0,5,E,2,0.0,nsgrand,14,0,1,14,0,0,0,0.9854419622570276,0.9854419622570276,0.0,0,0,-1,5,0.0002715530281420797,0.9999743700027466,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,5,E,0.0,14,strong_symbolic,nsgrand,-3999,-160.8212050050497,0,0,0
6,E,2,0.0,strong_symbolic,9,0,1,9,3999,3999,0,159.9423629231751,159.9423629231751,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[84, 112, 62, 125, 11, 12, 48, 38, 41, 52]",[],0,0,0,0,0,0,0,0,6,E,2,0.0,nsgrand,9,0,1,9,0,0,0,1.2079798616468906,1.2079798616468906,0.0,0,0,-1,5,0.0009508812800049782,0.9999551773071289,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,6,E,0.0,9,strong_symbolic,nsgrand,-3999,-158.7343830615282,0,0,0
7,E,2,0.0,strong_symbolic,6,0,1,6,3999,3999,0,160.92397505417466,160.92397505417466,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[69, 34, 12, 86, 121, 107, 115, 95, 124, 3]",[],0,0,0,0,0,0,0,0,7,E,2,0.0,nsgrand,6,0,1,6,0,0,0,0.983312027528882,0.983312027528882,0.0,0,0,-1,5,0.02455487661063671,0.9990517497062683,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,7,E,0.0,6,strong_symbolic,nsgrand,-3999,-159.94066302664578,0,0,0
8,E,2,0.0,strong_symbolic,10,0,1,10,3999,3999,0,161.5708889439702,161.5708889439702,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[62, 45, 122, 46, 84, 22, 87, 39, 48, 11]",[],0,0,0,0,0,0,0,0,8,E,2,0.0,nsgrand,10,0,1,10,0,0,0,1.1632500682026148,1.1632500682026148,0.0,0,0,-1,5,0.00034843015600927174,0.9999070167541504,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,8,E,0.0,10,strong_symbolic,nsgrand,-3999,-160.4076388757676,0,0,0
9,E,2,0.0,strong_symbolic,11,0,1,11,3999,3999,0,160.8388649765402,160.8388649765402,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[122, 92, 27, 82, 48, 47, 55, 76, 79, 107]",[],0,0,0,0,0,0,0,0,9,E,2,0.0,nsgrand,11,0,1,11,0,0,0,0.997892115265131,0.997892115265131,0.0,0,0,-1,5,0.0003839164273813367,0.9999655485153198,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,9,E,0.0,11,strong_symbolic,nsgrand,-3999,-159.84097286127508,0,0,0
