epoch,train_loss,val_loss,val_weight_acc,val_rescue_acc,val_std_brier,val_candidate_top1_acc,val_candidate_positive_rate,lr,train_samples_seen,val_samples_seen,framework,num_gpus
34,1.2620819670359293,1.276967487335205,0.9618055780728658,1.0,1.024865510383203e-08,0.0,0.0,0.00018867063045036048,36000,7200,tensorflow,1
35,1.2596029510498048,1.2795473257700603,0.9640277989705404,1.0,3.9557372454127974e-08,0.0,0.0,0.0001694485399639234,36000,7200,tensorflow,1
36,1.2575744330088297,1.2797998921076457,0.9644444648424785,1.0,4.2863564067389484e-08,0.0,0.0,0.00015129942039493471,36000,7200,tensorflow,1
37,1.256459371248881,1.2808495092391967,0.9647222431500753,1.0,3.4533874360605697e-09,0.0,0.0,0.00013430084800347686,36000,7200,tensorflow,1
38,1.2552438300450643,1.281355873743693,0.9634722439448039,1.0,4.6722529963479546e-09,0.0,0.0,0.00011852566967718303,36000,7200,tensorflow,1
39,1.253745644569397,1.2837864828109742,0.9631944664319356,1.0,2.07016771266999e-09,0.0,0.0,0.00010404152271803468,36000,7200,tensorflow,1
40,1.2524846906661988,1.2823674090703328,0.9631944664319356,1.0,1.3702283424103327e-09,0.0,0.0,9.091034735320136e-05,36000,7200,tensorflow,1
41,1.2511046107610067,1.287460085550944,0.9625000230471293,1.0,1.1609429331297753e-09,0.0,0.0,7.918835035525262e-05,36000,7200,tensorflow,1
42,1.2499526532491048,1.282605767250061,0.9630555772781372,1.0,2.3880759961412515e-09,0.0,0.0,6.892574310768396e-05,36000,7200,tensorflow,1
43,1.248945130030314,1.2861068550745647,0.9634722431500753,1.0,1.44780060044869e-09,0.0,0.0,6.0166537878103554e-05,36000,7200,tensorflow,1
44,1.2479379405975342,1.2845331605275472,0.9623611323038737,1.0,9.34234357444219e-10,0.0,0.0,5.294816946843639e-05,36000,7200,tensorflow,1
45,1.247031151453654,1.2882860692342122,0.9598611323038737,1.0,8.488373368203035e-10,0.0,0.0,4.730157888843678e-05,36000,7200,tensorflow,1
46,1.2468742663065593,1.2869097423553466,0.9638889114061991,1.0,8.037041517895694e-10,0.0,0.0,4.3250944145256653e-05,36000,7200,tensorflow,1
47,1.2466383854548135,1.2860963757832844,0.9638889090220133,1.0,5.558237555977619e-10,0.0,0.0,4.081360384589061e-05,36000,7200,tensorflow,1
48,1.2458867934544882,1.286777925491333,0.9630555764834086,1.0,5.041223718795414e-10,0.0,0.0,3.9999998989515007e-05,36000,7200,tensorflow,1
