stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
ai,1,335,0.0,1.0,3.0684010879789936
ai,2,138,0.0,1.1376811594202898,1.9647300817440196
ai,3,76,0.0,1.5,8.64728364525179
ai,4,35,0.0,25.8,41.348556113163276
ai,5,5,0.0,95.2,94.07126280129887
fallback,2,1,0.0,32.0,164.00403997977264
fallback,3,4,0.0,256.75,162.95486975286622
fallback,5,8,0.0,1314.125,174.10375449981075
fallback_fail,2,1,1.0,4017.0,201.23623200925067
fallback_fail,4,1,1.0,4815.0,203.38999800151214
fallback_fail,5,15,1.0,4159.0,198.6472810637982
fallback_fail,6,22,1.0,4108.090909090909,200.78176994866226
fallback_fail,7,29,1.0,4164.517241379311,201.09322855192846
fallback_fail,8,13,1.0,3999.0,212.13070738639755
fallback_fail,9,7,1.0,3999.0,196.8444412923418
fallback_fail,10,5,1.0,3999.0,195.13057539588772
fallback_fail,11,5,1.0,3999.0,196.6140594042372
fallback_fail,12,3,1.0,3999.0,193.18557367660105
fallback_fail,13,5,1.0,3999.0,195.4556567943655
fallback_fail,14,3,1.0,3999.0,195.77815334196202
fallback_fail,15,1,1.0,3999.0,193.5673110128846
fallback_fail,17,1,1.0,3999.0,191.13403599476442
fallback_fail,20,1,1.0,3999.0,191.4165049965959
hard_decision,0,486,0.0,0.0,0.009654389290472515
