baseline_sample_id,baseline_profile,baseline_profile_id,baseline_snr_db,baseline_decoder,baseline_true_error_weight,baseline_decoder_success,baseline_block_error,baseline_bit_errors,baseline_queries,baseline_primary_queries,baseline_fallback_queries,baseline_elapsed_ms,baseline_primary_elapsed_ms,baseline_fallback_elapsed_ms,baseline_fallback_used,baseline_candidate_pool_size,baseline_oracle_pool_hit,baseline_predicted_weight_top,baseline_confidence_prob,baseline_predicted_overflow_prob,baseline_stage,baseline_gate_reason,baseline_search_mode,baseline_allowed_weights_json,baseline_top_segment_ids_json,baseline_pool_positions_top10_json,baseline_predicted_weight_distribution_json,baseline_primary_budget,baseline_primary_max_weight,baseline_fallback_budget,baseline_fallback_pool_size,baseline_fallback_max_weight,baseline_ai_success,baseline_fallback_success,baseline_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,baseline_better_block_error
13,C,1,6.0,baseline,1,1,0,0,1,1,0,31.175370007986203,31.175370007986203,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[3, 15, 1, 29, 21, 17, 52, 24, 46, 19]",[],0,0,0,0,0,0,0,0,13,C,1,6.0,nsgrand,1,1,0,0,1,1,0,1.3412009866442531,0.018620019545778632,0.0,0,18,1,1,0.9975100755691528,0.00013376018614508212,ai,ai_success,standard,[1],"[0, 1, 2]","[3, 73, 22, 57, 18, 15, 52, 76, 112, 62]","[0.000976452836766839, 0.9959040284156799, 0.002867358271032572, 8.349316340172663e-05, 3.485378692857921e-05, 0.00013376018614508212]",1200,4,0,0,0,1,0,0,13,C,6.0,1,0,-29.83416902134195,0,0,0
14,C,1,6.0,baseline,0,1,0,0,0,0,0,0.01278999843634665,0.01278999843634665,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0,14,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.009370007319375873,0.009370007319375873,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,14,C,6.0,0,0,-0.0034199911169707775,0,0,0
15,C,1,6.0,baseline,3,1,0,0,14,14,0,31.689577008364722,31.689577008364722,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[82, 22, 72, 73, 25, 81, 85, 75, 27, 11]",[],0,0,0,0,0,0,0,0,15,C,1,6.0,nsgrand,3,1,0,0,4,4,0,3.5226579930167645,0.05229999078437686,0.0,0,18,1,3,0.9977093935012817,0.00013988724094815552,ai,ai_success,standard,"[2, 3]","[0, 1, 2]","[22, 82, 72, 73, 76, 81, 85, 126, 75, 68]","[0.00024544840562157333, 8.620956941740587e-05, 0.17366474866867065, 0.8043521046638489, 0.0215116236358881, 0.00013988724094815552]",1200,4,0,0,0,1,0,0,15,C,6.0,3,-10,-28.166919015347958,0,0,0
16,C,1,6.0,baseline,0,1,0,0,0,0,0,0.012470001820474863,0.012470001820474863,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0,16,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.009549985406920314,0.009549985406920314,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,16,C,6.0,0,0,-0.0029200164135545492,0,0,0
17,C,1,6.0,baseline,1,1,0,0,1,1,0,32.11760398698971,32.11760398698971,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[77, 81, 71, 72, 82, 60, 109, 49, 88, 75]",[],0,0,0,0,0,0,0,0,17,C,1,6.0,nsgrand,1,1,0,0,1,1,0,1.3892709976062179,0.019210012396797538,0.0,0,18,1,1,0.9978221654891968,8.010011515580118e-05,ai,ai_success,standard,[1],"[0, 1, 2]","[77, 81, 71, 72, 109, 93, 82, 75, 83, 79]","[0.0005757121834903955, 0.9978551268577576, 0.0014498704113066196, 2.479396243870724e-05, 1.4450182789005339e-05, 8.010011515580118e-05]",1200,4,0,0,0,1,0,0,17,C,6.0,1,0,-30.72833298938349,0,0,0
18,C,1,6.0,baseline,0,1,0,0,0,0,0,0.013120006769895554,0.013120006769895554,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0,18,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.009549985406920314,0.009549985406920314,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,18,C,6.0,0,0,-0.0035700213629752398,0,0,0
19,C,1,6.0,baseline,13,0,1,13,2499,2499,0,54.2341319960542,54.2341319960542,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[113, 92, 96, 81, 110, 82, 107, 106, 90, 108]",[],0,0,0,0,0,0,0,0,19,C,1,6.0,nsgrand,13,0,1,13,3999,0,3999,187.45984000270255,0.0,185.74620099388994,1,0,-1,5,0.003039153991267085,0.9997534155845642,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,19,C,6.0,13,1500,133.22570800664835,0,0,0
20,C,1,6.0,baseline,0,1,0,0,0,0,0,0.021660001948475838,0.021660001948475838,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0,20,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.010400020983070135,0.010400020983070135,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,20,C,6.0,0,0,-0.011259980965405703,0,0,0
21,C,1,6.0,baseline,0,1,0,0,0,0,0,0.00969000393524766,0.00969000393524766,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0,21,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.009100011084228754,0.009100011084228754,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,21,C,6.0,0,0,-0.0005899928510189056,0,0,0
22,C,1,6.0,baseline,1,1,0,0,2,2,0,33.298956986982375,33.298956986982375,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[0, 126, 109, 19, 6, 123, 7, 25, 120, 118]",[],0,0,0,0,0,0,0,0,22,C,1,6.0,nsgrand,1,1,0,0,1,1,0,2.2356759873218834,0.021059997379779816,0.0,0,18,1,1,0.9963734745979309,0.00011682485637720674,ai,ai_success,standard,[1],"[0, 1, 2]","[126, 109, 49, 123, 22, 120, 12, 116, 118, 121]","[0.00045429865713231266, 0.9981531500816345, 0.0012331882026046515, 2.5460825781919993e-05, 1.6983940440695733e-05, 0.00011682485637720674]",1200,4,0,0,0,1,0,0,22,C,6.0,1,-1,-31.063280999660492,0,0,0
23,C,1,6.0,baseline,0,1,0,0,0,0,0,0.015519995940849185,0.015519995940849185,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0,23,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.010029994882643223,0.010029994882643223,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,23,C,6.0,0,0,-0.005490001058205962,0,0,0
24,C,1,6.0,baseline,0,1,0,0,0,0,0,0.009940005838871002,0.009940005838871002,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0,24,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.00925999484024942,0.00925999484024942,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,24,C,6.0,0,0,-0.000680010998621583,0,0,0
25,C,1,6.0,baseline,2,1,0,0,3,3,0,32.14650400332175,32.14650400332175,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[81, 95, 60, 4, 31, 63, 127, 61, 76, 35]",[],0,0,0,0,0,0,0,0,25,C,1,6.0,nsgrand,2,1,0,0,1,1,0,1.8620180198922753,0.020218983991071582,0.0,0,18,1,2,0.9979596138000488,7.073797405610094e-06,ai,ai_success,standard,[2],"[0, 1, 7]","[81, 95, 60, 61, 76, 31, 127, 101, 4, 80]","[3.816204480244778e-05, 0.0004089758440386504, 0.9170345067977905, 0.08205307275056839, 0.00045817953650839627, 7.073797405610094e-06]",1200,4,0,0,0,1,0,0,25,C,6.0,2,-2,-30.284485983429477,0,0,0
26,C,1,6.0,baseline,0,1,0,0,0,0,0,0.014060002285987139,0.014060002285987139,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0,26,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.009688985301181674,0.009688985301181674,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,26,C,6.0,0,0,-0.004371016984805465,0,0,0
27,C,1,6.0,baseline,8,0,1,8,2499,2499,0,54.20345297898166,54.20345297898166,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[124, 116, 111, 123, 112, 114, 107, 113, 108, 115]",[],0,0,0,0,0,0,0,0,27,C,1,6.0,nsgrand,8,0,1,8,3999,0,3999,193.58124100835994,0.0,192.03934000688605,1,0,-1,5,0.04698646813631058,0.9983128309249878,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1,27,C,6.0,8,1500,139.37778802937828,0,0,0
28,C,1,6.0,baseline,0,1,0,0,0,0,0,0.0373799994122237,0.0373799994122237,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0,28,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.010930001735687256,0.010930001735687256,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,28,C,6.0,0,0,-0.02644999767653644,0,0,0
29,C,1,6.0,baseline,0,1,0,0,0,0,0,0.009920011507347226,0.009920011507347226,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0,29,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.009180017514154315,0.009180017514154315,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,29,C,6.0,0,0,-0.0007399939931929111,0,0,0
30,C,1,6.0,baseline,0,1,0,0,0,0,0,0.00947999069467187,0.00947999069467187,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0,30,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.00912000541575253,0.00912000541575253,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,30,C,6.0,0,0,-0.0003599852789193392,0,0,0
31,C,1,6.0,baseline,0,1,0,0,0,0,0,0.009480019798502326,0.009480019798502326,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0,31,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.009020004654303193,0.009020004654303193,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,31,C,6.0,0,0,-0.0004600151441991329,0,0,0
32,C,1,6.0,baseline,0,1,0,0,0,0,0,0.009220006177201867,0.009220006177201867,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0,32,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.009020004654303193,0.009020004654303193,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,32,C,6.0,0,0,-0.000200001522898674,0,0,0
33,C,1,6.0,baseline,2,1,0,0,70,70,0,33.906183001818135,33.906183001818135,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[55, 38, 51, 24, 58, 57, 61, 52, 53, 50]",[],0,0,0,0,0,0,0,0,33,C,1,6.0,nsgrand,2,1,0,0,1,1,0,2.7557820139918476,0.02120999852195382,0.0,0,18,1,2,0.9952836632728577,2.74022913799854e-05,ai,ai_success,standard,[2],"[0, 1, 2]","[51, 50, 38, 44, 119, 54, 24, 26, 52, 55]","[5.4397096391767263e-05, 0.00045465023140423, 0.8729942440986633, 0.12561391294002533, 0.0008554066298529506, 2.74022913799854e-05]",1200,4,0,0,0,1,0,0,33,C,6.0,2,-69,-31.150400987826288,0,0,0
34,C,1,6.0,baseline,3,1,0,0,1107,1107,0,41.3196450099349,41.3196450099349,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[28, 60, 52, 57, 63, 51, 55, 58, 21, 10]",[],0,0,0,0,0,0,0,0,34,C,1,6.0,nsgrand,3,1,0,0,8,8,0,3.804765990935266,0.0980990007519722,0.0,0,18,1,3,0.981084406375885,0.00031244431738741696,ai,ai_success,standard,"[2, 3]","[0, 1, 2]","[57, 41, 28, 48, 6, 21, 58, 52, 60, 24]","[2.4439841581624933e-05, 3.1765557650942355e-05, 0.14891299605369568, 0.8331610560417175, 0.017557280138134956, 0.00031244431738741696]",1200,4,0,0,0,1,0,0,34,C,6.0,3,-1099,-37.514879018999636,0,0,0
35,C,1,6.0,baseline,0,1,0,0,0,0,0,0.012850010534748435,0.012850010534748435,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,[0],[],[],[],0,0,0,0,0,0,0,0,35,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.009720009984448552,0.009720009984448552,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,35,C,6.0,0,0,-0.003130000550299883,0,0,0
36,C,1,6.0,baseline,1,1,0,0,5,5,0,32.00360501068644,32.00360501068644,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[21, 27, 16, 32, 22, 17, 30, 14, 26, 34]",[],0,0,0,0,0,0,0,0,36,C,1,6.0,nsgrand,1,1,0,0,1,1,0,1.421820983523503,0.020109990146011114,0.0,0,18,1,1,0.9956129789352417,0.00012609889381565154,ai,ai_success,standard,[1],"[0, 1, 2]","[22, 16, 3, 27, 32, 101, 43, 26, 21, 24]","[0.00047484616516157985, 0.9980764389038086, 0.0012785163708031178, 2.870950265787542e-05, 1.5353480193880387e-05, 0.00012609889381565154]",1200,4,0,0,0,1,0,0,36,C,6.0,1,-4,-30.58178402716294,0,0,0
37,C,1,6.0,baseline,1,1,0,0,2,2,0,31.99662599945441,31.99662599945441,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[54, 47, 28, 58, 61, 38, 57, 23, 43, 42]",[],0,0,0,0,0,0,0,0,37,C,1,6.0,nsgrand,1,1,0,0,1,1,0,1.3765910116489977,0.018839986296370625,0.0,0,18,1,1,0.9917540550231934,0.0001452225260436535,ai,ai_success,standard,[1],"[0, 1, 2]","[47, 43, 50, 54, 56, 38, 53, 44, 48, 40]","[0.0002500660775694996, 0.998002827167511, 0.0015632723225280643, 2.701635821722448e-05, 1.1554946468095295e-05, 0.0001452225260436535]",1200,4,0,0,0,1,0,0,37,C,6.0,1,-1,-30.62003498780541,0,0,0
38,C,1,6.0,baseline,1,1,0,0,1,1,0,32.38958300789818,32.38958300789818,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[0, 35, 31, 9, 12, 3, 14, 22, 105, 55]",[],0,0,0,0,0,0,0,0,38,C,1,6.0,nsgrand,1,1,0,0,1,1,0,1.4306209923233837,0.019430008251219988,0.0,0,18,1,1,0.9943764209747314,0.00012589790276251733,ai,ai_success,standard,[1],"[0, 1, 2]","[0, 12, 31, 105, 122, 9, 36, 127, 104, 3]","[0.00036672200076282024, 0.998623251914978, 0.0008543668081983924, 1.8726959751802497e-05, 1.093896571546793e-05, 0.00012589790276251733]",1200,4,0,0,0,1,0,0,38,C,6.0,1,0,-30.958962015574798,0,0,0
