sample_id,profile,profile_id,snr_db,decoder,true_error_weight,decoder_success,block_error,bit_errors,queries,primary_queries,fallback_queries,elapsed_ms,primary_elapsed_ms,fallback_elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,predicted_overflow_prob,stage,gate_reason,search_mode,allowed_weights_json,top_segment_ids_json,pool_positions_top10_json,predicted_weight_distribution_json,primary_budget,primary_max_weight,fallback_budget,fallback_pool_size,fallback_max_weight,ai_success,fallback_success,presearch_gate
0,C,1,2.0,baseline,5,0,1,5,2499,2499,0,97.64546499354765,97.64546499354765,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[78, 38, 91, 24, 8, 126, 30, 74, 105, 120]",[],0,0,0,0,0,0,0,0
0,C,1,2.0,nsgrand,5,1,1,4,9,9,0,483.28100598882884,0.14316898887045681,0.0,0,18,1,3,0.9205390214920044,0.018417077139019966,ai,ai_success,standard,"[3, 4]","[0, 1, 2]","[30, 38, 78, 83, 43, 115, 91, 105, 126, 74]","[0.0005738313775509596, 4.50918341812212e-05, 0.011241413652896881, 0.6785879135131836, 0.29113465547561646, 0.018417077139019966]",1200,4,0,0,0,1,0,0
1,C,1,2.0,baseline,4,1,0,0,1435,1435,0,48.401829990325496,48.401829990325496,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[33, 107, 118, 93, 112, 17, 32, 116, 61, 16]",[],0,0,0,0,0,0,0,0
1,C,1,2.0,nsgrand,4,1,0,0,20,20,0,12.180952006019652,0.21933901007287204,0.0,0,18,1,3,0.7556763887405396,0.011156107299029827,ai,ai_success,standard,"[3, 4]","[0, 1, 2]","[33, 116, 16, 107, 85, 118, 93, 112, 127, 115]","[0.0001474469609092921, 3.136896702926606e-05, 0.04409037157893181, 0.8171672224998474, 0.12740744650363922, 0.011156107299029827]",1200,4,0,0,0,1,0,0
2,C,1,2.0,baseline,4,0,1,4,2499,2499,0,55.98396100685932,55.98396100685932,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[34, 20, 92, 87, 85, 95, 112, 51, 79, 29]",[],0,0,0,0,0,0,0,0
2,C,1,2.0,nsgrand,4,0,1,4,4968,969,3999,222.95884299091995,8.456665003905073,210.53862298140302,1,18,1,3,0.8366180062294006,0.015873219817876816,fallback_fail,postsearch_exhausted,standard,"[2, 3]","[0, 1, 2]","[34, 79, 67, 66, 104, 8, 77, 92, 87, 85]","[0.00035843680961988866, 0.00016526086255908012, 0.09542012214660645, 0.7932949662208557, 0.09488798677921295, 0.015873219817876816]",1200,4,4000,24,5,0,0,0
3,C,1,2.0,baseline,3,1,0,0,325,325,0,36.483317002421245,36.483317002421245,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[54, 26, 12, 59, 43, 0, 32, 63, 56, 62]",[],0,0,0,0,0,0,0,0
3,C,1,2.0,nsgrand,3,1,0,0,1,1,0,11.408687016228214,0.024670007405802608,0.0,0,18,1,4,0.9220356941223145,0.038005076348781586,ai,ai_success,standard,"[3, 4]","[0, 1, 2]","[59, 1, 26, 98, 77, 107, 114, 12, 48, 44]","[0.0004965843399986625, 1.209923630085541e-05, 0.001584316953085363, 0.35015347599983215, 0.6097485423088074, 0.038005076348781586]",1200,4,0,0,0,1,0,0
4,C,1,2.0,baseline,9,0,1,9,2499,2499,0,52.38559501594864,52.38559501594864,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[79, 8, 66, 80, 121, 71, 6, 112, 54, 86]",[],0,0,0,0,0,0,0,0
4,C,1,2.0,nsgrand,9,0,1,9,3999,0,3999,185.9902599826455,0.0,184.5387280045543,1,0,-1,5,0.03187660500407219,0.9977830052375793,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
5,C,1,2.0,baseline,4,0,1,4,2499,2499,0,54.52081101248041,54.52081101248041,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[92, 110, 68, 106, 97, 101, 17, 91, 45, 31]",[],0,0,0,0,0,0,0,0
5,C,1,2.0,nsgrand,4,1,0,0,1,1,0,105.49015397555195,0.033939984859898686,0.0,0,22,1,4,0.5723114609718323,0.25245973467826843,ai,ai_success,expanded_overflow,"[4, 5]","[0, 1, 2, 3]","[110, 106, 92, 87, 12, 68, 97, 101, 48, 91]","[0.0002948464243672788, 3.5539260352379642e-06, 6.789471808588132e-05, 0.0330832339823246, 0.7140907049179077, 0.25245973467826843]",2400,5,0,0,0,1,0,0
6,C,1,2.0,baseline,8,0,1,8,2499,2499,0,55.089567991672084,55.089567991672084,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,"[0, 1, 2, 3, 4]",[],"[47, 15, 33, 34, 25, 93, 39, 72, 64, 52]",[],0,0,0,0,0,0,0,0
6,C,1,2.0,nsgrand,8,0,1,8,3999,0,3999,190.98097700043581,0.0,189.19549899874255,1,0,-1,5,0.133819118142128,0.966715395450592,fallback_fail,presearch_overflow_direct,direct_fallback,[],[],[],[],0,0,4000,24,5,0,0,1
7,C,1,2.0,baseline,2,1,0,0,192,192,0,34.956475981744006,34.956475981744006,0.0,0,24,1,-1,,,baseline,baseline_search,none,"[0, 1, 2, 3, 4]",[],"[19, 127, 58, 12, 55, 49, 27, 37, 31, 35]",[],0,0,0,0,0,0,0,0
