stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
ai,1,19,0.0,1.0,2.034737269001964
ai,2,47,0.0,1.148936170212766,2.9891745950234063
ai,3,94,0.02127659574468085,14.72340425531915,11.162450607368188
ai,4,124,0.056451612903225805,22.112903225806452,46.118845749597604
ai,5,40,0.2,119.425,95.31849589693593
ai,6,2,1.0,77.5,56.88095650111791
fallback,2,4,0.0,1318.25,184.57326000498142
fallback,3,2,0.0,3444.0,241.71409150585532
fallback,4,9,0.0,1568.5555555555557,178.609745224498
fallback,5,10,0.0,2943.7,193.50855750089977
fallback,6,1,1.0,1116.0,178.5978869884275
fallback_fail,4,15,1.0,4417.4,208.86680646605478
fallback_fail,5,100,1.0,4083.0,202.50530877150595
fallback_fail,6,147,1.0,4162.265306122449,208.29212738772804
fallback_fail,7,152,1.0,3999.0,200.7025285328334
fallback_fail,8,113,1.0,4009.619469026549,200.65291291046105
fallback_fail,9,94,1.0,3999.0,203.42502367009033
fallback_fail,10,61,1.0,3999.0,200.75433587056173
fallback_fail,11,42,1.0,3999.0,200.6196980724954
fallback_fail,12,30,1.0,3999.0,205.22116999976183
fallback_fail,13,24,1.0,3999.0,201.94915678924494
fallback_fail,14,17,1.0,3999.0,199.18669611968866
fallback_fail,15,8,1.0,3999.0,205.44916724975337
fallback_fail,16,14,1.0,3999.0,201.01377636144338
fallback_fail,17,6,1.0,3999.0,207.6848024977759
fallback_fail,18,7,1.0,3999.0,199.5100231433753
fallback_fail,19,3,1.0,3999.0,198.36262766815102
fallback_fail,20,3,1.0,3999.0,195.14654831921993
fallback_fail,21,4,1.0,3999.0,200.47930624423316
fallback_fail,23,1,1.0,3999.0,195.57268801145256
fallback_fail,24,1,1.0,3999.0,203.09299600194208
fallback_fail,25,2,1.0,3999.0,197.20777998736594
fallback_fail,28,1,1.0,3999.0,198.3865899965167
hard_decision,0,3,0.0,0.0,0.01113998587243259
