profile,profile_id,snr_db,decoder,true_error_weight,block_error,bit_errors,queries,elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,stage
C,1,0.0,baseline,8,1,8,799,15.788898002938367,0,18,0,-1,,baseline_fail
C,1,0.0,nsgrand,8,1,8,599,20.766946006915532,1,14,0,5,0.1613309532403946,baseline_fail
C,1,0.0,baseline,5,1,5,799,16.771305992733687,0,18,0,-1,,baseline_fail
C,1,0.0,nsgrand,5,1,3,14,4.396828997414559,0,14,1,5,0.18142792582511902,ai
C,1,0.0,baseline,8,1,8,799,14.209222994395532,0,18,0,-1,,baseline_fail
C,1,0.0,nsgrand,8,1,8,599,20.27701699989848,1,14,0,5,0.06934993714094162,baseline_fail
C,1,0.0,baseline,0,0,0,0,0.018459992134012282,0,0,1,-1,,hard_decision
C,1,0.0,nsgrand,0,0,0,0,0.006800008122809231,0,0,-1,-1,1.0,hard_decision
C,1,0.0,baseline,3,0,0,130,10.908670999924652,0,18,1,-1,,baseline
C,1,0.0,nsgrand,3,1,3,3,4.914756995276548,0,14,1,5,0.7557468414306641,ai
C,1,0.0,baseline,1,0,0,4,9.374875997309573,0,18,1,-1,,baseline
C,1,0.0,nsgrand,1,0,0,1,4.424439001013525,0,14,1,1,0.9096943140029907,ai
C,1,0.0,baseline,8,1,8,799,14.940029999706894,0,18,0,-1,,baseline_fail
C,1,0.0,nsgrand,8,1,8,599,20.737466009450145,1,14,0,5,0.3544904589653015,baseline_fail
C,1,0.0,baseline,10,1,10,799,14.262992001022212,0,18,0,-1,,baseline_fail
C,1,0.0,nsgrand,10,1,10,599,18.995690013980493,1,14,0,5,0.058023110032081604,baseline_fail
C,1,0.0,baseline,5,1,5,799,14.038223001989536,0,18,1,-1,,baseline_fail
C,1,0.0,nsgrand,5,1,5,599,19.060339996940456,1,14,1,5,0.0822184607386589,baseline_fail
C,1,0.0,baseline,6,1,6,799,14.16603299730923,0,18,1,-1,,baseline_fail
C,1,0.0,nsgrand,6,1,6,599,19.524047995219007,1,14,1,5,0.24306024610996246,baseline_fail
