profile,snr_db,decoder,samples,frame_errors,bler,ci_low,ci_high,plot_eligible,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_queries,p95_queries,rescue_rate,micro_bp_rate,main_success_rate,stop_target_errors,max_samples_cap
A,4.0,bp_10,18896,18896,1.0,0.9998047989306842,1.0,1,142.32518170350767,151.81085653603077,155.94514205586165,10.0,10.0,0.0,0.0,0.0,200,80000
A,4.0,bp_20,18896,18896,1.0,0.9998047989306842,1.0,1,284.66159467674396,303.3351267222315,310.6608887203038,20.0,20.0,0.0,0.0,0.0,200,80000
A,4.0,bp_50,18896,18896,1.0,0.9998047989306842,1.0,1,711.6557126817969,757.962312665768,771.5427005663514,50.0,50.0,0.0,0.0,0.0,200,80000
A,4.0,bp_cdf_rescue,18896,220,0.011642675698560543,0.010162235517014995,0.013276108155232001,1,19.831582629876912,32.94384106993675,116.14266857504843,1.1278577476714648,0.0,0.011748518204911093,0.0,0.9882514817950889,200,80000
A,4.0,bp_nms_20,18896,222,0.011748518204911093,0.010261205474790645,0.013388775053052535,1,19.51699661924705,32.89938124362379,93.63518338650464,3.978408128704488,7.0,0.0,0.0,0.9882514817950889,200,80000
A,4.0,bp_nms_50,18896,200,0.010584250635055038,0.009174393452350028,0.012147594165317775,1,21.111296353310465,32.87970006931573,232.0910131791606,4.3083721422523285,7.0,0.0,0.0,0.9894157493649449,200,80000
A,4.0,bp_orb_rescue,18896,220,0.011642675698560543,0.010162235517014995,0.013276108155232001,1,19.78715876599176,32.94384106993675,112.36499785445626,0.9398814563928873,0.0,0.011748518204911093,0.0,0.9882514817950889,200,80000
A,4.0,bp_segmented_rescue,18896,219,0.011589754445385268,0.010112762654548236,0.013219762669010506,1,19.779686051401942,32.94384106993675,112.13400708511472,0.9398814563928873,0.0,0.011748518204911093,0.0,0.9882514817950889,200,80000
A,4.0,bp_wbf_post,18896,220,0.011642675698560543,0.010162235517014995,0.013276108155232001,1,19.669747005084098,32.94384106993675,102.83399180043487,0.11653259949195596,0.0,0.011748518204911093,0.0,0.9882514817950889,200,80000
A,4.0,hybrid_bp_nsg,18896,219,0.011589754445385268,0.010112762654548236,0.013219762669010506,1,20.046194688367535,32.94384106993675,111.07392914127556,0.02032176121930567,0.0,0.00021168501270110075,0.0,0.9882514817950889,200,80000
