profile,snr_db,decoder,samples,frame_errors,bler,ci_low,ci_high,plot_eligible,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_queries,p95_queries,rescue_rate,micro_bp_rate,main_success_rate,stop_target_errors,max_samples_cap
A,2.0,bp_10,4752,4752,1.0,0.9992240218804569,1.0,1,137.7073627252207,140.79211321659386,142.66653193626553,10.0,10.0,0.0,0.0,0.0,200,80000
A,2.0,bp_20,4752,4752,1.0,0.9992240218804569,1.0,1,275.52274362466716,281.50250134058297,285.1669670967385,20.0,20.0,0.0,0.0,0.0,200,80000
A,2.0,bp_50,4752,4752,1.0,0.9992240218804569,1.0,1,688.6750944684885,702.529395185411,711.0505749611184,50.0,50.0,0.0,0.0,0.0,200,80000
A,2.0,bp_cdf_rescue,4752,226,0.04755892255892256,0.04168210789803583,0.05399929348764968,1,30.21354898292985,88.92092651221898,117.14204143267125,4.626262626262626,0.0,0.04819023569023569,0.0,0.9518097643097643,200,80000
A,2.0,bp_nms_20,4752,228,0.047979797979797977,0.04207735076559209,0.0544452253047367,1,29.112043953579082,88.5977991390973,94.77863926906139,6.1588804713804715,19.0,0.0,0.0,0.9518097643097643,200,80000
A,2.0,bp_nms_50,4752,200,0.04208754208754209,0.0365564909956034,0.04818971940127965,1,35.32001933191514,88.76874293200672,236.2204924505204,7.482954545454546,19.0,0.0,0.0,0.9577020202020202,200,80000
A,2.0,bp_orb_rescue,4752,226,0.04755892255892256,0.04168210789803583,0.05399929348764968,1,30.029137463423325,88.92092651221898,113.23310050647706,3.855218855218855,0.0,0.04819023569023569,0.0,0.9518097643097643,200,80000
A,2.0,bp_segmented_rescue,4752,226,0.04755892255892256,0.04168210789803583,0.05399929348764968,1,30.01521209790685,88.92092651221898,113.06745823472737,3.855218855218855,0.0,0.04819023569023569,0.0,0.9518097643097643,200,80000
A,2.0,bp_wbf_post,4752,225,0.04734848484848485,0.04148453537186103,0.05377627897062145,1,29.542995368676127,88.92092651221898,103.94260785076767,0.47664141414141414,0.0,0.04819023569023569,0.0,0.9518097643097643,200,80000
A,2.0,hybrid_bp_nsg,4752,224,0.04713804713804714,0.04128699572642894,0.05355323177518335,1,29.99913471324451,88.92092651221898,112.46448198799044,0.10101010101010101,0.0,0.0010521885521885522,0.0,0.9518097643097643,200,80000
