profile,profile_id,snr_db,decoder,true_error_weight,block_error,bit_errors,queries,elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,stage
A,0,2.0,baseline,7,1,7,2499,61.731705005513504,0,24,1,-1,,baseline_fail
A,0,2.0,nsgrand,7,1,7,1799,185.61226400197484,1,18,1,5,0.001535180490463972,baseline_fail
A,0,2.0,baseline,16,1,16,2499,55.922292987816036,0,24,0,-1,,baseline_fail
A,0,2.0,nsgrand,16,1,16,1799,70.94535898067988,1,18,0,5,0.00012316404900047928,baseline_fail
A,0,2.0,baseline,3,0,0,187,35.57317398372106,0,24,1,-1,,baseline
A,0,2.0,nsgrand,3,0,0,1,3.4936009906232357,0,18,1,3,0.9947109222412109,ai
A,0,2.0,baseline,8,1,8,2499,56.082422990584746,0,24,1,-1,,baseline_fail
A,0,2.0,nsgrand,8,1,8,1799,70.18922799034044,1,18,1,5,0.032472122460603714,baseline_fail
A,0,2.0,baseline,5,1,5,2499,56.47185299312696,0,24,1,-1,,baseline_fail
A,0,2.0,nsgrand,5,1,5,1799,71.35023901355453,1,18,1,5,0.33874616026878357,baseline_fail
A,0,2.0,baseline,16,1,16,2499,57.077242992818356,0,24,0,-1,,baseline_fail
A,0,2.0,nsgrand,16,1,16,1799,72.078598983353,1,18,0,5,0.0001389847748214379,baseline_fail
A,0,2.0,baseline,4,1,4,2499,56.06631300179288,0,24,0,-1,,baseline_fail
A,0,2.0,nsgrand,4,0,0,116,12.458874989533797,0,18,1,3,0.9466760158538818,ai
A,0,2.0,baseline,7,1,7,2499,56.525182008044794,0,24,1,-1,,baseline_fail
A,0,2.0,nsgrand,7,1,7,1799,71.10281797940843,1,18,1,5,0.0010270237689837813,baseline_fail
A,0,2.0,baseline,4,1,4,2499,56.56251299660653,0,24,0,-1,,baseline_fail
A,0,2.0,nsgrand,4,0,0,2,9.10588400438428,0,18,1,4,0.39556825160980225,ai
A,0,2.0,baseline,10,1,10,2499,55.85259199142456,0,24,0,-1,,baseline_fail
