profile,snr_db,decoder,samples,frame_errors,bler,ci_low,ci_high,plot_eligible,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_queries,p95_queries,rescue_rate,micro_bp_rate,main_success_rate,stop_target_errors,max_samples_cap
E,0.0,bp_10,10048,10048,1.0,0.9996329416405585,1.0,1,141.2487613227423,151.6319556394592,154.05127708334476,10.0,10.0,0.0,0.0,0.0,200,80000
E,0.0,bp_20,10048,10048,1.0,0.9996329416405585,1.0,1,282.52841134546,302.96919180545956,308.294176440686,20.0,20.0,0.0,0.0,0.0,200,80000
E,0.0,bp_50,10048,10048,1.0,0.9996329416405585,1.0,1,706.3979556248579,757.858911016956,771.0825792327523,50.0,50.0,0.0,0.0,0.0,200,80000
E,0.0,bp_cdf_rescue,10048,277,0.02756767515923567,0.02445405272226576,0.03095898817148676,1,38.235789983608214,67.6433450076729,118.73024155851458,2.7802547770700636,0.0,0.028960987261146497,0.0,0.9710390127388535,200,80000
E,0.0,bp_nms_20,10048,280,0.02786624203821656,0.024735735459236175,0.03127423496577553,1,37.486875630602995,67.48963084537534,95.78726363833997,7.780951433121019,14.0,0.0,0.0,0.9710390127388535,200,80000
E,0.0,bp_nms_50,10048,200,0.019904458598726114,0.017263562350681987,0.02282851228916986,1,40.72107599560093,67.37965422216803,236.63601718842983,8.463873407643312,14.0,0.0,0.0,0.9798964968152867,200,80000
E,0.0,bp_orb_rescue,10048,278,0.0276671974522293,0.02454793600644121,0.031064081341810105,1,38.127314437356496,67.6433450076729,114.70565038733193,2.31687898089172,0.0,0.028960987261146497,0.0,0.9710390127388535,200,80000
E,0.0,bp_segmented_rescue,10048,277,0.02756767515923567,0.02445405272226576,0.03095898817148676,1,38.10998251539126,67.6433450076729,114.46084280498327,2.31687898089172,0.0,0.028960987261146497,0.0,0.9710390127388535,200,80000
E,0.0,bp_wbf_post,10048,276,0.02746815286624204,0.02436018047653963,0.030853884019302377,1,37.81323600263827,67.6433450076729,104.54565843101591,0.2864251592356688,0.0,0.028960987261146497,0.0,0.9710390127388535,200,80000
E,0.0,hybrid_bp_nsg,10048,271,0.026970541401273886,0.02389098688649694,0.03032819648663781,1,39.22405921875212,67.6433450076729,115.53829993121326,0.1624203821656051,0.0,0.0016918789808917198,9.952229299363058e-05,0.9710390127388535,200,80000
