stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
ai,1,34,0.0,1.0,1.2780529830385656
ai,2,70,0.014285714285714285,2.7285714285714286,2.1842267929709385
ai,3,140,0.07142857142857142,28.742857142857144,11.889551566647631
ai,4,163,0.03680981595092025,18.84049079754601,53.74349671718807
ai,5,127,0.08661417322834646,99.58267716535433,66.7122323945986
ai,6,7,1.0,359.57142857142856,78.35322874598205
ai,7,2,1.0,824.5,77.76900753378868
fallback,1,2,0.0,161.0,32.341829501092434
fallback,2,1,0.0,848.0,39.39151018857956
fallback,3,7,0.0,1529.2857142857142,66.72252072686595
fallback,4,6,0.0,3344.1666666666665,109.94786287968357
fallback_fail,2,1,1.0,4899.0,152.15648710727692
fallback_fail,3,2,1.0,3775.5,100.12553900014609
fallback_fail,4,9,1.0,4499.0,110.80084642809298
fallback_fail,5,3,1.0,4022.0,87.04863162711263
fallback_fail,6,21,1.0,4841.857142857143,132.38729763820413
fallback_fail,7,1,1.0,4899.0,149.08912312239408
hard_decision,0,4,0.0,0.0,0.009317474905401468
skip_hopeless,3,1,1.0,0.0,0.9868519846349955
skip_hopeless,4,8,1.0,0.0,1.036599074723199
skip_hopeless,5,83,1.0,0.0,1.0008869737566235
skip_hopeless,6,151,1.0,0.0,8.392786062846811
skip_hopeless,7,137,1.0,0.0,1.001036618870214
skip_hopeless,8,96,1.0,0.0,0.998471482792714
skip_hopeless,9,47,1.0,0.0,0.999498958798482
skip_hopeless,10,40,1.0,0.0,1.0061687673442066
skip_hopeless,11,23,1.0,0.0,1.0061187203973532
skip_hopeless,12,8,1.0,0.0,1.0001393675338477
skip_hopeless,13,2,1.0,0.0,0.9901525918394327
skip_hopeless,14,2,1.0,0.0,0.9978613816201687
skip_hopeless,16,1,1.0,0.0,0.9862219449132681
skip_hopeless,17,1,1.0,0.0,0.9715429041534662
