baseline,mean_bler_gain,mean_latency_delta_ms,mean_query_delta,wins_bler_points,ties_bler_points,losses_bler_points,wins_latency_points
bp_nms_20,0.0,6.493067169988841,-4.041666666666666,0,1,0,0
