profile,snr_db,ref_bler,ref_latency,hyb_bler,hyb_latency,bler_gain,latency_delta_ms
A,0.0,0.2916666666666667,62.13558053908249,0.2916666666666667,68.62864770907133,0.0,6.493067169988841
