stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
ai,4,3,0.0,34.666666666666664,47.0064349938184
fallback_fail,2,1,1.0,3999.0,194.72888601012528
fallback_fail,3,3,1.0,3999.0,209.7193069930654
fallback_fail,4,3,1.0,3999.0,205.95821632499187
fallback_fail,5,31,1.0,3999.0,202.900831061866
fallback_fail,6,47,1.0,3999.0,203.36546519265926
fallback_fail,7,93,1.0,3999.0,202.66458631107605
fallback_fail,8,121,1.0,3999.0,202.33452445365612
fallback_fail,9,153,1.0,3999.0,201.8577845950133
fallback_fail,10,137,1.0,3999.0,203.87377727068926
fallback_fail,11,158,1.0,3999.0,205.38501374079416
fallback_fail,12,135,1.0,3999.0,202.67616147347897
fallback_fail,13,105,1.0,3999.0,202.30343530503367
fallback_fail,14,69,1.0,3999.0,204.66278046344246
fallback_fail,15,52,1.0,3999.0,200.17052624741785
fallback_fail,16,35,1.0,3999.0,203.46465065626293
fallback_fail,17,18,1.0,3999.0,201.65912633173218
fallback_fail,18,17,1.0,3999.0,202.61762741275186
fallback_fail,19,9,1.0,3999.0,207.27457055666795
fallback_fail,20,4,1.0,3999.0,203.1008967605885
fallback_fail,21,5,1.0,3999.0,193.56449280166999
fallback_fail,22,1,1.0,3999.0,197.3791659984272
