stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
skip_hopeless,6,1,1.0,0.0,1.4219088479876518
skip_hopeless,7,1,1.0,0.0,1.409958815202117
skip_hopeless,8,7,1.0,0.0,1.5083537769636937
skip_hopeless,9,11,1.0,0.0,1.528874272480607
skip_hopeless,10,11,1.0,0.0,1.5915194526314735
skip_hopeless,11,20,1.0,0.0,1.6023947508074343
skip_hopeless,12,34,1.0,0.0,1.5485851189998143
skip_hopeless,13,54,1.0,0.0,1.5855084768392973
skip_hopeless,14,52,1.0,0.0,1.565618637519387
skip_hopeless,15,104,1.0,0.0,1.546300757371892
skip_hopeless,16,107,1.0,0.0,1.5826901033625147
skip_hopeless,17,121,1.0,0.0,1.5926232892434953
skip_hopeless,18,109,1.0,0.0,1.5584288352946623
skip_hopeless,19,114,1.0,0.0,1.5533454246459562
skip_hopeless,20,65,1.0,0.0,1.568038403414763
skip_hopeless,21,84,1.0,0.0,1.5738695510663092
skip_hopeless,22,70,1.0,0.0,1.5940423289846097
skip_hopeless,23,57,1.0,0.0,1.5506804308020754
skip_hopeless,24,45,1.0,0.0,1.5936973918643262
skip_hopeless,25,34,1.0,0.0,1.5763211447526426
skip_hopeless,26,28,1.0,0.0,1.6157711423667414
skip_hopeless,27,22,1.0,0.0,1.610623556189239
skip_hopeless,28,18,1.0,0.0,64.69551460920937
skip_hopeless,29,11,1.0,0.0,1.6184690069745888
skip_hopeless,30,6,1.0,0.0,1.546017825603485
skip_hopeless,31,6,1.0,0.0,1.5804478898644447
skip_hopeless,32,3,1.0,0.0,1.6876499479015667
skip_hopeless,33,1,1.0,0.0,1.425927970558405
skip_hopeless,34,1,1.0,0.0,1.39033910818398
skip_hopeless,36,1,1.0,0.0,1.4363389927893877
skip_hopeless,37,1,1.0,0.0,1.5654279850423336
skip_hopeless,38,1,1.0,0.0,1.4198690187186003
