stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
ai,1,312,0.0,1.0,2.1345479830275647
ai,2,139,0.0,1.0863309352517985,2.525500757217729
ai,3,69,0.0,2.0144927536231885,8.781665345599901
ai,4,47,0.0,8.829787234042554,26.65182905509434
ai,5,36,0.0,25.083333333333332,87.98549105025207
fallback,3,3,0.0,577.0,39.128507332255445
fallback,4,2,0.0,1234.5,46.49510246235877
fallback_fail,4,1,1.0,3315.0,65.08866604417562
fallback_fail,5,5,1.0,3699.0,75.37013464607298
hard_decision,0,512,0.0,0.0,0.009622537618270144
skip_after_ai_fail,6,5,1.0,2400.0,93.42645560391247
skip_after_ai_fail,7,4,1.0,2400.0,99.23943795729429
skip_hopeless,5,1,1.0,0.0,1.763845793902874
skip_hopeless,6,8,1.0,0.0,1.6613031621091068
skip_hopeless,7,13,1.0,0.0,1.6885471995919943
skip_hopeless,8,13,1.0,0.0,1.6228802537975402
skip_hopeless,9,13,1.0,0.0,1.6713915392756462
skip_hopeless,10,5,1.0,0.0,1.7668102402240038
skip_hopeless,11,2,1.0,0.0,1.47284846752882
skip_hopeless,12,2,1.0,0.0,1.5609924448654056
skip_hopeless,13,2,1.0,0.0,1.7809660639613867
skip_hopeless,14,1,1.0,0.0,1.4635189436376095
skip_hopeless,15,1,1.0,0.0,1.488558016717434
skip_hopeless,16,1,1.0,0.0,1.4793090522289276
skip_hopeless,17,1,1.0,0.0,1.7048760782927275
skip_hopeless,18,1,1.0,0.0,1137.9878339357674
skip_hopeless,22,1,1.0,0.0,1.736246980726719
