baseline_sample_id,baseline_profile,baseline_profile_id,baseline_snr_db,baseline_decoder,baseline_true_error_weight,baseline_decoder_success,baseline_block_error,baseline_bit_errors,baseline_queries,baseline_primary_queries,baseline_fallback_queries,baseline_elapsed_ms,baseline_primary_elapsed_ms,baseline_fallback_elapsed_ms,baseline_fallback_used,baseline_candidate_pool_size,baseline_oracle_pool_hit,baseline_predicted_weight_top,baseline_confidence_prob,baseline_predicted_overflow_prob,baseline_stage,baseline_gate_reason,baseline_search_mode,baseline_policy_action,baseline_allowed_weights_json,baseline_top_segment_ids_json,baseline_pool_positions_top10_json,baseline_predicted_weight_distribution_json,baseline_primary_budget,baseline_primary_max_weight,baseline_fallback_budget,baseline_fallback_pool_size,baseline_fallback_max_weight,baseline_ai_success,baseline_fallback_success,baseline_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_policy_action,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,reference_decoder,target_decoder,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,baseline_better_block_error
10,C,1,6.0,baseline,1,1,0,0,2,2,0,32.57440193556249,32.57440193556249,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[125, 83, 47, 85, 81, 82, 103, 75, 111, 79]",[],0,0,0,0,0,0,0,0,10,C,1,6.0,nsgrand,1,1,0,0,1,1,0,2.127683022990823,0.019880011677742004,0.0,0,18,1,1,0.9958168864250183,5.432660327642225e-05,ai,ai_success,standard,ai_search,[1],"[0, 1, 3]","[83, 125, 50, 81, 82, 85, 103, 75, 111, 78]","[0.0003913224209100008, 0.9973485469818115, 0.0021433797664940357, 3.0214161597541533e-05, 3.2278716389555484e-05, 5.432660327642225e-05]",1200,4,0,0,0,1,0,0,10,C,6.0,1,baseline,nsgrand,-1,-30.44671891257167,0,0,0
11,C,1,6.0,baseline,0,1,0,0,0,0,0,0.016510020941495895,0.016510020941495895,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0,11,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.01058005727827549,0.01058005727827549,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,11,C,6.0,0,baseline,nsgrand,0,-0.005929963663220406,0,0,0
12,C,1,6.0,baseline,0,1,0,0,0,0,0,0.009039882570505142,0.009039882570505142,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0,12,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.008780043572187424,0.008780043572187424,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,12,C,6.0,0,baseline,nsgrand,0,-0.0002598389983177185,0,0,0
13,C,1,6.0,baseline,0,1,0,0,0,0,0,0.009050127118825912,0.009050127118825912,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0,13,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.008699949830770493,0.008699949830770493,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,13,C,6.0,0,baseline,nsgrand,0,-0.0003501772880554199,0,0,0
14,C,1,6.0,baseline,0,1,0,0,0,0,0,0.008700182661414146,0.008700182661414146,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0,14,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.008529983460903168,0.008529983460903168,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,14,C,6.0,0,baseline,nsgrand,0,-0.0001701992005109787,0,0,0
15,C,1,6.0,baseline,0,1,0,0,0,0,0,0.008499948307871819,0.008499948307871819,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0,15,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.008719973266124725,0.008719973266124725,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,15,C,6.0,0,baseline,nsgrand,0,0.0002200249582529068,0,0,0
16,C,1,6.0,baseline,3,1,0,0,104,104,0,32.52006298862398,32.52006298862398,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[102, 92, 103, 71, 72, 74, 66, 88, 73, 96]",[],0,0,0,0,0,0,0,0,16,C,1,6.0,nsgrand,3,1,0,0,1,1,0,3.813429968431592,0.021090032532811165,0.0,0,18,1,3,0.9891349077224731,0.000428895466029644,ai,ai_success,standard,ai_search,[3],"[0, 1, 2]","[92, 72, 66, 102, 74, 71, 103, 73, 88, 96]","[0.000156833091750741, 1.9308883565827273e-05, 0.08561903238296509, 0.8794797658920288, 0.034296222031116486, 0.000428895466029644]",1200,4,0,0,0,1,0,0,16,C,6.0,3,baseline,nsgrand,-103,-28.706633020192385,0,0,0
17,C,1,6.0,baseline,2,1,0,0,53,53,0,33.007849007844925,33.007849007844925,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[58, 100, 57, 103, 101, 104, 90, 117, 116, 59]",[],0,0,0,0,0,0,0,0,17,C,1,6.0,nsgrand,2,1,0,0,1,1,0,2.224351977929473,0.02007884904742241,0.0,0,18,1,2,0.9691744446754456,7.969611033331603e-05,ai,ai_success,standard,ai_search,[2],"[0, 1, 2]","[103, 117, 58, 100, 104, 101, 90, 116, 63, 120]","[2.9975128200021572e-05, 0.00231555406935513, 0.9804351329803467, 0.016855062916874886, 0.00028460228350013494, 7.969611033331603e-05]",1200,4,0,0,0,1,0,0,17,C,6.0,2,baseline,nsgrand,-52,-30.783497029915452,0,0,0
18,C,1,6.0,baseline,3,1,0,0,16,16,0,32.51065406948328,32.51065406948328,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[42, 3, 62, 61, 34, 39, 20, 17, 44, 31]",[],0,0,0,0,0,0,0,0,18,C,1,6.0,nsgrand,3,1,0,0,4,4,0,4.224155796691775,0.05320901982486248,0.0,0,18,1,3,0.9803553819656372,0.0008101984858512878,ai,ai_success,standard,ai_search,"[2, 3]","[0, 1, 2]","[42, 62, 3, 31, 38, 32, 16, 33, 39, 44]","[0.00015273725148290396, 2.833531289070379e-05, 0.12728416919708252, 0.8434237837791443, 0.02830076776444912, 0.0008101984858512878]",1200,4,0,0,0,1,0,0,18,C,6.0,3,baseline,nsgrand,-12,-28.286498272791505,0,0,0
19,C,1,6.0,baseline,22,0,1,22,2499,2499,0,54.887176025658846,54.887176025658846,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[115, 117, 71, 81, 78, 102, 109, 83, 108, 90]",[],0,0,0,0,0,0,0,0,19,C,1,6.0,nsgrand,22,0,1,22,0,0,0,1.736246980726719,1.736246980726719,0.0,0,0,-1,5,0.0017952662892639637,0.9997827410697937,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,19,C,6.0,22,baseline,nsgrand,-2499,-53.15092904493213,0,0,0
20,C,1,6.0,baseline,4,1,0,0,580,580,0,38.30274799838662,38.30274799838662,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[126, 114, 123, 120, 121, 117, 119, 108, 116, 3]",[],0,0,0,0,0,0,0,0,20,C,1,6.0,nsgrand,4,1,0,0,1,1,0,9.209227049723268,0.02274010330438614,0.0,0,18,1,4,0.863661527633667,0.23090733587741852,ai,ai_success,standard,ai_search,[4],"[0, 1, 2]","[114, 116, 117, 119, 126, 123, 120, 121, 108, 118]","[0.0007797746220603585, 4.550074663711712e-05, 0.000516667787451297, 0.09636331349611282, 0.6713874340057373, 0.23090733587741852]",1200,4,0,0,0,1,0,0,20,C,6.0,4,baseline,nsgrand,-579,-29.093520948663354,0,0,0
21,C,1,6.0,baseline,1,1,0,0,11,11,0,32.82183990813792,32.82183990813792,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[56, 40, 44, 48, 61, 35, 38, 50, 55, 49]",[],0,0,0,0,0,0,0,0,21,C,1,6.0,nsgrand,1,1,0,0,1,1,0,1.925104996189475,0.02010003663599491,0.0,0,18,1,1,0.9860681295394897,0.0005007617874071002,ai,ai_success,standard,ai_search,[1],"[0, 1, 2]","[38, 83, 50, 48, 44, 42, 11, 18, 54, 40]","[0.0004204902215860784, 0.9055402278900146, 0.09229858964681625, 0.0009529279777780175, 0.00028696609660983086, 0.0005007617874071002]",1200,4,0,0,0,1,0,0,21,C,6.0,1,baseline,nsgrand,-10,-30.896734911948442,0,0,0
22,C,1,6.0,baseline,1,1,0,0,1,1,0,32.169245881959796,32.169245881959796,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[101, 69, 124, 7, 26, 82, 24, 74, 71, 53]",[],0,0,0,0,0,0,0,0,22,C,1,6.0,nsgrand,1,1,0,0,1,1,0,1.9917439203709364,0.020200153812766075,0.0,0,18,1,1,0.9966153502464294,3.9634298445889726e-05,ai,ai_success,standard,ai_search,[1],"[0, 1, 5]","[101, 20, 124, 69, 82, 71, 114, 78, 74, 117]","[0.00039546514744870365, 0.9978783130645752, 0.001635576132684946, 2.431040229566861e-05, 2.6874591640080325e-05, 3.9634298445889726e-05]",1200,4,0,0,0,1,0,0,22,C,6.0,1,baseline,nsgrand,0,-30.17750196158886,0,0,0
23,C,1,6.0,baseline,0,1,0,0,0,0,0,0.017499085515737534,0.017499085515737534,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0,23,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.010429881513118744,0.010429881513118744,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,23,C,6.0,0,baseline,nsgrand,0,-0.00706920400261879,0,0,0
24,C,1,6.0,baseline,1,1,0,0,1,1,0,32.679651165381074,32.679651165381074,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[83, 79, 88, 100, 82, 97, 106, 99, 107, 101]",[],0,0,0,0,0,0,0,0,24,C,1,6.0,nsgrand,1,1,0,0,1,1,0,1.8259561620652676,0.0203701201826334,0.0,0,18,1,1,0.9948024749755859,6.772009510314092e-05,ai,ai_success,standard,ai_search,[1],"[0, 1, 3]","[83, 50, 88, 97, 82, 107, 106, 95, 84, 93]","[0.00031877928995527327, 0.9977666139602661, 0.0017810832941904664, 2.82480577880051e-05, 3.7721358239650726e-05, 6.772009510314092e-05]",1200,4,0,0,0,1,0,0,24,C,6.0,1,baseline,nsgrand,0,-30.853695003315806,0,0,0
25,C,1,6.0,baseline,0,1,0,0,0,0,0,0.01667998731136322,0.01667998731136322,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0,25,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.010509975254535675,0.010509975254535675,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,25,C,6.0,0,baseline,nsgrand,0,-0.006170012056827545,0,0,0
26,C,1,6.0,baseline,8,0,1,8,2499,2499,0,54.490139009431005,54.490139009431005,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[14, 11, 19, 16, 7, 18, 21, 125, 13, 15]",[],0,0,0,0,0,0,0,0,26,C,1,6.0,nsgrand,8,0,1,8,0,0,0,1.4772990252822638,1.4772990252822638,0.0,0,0,-1,5,0.10182835906744003,0.956121027469635,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,26,C,6.0,8,baseline,nsgrand,-2499,-53.01283998414874,0,0,0
27,C,1,6.0,baseline,0,1,0,0,0,0,0,0.017649028450250626,0.017649028450250626,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0,27,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.010660151019692421,0.010660151019692421,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,27,C,6.0,0,baseline,nsgrand,0,-0.006988877430558205,0,0,0
28,C,1,6.0,baseline,3,1,0,0,71,71,0,33.882891992107034,33.882891992107034,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[79, 78, 98, 4, 106, 95, 93, 90, 104, 99]",[],0,0,0,0,0,0,0,0,28,C,1,6.0,nsgrand,3,1,0,0,1,1,0,3.749239956960082,0.02216012217104435,0.0,0,18,1,3,0.9445792436599731,0.002233000472187996,ai,ai_success,standard,ai_search,[3],"[0, 1, 2]","[78, 98, 93, 79, 95, 106, 104, 90, 99, 30]","[6.994490104261786e-05, 4.140823511988856e-05, 0.042269229888916016, 0.8697474598884583, 0.08563890308141708, 0.002233000472187996]",1200,4,0,0,0,1,0,0,28,C,6.0,3,baseline,nsgrand,-70,-30.13365203514695,0,0,0
29,C,1,6.0,baseline,6,0,1,6,2499,2499,0,54.27452106960118,54.27452106960118,0.0,0,24,1,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[21, 12, 20, 14, 23, 19, 15, 17, 27, 18]",[],0,0,0,0,0,0,0,0,29,C,1,6.0,nsgrand,6,0,1,6,0,0,0,1.644766889512539,1.644766889512539,0.0,0,0,-1,5,0.13355965912342072,0.9601860642433167,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,29,C,6.0,6,baseline,nsgrand,-2499,-52.62975418008864,0,0,0
30,C,1,6.0,baseline,1,1,0,0,1,1,0,32.082166988402605,32.082166988402605,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[80, 78, 68, 86, 69, 34, 89, 66, 71, 72]",[],0,0,0,0,0,0,0,0,30,C,1,6.0,nsgrand,1,1,0,0,1,1,0,2.1275728940963745,0.019789906218647957,0.0,0,18,1,1,0.9954273700714111,7.511656440328807e-05,ai,ai_success,standard,ai_search,[1],"[0, 1, 3]","[80, 0, 78, 71, 68, 89, 70, 65, 86, 64]","[0.00045541537110693753, 0.9970746040344238, 0.002316664205864072, 3.638487760326825e-05, 4.167502629570663e-05, 7.511656440328807e-05]",1200,4,0,0,0,1,0,0,30,C,6.0,1,baseline,nsgrand,0,-29.95459409430623,0,0,0
31,C,1,6.0,baseline,1,1,0,0,1,1,0,31.568550039082766,31.568550039082766,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4]",[],"[39, 22, 6, 55, 24, 25, 18, 58, 110, 78]",[],0,0,0,0,0,0,0,0,31,C,1,6.0,nsgrand,1,1,0,0,1,1,0,2.107823034748435,0.020159175619482994,0.0,0,18,1,1,0.9953741431236267,3.24161046592053e-05,ai,ai_success,standard,ai_search,[1],"[0, 1, 4]","[39, 110, 24, 20, 78, 35, 85, 38, 6, 2]","[0.00019382816390134394, 0.9990474581718445, 0.0007003698265179992, 1.0554000255069695e-05, 1.53093187691411e-05, 3.24161046592053e-05]",1200,4,0,0,0,1,0,0,31,C,6.0,1,baseline,nsgrand,0,-29.46072700433433,0,0,0
32,C,1,6.0,baseline,0,1,0,0,0,0,0,0.01663900911808014,0.01663900911808014,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0,32,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.010309973731637001,0.010309973731637001,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,32,C,6.0,0,baseline,nsgrand,0,-0.006329035386443138,0,0,0
33,C,1,6.0,baseline,0,1,0,0,0,0,0,0.010659918189048767,0.010659918189048767,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0,33,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.00898982398211956,0.00898982398211956,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,33,C,6.0,0,baseline,nsgrand,0,-0.0016700942069292068,0,0,0
34,C,1,6.0,baseline,0,1,0,0,0,0,0,0.009089941158890724,0.009089941158890724,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0,34,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.008719973266124725,0.008719973266124725,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,34,C,6.0,0,baseline,nsgrand,0,-0.00036996789276599884,0,0,0
