strong_symbolic_sample_id,strong_symbolic_profile,strong_symbolic_profile_id,strong_symbolic_snr_db,strong_symbolic_decoder,strong_symbolic_true_error_weight,strong_symbolic_decoder_success,strong_symbolic_block_error,strong_symbolic_bit_errors,strong_symbolic_queries,strong_symbolic_primary_queries,strong_symbolic_fallback_queries,strong_symbolic_elapsed_ms,strong_symbolic_primary_elapsed_ms,strong_symbolic_fallback_elapsed_ms,strong_symbolic_fallback_used,strong_symbolic_candidate_pool_size,strong_symbolic_oracle_pool_hit,strong_symbolic_predicted_weight_top,strong_symbolic_confidence_prob,strong_symbolic_predicted_overflow_prob,strong_symbolic_stage,strong_symbolic_gate_reason,strong_symbolic_search_mode,strong_symbolic_policy_action,strong_symbolic_allowed_weights_json,strong_symbolic_top_segment_ids_json,strong_symbolic_pool_positions_top10_json,strong_symbolic_predicted_weight_distribution_json,strong_symbolic_primary_budget,strong_symbolic_primary_max_weight,strong_symbolic_fallback_budget,strong_symbolic_fallback_pool_size,strong_symbolic_fallback_max_weight,strong_symbolic_ai_success,strong_symbolic_fallback_success,strong_symbolic_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_policy_action,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,reference_decoder,target_decoder,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,strong_symbolic_better_block_error
0,C,1,6.0,strong_symbolic,18,0,1,18,3999,3999,0,225.44141695834696,225.44141695834696,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[80, 71, 69, 74, 85, 68, 89, 75, 65, 73]",[],0,0,0,0,0,0,0,0,0,C,1,6.0,nsgrand,18,0,1,18,0,0,0,1137.9878339357674,1137.9878339357674,0.0,0,0,-1,5,0.0023544311989098787,0.9997218251228333,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,0,C,6.0,18,strong_symbolic,nsgrand,-3999,912.5464169774204,0,0,0
1,C,1,6.0,strong_symbolic,0,1,0,0,0,0,0,0.009419163689017296,0.009419163689017296,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0,1,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.013750046491622925,0.013750046491622925,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,1,C,6.0,0,strong_symbolic,nsgrand,0,0.004330882802605629,0,0,0
2,C,1,6.0,strong_symbolic,0,1,0,0,0,0,0,0.008899951353669167,0.008899951353669167,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0,2,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.009170034900307655,0.009170034900307655,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,2,C,6.0,0,strong_symbolic,nsgrand,0,0.00027008354663848877,0,0,0
3,C,1,6.0,strong_symbolic,1,1,0,0,2,2,0,158.10571005567908,158.10571005567908,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4, 5]",[],"[33, 30, 40, 58, 59, 55, 51, 48, 62, 12]",[],0,0,0,0,0,0,0,0,3,C,1,6.0,nsgrand,1,1,0,0,1,1,0,4.05545812100172,0.02362998202443123,0.0,0,18,1,1,0.988122284412384,0.00040462592733092606,ai,ai_success,standard,ai_search,[1],"[0, 1, 2]","[30, 48, 85, 59, 43, 62, 12, 33, 16, 40]","[0.0003370630438439548, 0.9269964694976807, 0.0714077353477478, 0.0006524084601551294, 0.00020162486180197448, 0.00040462592733092606]",1200,4,0,0,0,1,0,0,3,C,6.0,1,strong_symbolic,nsgrand,-1,-154.05025193467736,0,0,0
4,C,1,6.0,strong_symbolic,1,1,0,0,1,1,0,152.8405819553882,152.8405819553882,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4, 5]",[],"[120, 60, 57, 4, 16, 36, 50, 56, 62, 59]",[],0,0,0,0,0,0,0,0,4,C,1,6.0,nsgrand,1,1,0,0,1,1,0,2.3151009809225798,0.02440018579363823,0.0,0,18,1,1,0.9948700666427612,5.108591358293779e-05,ai,ai_success,standard,ai_search,[1],"[0, 1, 3]","[120, 36, 51, 16, 50, 48, 52, 121, 24, 4]","[0.0002871225879061967, 0.9980546236038208, 0.0015546054346486926, 2.396601121290587e-05, 2.875315294659231e-05, 5.108591358293779e-05]",1200,4,0,0,0,1,0,0,4,C,6.0,1,strong_symbolic,nsgrand,0,-150.5254809744656,0,0,0
5,C,1,6.0,strong_symbolic,1,1,0,0,1,1,0,156.93648904561996,156.93648904561996,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4, 5]",[],"[66, 102, 4, 68, 67, 75, 70, 88, 84, 107]",[],0,0,0,0,0,0,0,0,5,C,1,6.0,nsgrand,1,1,0,0,1,1,0,2.2548420820385218,0.02122996374964714,0.0,0,18,1,1,0.9962148070335388,4.2873518395936117e-05,ai,ai_success,standard,ai_search,[1],"[0, 1, 5]","[66, 51, 102, 67, 88, 84, 68, 70, 107, 75]","[0.00036572475801222026, 0.9981997013092041, 0.0013457926688715816, 2.015731115534436e-05, 2.582204615464434e-05, 4.2873518395936117e-05]",1200,4,0,0,0,1,0,0,5,C,6.0,1,strong_symbolic,nsgrand,0,-154.68164696358144,0,0,0
6,C,1,6.0,strong_symbolic,0,1,0,0,0,0,0,0.00900006853044033,0.00900006853044033,0.0,0,0,1,-1,,,hard_decision,hard_decision,none,none,[0],[],[],[],0,0,0,0,0,0,0,0,6,C,1,6.0,nsgrand,0,1,0,0,0,0,0,0.010730000212788582,0.010730000212788582,0.0,0,0,-1,-1,1.0,0.0,hard_decision,hard_decision,hard_decision,hard_decision,[0],[],[],[],0,0,0,0,0,0,0,0,6,C,6.0,0,strong_symbolic,nsgrand,0,0.0017299316823482513,0,0,0
7,C,1,6.0,strong_symbolic,2,1,0,0,6,6,0,152.47980481944978,152.47980481944978,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4, 5]",[],"[43, 31, 23, 127, 6, 25, 29, 18, 39, 40]",[],0,0,0,0,0,0,0,0,7,C,1,6.0,nsgrand,2,1,0,0,1,1,0,2.549419179558754,0.02129911445081234,0.0,0,18,1,2,0.9766715168952942,9.972326370188966e-05,ai,ai_success,standard,ai_search,[2],"[0, 1, 2]","[23, 31, 127, 55, 15, 125, 43, 39, 42, 7]","[3.757797821890563e-05, 0.004458811599761248, 0.9769750833511353, 0.018113045021891594, 0.00031587827834300697, 9.972326370188966e-05]",1200,4,0,0,0,1,0,0,7,C,6.0,2,strong_symbolic,nsgrand,-5,-149.93038563989103,0,0,0
8,C,1,6.0,strong_symbolic,2,1,0,0,22,22,0,154.76365690119565,154.76365690119565,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4, 5]",[],"[26, 32, 23, 28, 19, 29, 35, 25, 30, 22]",[],0,0,0,0,0,0,0,0,8,C,1,6.0,nsgrand,2,1,0,0,1,1,0,2.1347629372030497,0.021038809791207314,0.0,0,18,1,2,0.8642124533653259,0.0006065599154680967,ai,ai_success,standard,ai_search,[2],"[0, 1, 2]","[25, 26, 27, 35, 9, 72, 68, 44, 32, 65]","[1.921278453664854e-05, 0.0006381070706993341, 0.8991401195526123, 0.09754467010498047, 0.0020511967595666647, 0.0006065599154680967]",1200,4,0,0,0,1,0,0,8,C,6.0,2,strong_symbolic,nsgrand,-21,-152.6288939639926,0,0,0
9,C,1,6.0,strong_symbolic,1,1,0,0,1,1,0,152.42381510324776,152.42381510324776,0.0,0,24,1,-1,,,baseline,baseline_search,none,none,"[0, 1, 2, 3, 4, 5]",[],"[45, 38, 39, 31, 28, 75, 41, 22, 58, 69]",[],0,0,0,0,0,0,0,0,9,C,1,6.0,nsgrand,1,1,0,0,1,1,0,2.0944741554558277,0.01989002339541912,0.0,0,18,1,1,0.9973415732383728,6.045735062798485e-05,ai,ai_success,standard,ai_search,[1],"[0, 1, 4]","[45, 39, 75, 69, 49, 38, 31, 48, 76, 73]","[0.0007719362038187683, 0.9969539642333984, 0.0021380004473030567, 3.6660108889918774e-05, 3.900048977811821e-05, 6.045735062798485e-05]",1200,4,0,0,0,1,0,0,9,C,6.0,1,strong_symbolic,nsgrand,0,-150.32934094779193,0,0,0
