epoch,train_loss,val_loss,val_weight_acc,val_rescue_acc,val_std_brier,val_candidate_top1_acc,val_candidate_positive_rate,lr,train_samples_seen,val_samples_seen,framework,num_gpus
1,0.7558902834207957,0.550428283435327,0.3647762343839363,0.9602623460469423,0.05566771959678994,0.9998070983975021,1.0,0.0008,25147,5112,tensorflow,1
2,0.4587580925635709,0.4739390606129611,0.41705247042355714,0.977237652849268,0.03229862850814782,1.0,1.0,0.0007991863908306694,25147,5112,tensorflow,1
3,0.38958973204361574,0.47007972995440167,0.44155092702971566,0.9874614157058574,0.03555857702115275,1.0,1.0,0.0007967490473220481,25147,5112,tensorflow,1
4,0.35852464555784036,0.47707337527363386,0.41280864068755396,0.9832175903850131,0.035813370914790234,1.0,1.0,0.0007926984065532276,25147,5112,tensorflow,1
5,0.33212844094702304,0.723569722087295,0.3294753084580104,0.9664351851851852,0.06015189062734997,1.0,1.0,0.000787051813989846,25147,5112,tensorflow,1
6,0.30939667688981265,0.8971576756901212,0.3371913565529717,0.9643132697652887,0.06236143379161755,1.0,1.0,0.0007798334492081403,25147,5112,tensorflow,1
7,0.2878888947249369,0.7366435770635251,0.31983024764944007,0.9679783924862191,0.04789842987709023,1.0,1.0,0.000771074222354289,25147,5112,tensorflow,1
8,0.2673302380979516,0.8558870686425103,0.33063271834894464,0.9619984560542636,0.054757810542704885,1.0,1.0,0.0007608116417824215,25147,5112,tensorflow,1
9,0.2627732380087139,1.016478431445581,0.3464506169160207,0.9504243797726102,0.06692096453022074,1.0,1.0,0.0007490896534380868,25147,5112,tensorflow,1
10,0.2505678670438191,0.6654409920727765,0.36593364234323855,0.9714506169160207,0.041875242906691576,1.0,1.0,0.0007359584526749673,25147,5112,tensorflow,1
11,0.23146762954824754,0.7278609088173619,0.39023919734689927,0.97067900829845,0.04228344796596233,1.0,1.0,0.0007214742693106694,25147,5112,tensorflow,1
12,0.2331104736974221,1.0592115455203586,0.33140432199946157,0.956404318412145,0.06096828680623461,1.0,1.0,0.0007056991268420115,25147,5112,tensorflow,1
13,0.21647913321738935,0.781572241474081,0.35783178855975467,0.968364194587425,0.0445069640495435,1.0,1.0,0.0006887005768508881,25147,5112,tensorflow,1
