epoch,train_loss,val_loss,val_weight_acc,val_rescue_acc,val_std_brier,val_candidate_top1_acc,val_candidate_positive_rate,lr,train_samples_seen,val_samples_seen,framework,num_gpus
14,0.21119932557335336,1.0979160015229825,0.3344907410166882,0.953703702599914,0.056788153015077114,1.0,1.0,0.0006705514097380262,25147,5112,tensorflow,1
15,0.2008485929429076,0.9656681473608371,0.2991898137110251,0.9583333322295436,0.051894633271903905,1.0,1.0,0.0006513293430233139,25147,5112,tensorflow,1
16,0.20102334124896362,1.1380561921331618,0.3198302479253875,0.9562114190172266,0.056881780822381926,1.0,1.0,0.000631116688547449,25147,5112,tensorflow,1
17,0.19078163432938453,0.9097661773363749,0.3640046307334193,0.9668209839750219,0.04086552048964357,1.0,1.0,0.00061,25147,5112,tensorflow,1
18,0.1873990730702422,0.8287093981548592,0.2918595690970068,0.9697145035973301,0.038914247899945756,1.0,1.0,0.0005880697022832205,25147,5112,tensorflow,1
19,0.17812138187293788,1.2277315843988348,0.3285108018252585,0.9583333311257539,0.05184751231637266,1.0,1.0,0.0005654197042987342,25147,5112,tensorflow,1
20,0.16557654798144603,1.054511425671754,0.31018518490923774,0.9645061691602071,0.04084509171985297,1.0,1.0,0.0005421469968152014,25147,5112,tensorflow,1
21,0.16084844656004252,1.1488262977865007,0.2770061724715763,0.9556327153135229,0.05363072448893002,1.0,1.0,0.0005183512371389579,25147,5112,tensorflow,1
22,0.1516611367919063,1.1412147758183655,0.2922453706463178,0.9652777766739881,0.040946265294527016,1.0,1.0,0.0004941343223661288,25147,5112,tensorflow,1
23,0.15426251514039876,1.6336363112484966,0.3287037050834409,0.9540895091162788,0.05452389264893201,1.0,1.0,0.0004695999530436197,25147,5112,tensorflow,1
24,0.1476328605572686,1.4850851120772186,0.30748456882105935,0.9542824074074074,0.05357368695722134,1.0,1.0,0.0004448531891074545,25147,5112,tensorflow,1
25,0.1381896972826874,1.1627733365253166,0.3169367296828164,0.9648919734689925,0.04098112458477435,1.0,1.0,0.00042,25147,5112,tensorflow,1
26,0.1321095889363125,1.430212691978172,0.297453702599914,0.9577546274220502,0.04862910150377839,1.0,1.0,0.00039514681089254563,25147,5112,tensorflow,1
27,0.1382152051131689,1.486315495438046,0.3150077153135229,0.9529320995012919,0.05341710047084942,1.0,1.0,0.00037040004695638036,25147,5112,tensorflow,1
28,0.12428555799690821,1.8873973113519174,0.31655092537403107,0.9498456793802755,0.056799353660877655,1.0,1.0,0.0003458656776338713,25147,5112,tensorflow,1
29,0.11959055896478755,1.7733715264885515,0.29031635600107686,0.9517746920938845,0.05383212976502599,1.0,1.0,0.00032164876286104214,25147,5112,tensorflow,1
30,0.11923561412983268,1.6844251906430279,0.2953317896635444,0.9467592614668386,0.05770582421165374,1.0,1.0,0.00029785300318479856,25147,5112,tensorflow,1
31,0.11391868939950266,1.477975966753783,0.2870370359332473,0.953703702599914,0.050448865649135165,1.0,1.0,0.00027458029570126595,25147,5112,tensorflow,1
32,0.11021780598027106,1.789739039209154,0.344135803480943,0.955439813711025,0.05006616433254547,1.0,1.0,0.0002519302977167796,25147,5112,tensorflow,1
33,0.10687650475679462,1.7994039235291657,0.3238811724715763,0.9538966064099912,0.051389879590176324,1.0,1.0,0.0002300000000000001,25147,5112,tensorflow,1
34,0.10152612569677921,1.822814749346839,0.32079475345434966,0.955246913212317,0.05045418392142488,1.0,1.0,0.00020888331145255115,25147,5112,tensorflow,1
35,0.09679872147340811,1.4436029593149822,0.3113425931444875,0.9594907374293716,0.045716652835296745,1.0,1.0,0.00018867065697668616,25147,5112,tensorflow,1
36,0.09730987003400125,1.6314486861228943,0.32330246876787255,0.9594907385331614,0.046331613048635145,1.0,1.0,0.00016944859026197384,25147,5112,tensorflow,1
37,0.09165387865127499,1.7586970329284668,0.3107638880610466,0.9527391990025839,0.05125673937059387,1.0,1.0,0.00015129942314911197,25147,5112,tensorflow,1
38,0.08918871591223106,1.7874865222860266,0.30131172857902666,0.9544753079061155,0.050107597024179995,1.0,1.0,0.00013430087315798863,25147,5112,tensorflow,1
39,0.0875071715421349,1.7700010847162317,0.3163580262550601,0.9577546263182605,0.04910965587111638,1.0,1.0,0.00011852573068933068,25147,5112,tensorflow,1
40,0.08491425577352066,1.8047802227514762,0.29668209812155477,0.953510805412575,0.05061178302599324,1.0,1.0,0.0001040415473250329,25147,5112,tensorflow,1
41,0.08260248510437157,1.7906697149629947,0.3136574093390394,0.9571759237183465,0.04803642720260002,1.0,1.0,9.091034656191329e-05,25147,5112,tensorflow,1
42,0.0807947831242594,1.782820098929935,0.3045910486468562,0.9573688264246341,0.048949930803953774,1.0,1.0,7.918835821757851e-05,25147,5112,tensorflow,1
43,0.07990535362872458,1.78972742734132,0.3078703698184755,0.9565972211184325,0.049236095443592164,1.0,1.0,6.892577764571104e-05,25147,5112,tensorflow,1
44,0.07864788949546468,1.6946450825090762,0.30922067910432816,0.9581404317308355,0.047601985714950217,1.0,1.0,6.016655079185989e-05,25147,5112,tensorflow,1
45,0.07751877160870847,1.763112606825652,0.3213734563302111,0.9612268485404827,0.043994753655203604,1.0,1.0,5.2948186010154086e-05,25147,5112,tensorflow,1
46,0.07719422124667477,1.5397171841727362,0.3063271589301251,0.9623842548441004,0.042688311003547384,1.0,1.0,4.730159344677244e-05,25147,5112,tensorflow,1
47,0.07617642493022762,1.800730449182016,0.3153935193463608,0.9579475301283377,0.04753441156828086,1.0,1.0,4.3250952677952064e-05,25147,5112,tensorflow,1
48,0.07516348349172196,1.7246483917589541,0.3123071003291342,0.9587191354345392,0.04654814645052991,1.0,1.0,4.081360916933068e-05,25147,5112,tensorflow,1
