strong_symbolic_sample_id,strong_symbolic_profile,strong_symbolic_profile_id,strong_symbolic_snr_db,strong_symbolic_decoder,strong_symbolic_true_error_weight,strong_symbolic_decoder_success,strong_symbolic_block_error,strong_symbolic_bit_errors,strong_symbolic_queries,strong_symbolic_primary_queries,strong_symbolic_fallback_queries,strong_symbolic_elapsed_ms,strong_symbolic_primary_elapsed_ms,strong_symbolic_fallback_elapsed_ms,strong_symbolic_fallback_used,strong_symbolic_candidate_pool_size,strong_symbolic_oracle_pool_hit,strong_symbolic_predicted_weight_top,strong_symbolic_confidence_prob,strong_symbolic_predicted_overflow_prob,strong_symbolic_stage,strong_symbolic_gate_reason,strong_symbolic_search_mode,strong_symbolic_policy_action,strong_symbolic_allowed_weights_json,strong_symbolic_top_segment_ids_json,strong_symbolic_pool_positions_top10_json,strong_symbolic_predicted_weight_distribution_json,strong_symbolic_primary_budget,strong_symbolic_primary_max_weight,strong_symbolic_fallback_budget,strong_symbolic_fallback_pool_size,strong_symbolic_fallback_max_weight,strong_symbolic_ai_success,strong_symbolic_fallback_success,strong_symbolic_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_policy_action,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,reference_decoder,target_decoder,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,strong_symbolic_better_block_error
0,C,1,0.0,strong_symbolic,13,0,1,13,3999,3999,0,193.8834390603006,193.8834390603006,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[49, 0, 100, 112, 41, 90, 10, 102, 38, 47]",[],0,0,0,0,0,0,0,0,0,C,1,0.0,nsgrand,13,0,1,13,0,0,0,1116.0640101879835,1116.0640101879835,0.0,0,0,-1,5,0.00018995165009982884,0.9999769926071167,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,0,C,0.0,13,strong_symbolic,nsgrand,-3999,922.1805711276829,0,0,0
1,C,1,0.0,strong_symbolic,11,0,1,11,3999,3999,0,167.2653511632234,167.2653511632234,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[103, 31, 67, 21, 102, 22, 110, 104, 111, 127]",[],0,0,0,0,0,0,0,0,1,C,1,0.0,nsgrand,11,0,1,11,0,0,0,1.6553259920328856,1.6553259920328856,0.0,0,0,-1,5,0.00045791507000103593,0.9999697208404541,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,1,C,0.0,11,strong_symbolic,nsgrand,-3999,-165.6100251711905,0,0,0
2,C,1,0.0,strong_symbolic,16,0,1,16,3999,3999,0,171.40562809072435,171.40562809072435,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[104, 100, 127, 17, 0, 15, 118, 79, 82, 109]",[],0,0,0,0,0,0,0,0,2,C,1,0.0,nsgrand,16,0,1,16,0,0,0,1.2920401059091091,1.2920401059091091,0.0,0,0,-1,5,0.0001951630401890725,0.9999769926071167,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,2,C,0.0,16,strong_symbolic,nsgrand,-3999,-170.11358798481524,0,0,0
3,C,1,0.0,strong_symbolic,9,0,1,9,3999,3999,0,167.37710079178214,167.37710079178214,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[101, 18, 4, 94, 67, 37, 100, 3, 105, 14]",[],0,0,0,0,0,0,0,0,3,C,1,0.0,nsgrand,9,0,1,9,0,0,0,1.5805668663233519,1.5805668663233519,0.0,0,0,-1,5,0.0008587258635088801,0.9999066591262817,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,3,C,0.0,9,strong_symbolic,nsgrand,-3999,-165.7965339254588,0,0,0
4,C,1,0.0,strong_symbolic,17,0,1,17,3999,3999,0,170.9627010859549,170.9627010859549,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[106, 108, 73, 59, 42, 118, 50, 43, 1, 122]",[],0,0,0,0,0,0,0,0,4,C,1,0.0,nsgrand,17,0,1,17,0,0,0,1.27410888671875,1.27410888671875,0.0,0,0,-1,5,0.0002528275945223868,0.9999765157699585,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,4,C,0.0,17,strong_symbolic,nsgrand,-3999,-169.68859219923615,0,0,0
5,C,1,0.0,strong_symbolic,14,0,1,14,3999,3999,0,168.57594111934304,168.57594111934304,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[64, 33, 34, 55, 36, 81, 73, 108, 119, 49]",[],0,0,0,0,0,0,0,0,5,C,1,0.0,nsgrand,14,0,1,14,0,0,0,1.6483860090374947,1.6483860090374947,0.0,0,0,-1,5,0.0006564770010299981,0.9999674558639526,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,5,C,0.0,14,strong_symbolic,nsgrand,-3999,-166.92755511030555,0,0,0
6,C,1,0.0,strong_symbolic,14,0,1,14,3999,3999,0,168.38647285476327,168.38647285476327,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[21, 47, 10, 85, 114, 32, 15, 123, 90, 40]",[],0,0,0,0,0,0,0,0,6,C,1,0.0,nsgrand,14,0,1,14,0,0,0,1.2753189075738192,1.2753189075738192,0.0,0,0,-1,5,0.0001984790142159909,0.9999783039093018,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,6,C,0.0,14,strong_symbolic,nsgrand,-3999,-167.11115394718945,0,0,0
7,C,1,0.0,strong_symbolic,13,0,1,13,3999,3999,0,167.3379810526967,167.3379810526967,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[80, 83, 100, 127, 112, 99, 75, 71, 28, 107]",[],0,0,0,0,0,0,0,0,7,C,1,0.0,nsgrand,13,0,1,13,0,0,0,1.2612489517778158,1.2612489517778158,0.0,0,0,-1,5,0.00022227197769097984,0.9999682903289795,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,7,C,0.0,13,strong_symbolic,nsgrand,-3999,-166.0767321009189,0,0,0
8,C,1,0.0,strong_symbolic,18,0,1,18,3999,3999,0,168.12740499153733,168.12740499153733,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[93, 85, 70, 104, 89, 87, 64, 24, 75, 110]",[],0,0,0,0,0,0,0,0,8,C,1,0.0,nsgrand,18,0,1,18,0,0,0,1.2525899801403284,1.2525899801403284,0.0,0,0,-1,5,0.00020506790315266699,0.9999738931655884,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,8,C,0.0,18,strong_symbolic,nsgrand,-3999,-166.874815011397,0,0,0
9,C,1,0.0,strong_symbolic,13,0,1,13,3999,3999,0,167.72062797099352,167.72062797099352,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[116, 12, 123, 27, 26, 72, 43, 92, 63, 22]",[],0,0,0,0,0,0,0,0,9,C,1,0.0,nsgrand,13,0,1,13,0,0,0,1.4502981211990118,1.4502981211990118,0.0,0,0,-1,5,0.0002807904966175556,0.9999685287475586,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,9,C,0.0,13,strong_symbolic,nsgrand,-3999,-166.2703298497945,0,0,0
