baseline_sample_id,baseline_profile,baseline_profile_id,baseline_snr_db,baseline_decoder,baseline_true_error_weight,baseline_decoder_success,baseline_block_error,baseline_bit_errors,baseline_queries,baseline_primary_queries,baseline_fallback_queries,baseline_elapsed_ms,baseline_primary_elapsed_ms,baseline_fallback_elapsed_ms,baseline_fallback_used,baseline_candidate_pool_size,baseline_oracle_pool_hit,baseline_predicted_weight_top,baseline_confidence_prob,baseline_predicted_overflow_prob,baseline_stage,baseline_gate_reason,baseline_search_mode,baseline_policy_action,baseline_allowed_weights_json,baseline_top_segment_ids_json,baseline_pool_positions_top10_json,baseline_predicted_weight_distribution_json,baseline_primary_budget,baseline_primary_max_weight,baseline_fallback_budget,baseline_fallback_pool_size,baseline_fallback_max_weight,baseline_ai_success,baseline_fallback_success,baseline_presearch_gate,nsgrand_sample_id,nsgrand_profile,nsgrand_profile_id,nsgrand_snr_db,nsgrand_decoder,nsgrand_true_error_weight,nsgrand_decoder_success,nsgrand_block_error,nsgrand_bit_errors,nsgrand_queries,nsgrand_primary_queries,nsgrand_fallback_queries,nsgrand_elapsed_ms,nsgrand_primary_elapsed_ms,nsgrand_fallback_elapsed_ms,nsgrand_fallback_used,nsgrand_candidate_pool_size,nsgrand_oracle_pool_hit,nsgrand_predicted_weight_top,nsgrand_confidence_prob,nsgrand_predicted_overflow_prob,nsgrand_stage,nsgrand_gate_reason,nsgrand_search_mode,nsgrand_policy_action,nsgrand_allowed_weights_json,nsgrand_top_segment_ids_json,nsgrand_pool_positions_top10_json,nsgrand_predicted_weight_distribution_json,nsgrand_primary_budget,nsgrand_primary_max_weight,nsgrand_fallback_budget,nsgrand_fallback_pool_size,nsgrand_fallback_max_weight,nsgrand_ai_success,nsgrand_fallback_success,nsgrand_presearch_gate,sample_id,profile,snr_db,true_error_weight,reference_decoder,target_decoder,query_delta,latency_delta_ms,block_error_delta,nsgrand_better_block_error,baseline_better_block_error
0,C,1,0.0,baseline,13,0,1,13,2499,2499,0,103.04200812242925,103.04200812242925,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[49, 0, 100, 112, 41, 90, 10, 102, 38, 47]",[],0,0,0,0,0,0,0,0,0,C,1,0.0,nsgrand,13,0,1,13,0,0,0,1116.0640101879835,1116.0640101879835,0.0,0,0,-1,5,0.00018995165009982884,0.9999769926071167,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,0,C,0.0,13,baseline,nsgrand,-2499,1013.0220020655543,0,0,0
1,C,1,0.0,baseline,11,0,1,11,2499,2499,0,50.48802704550326,50.48802704550326,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[103, 31, 67, 21, 102, 22, 110, 104, 111, 127]",[],0,0,0,0,0,0,0,0,1,C,1,0.0,nsgrand,11,0,1,11,0,0,0,1.6553259920328856,1.6553259920328856,0.0,0,0,-1,5,0.00045791507000103593,0.9999697208404541,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,1,C,0.0,11,baseline,nsgrand,-2499,-48.83270105347037,0,0,0
2,C,1,0.0,baseline,16,0,1,16,2499,2499,0,50.301698967814445,50.301698967814445,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[104, 100, 127, 17, 0, 15, 118, 79, 82, 109]",[],0,0,0,0,0,0,0,0,2,C,1,0.0,nsgrand,16,0,1,16,0,0,0,1.2920401059091091,1.2920401059091091,0.0,0,0,-1,5,0.0001951630401890725,0.9999769926071167,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,2,C,0.0,16,baseline,nsgrand,-2499,-49.009658861905336,0,0,0
3,C,1,0.0,baseline,9,0,1,9,2499,2499,0,50.50328793004155,50.50328793004155,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[101, 18, 4, 94, 67, 37, 100, 3, 105, 14]",[],0,0,0,0,0,0,0,0,3,C,1,0.0,nsgrand,9,0,1,9,0,0,0,1.5805668663233519,1.5805668663233519,0.0,0,0,-1,5,0.0008587258635088801,0.9999066591262817,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,3,C,0.0,9,baseline,nsgrand,-2499,-48.9227210637182,0,0,0
4,C,1,0.0,baseline,17,0,1,17,2499,2499,0,50.26362999342382,50.26362999342382,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[106, 108, 73, 59, 42, 118, 50, 43, 1, 122]",[],0,0,0,0,0,0,0,0,4,C,1,0.0,nsgrand,17,0,1,17,0,0,0,1.27410888671875,1.27410888671875,0.0,0,0,-1,5,0.0002528275945223868,0.9999765157699585,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,4,C,0.0,17,baseline,nsgrand,-2499,-48.98952110670507,0,0,0
5,C,1,0.0,baseline,14,0,1,14,2499,2499,0,50.840234849601984,50.840234849601984,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[64, 33, 34, 55, 36, 81, 73, 108, 119, 49]",[],0,0,0,0,0,0,0,0,5,C,1,0.0,nsgrand,14,0,1,14,0,0,0,1.6483860090374947,1.6483860090374947,0.0,0,0,-1,5,0.0006564770010299981,0.9999674558639526,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,5,C,0.0,14,baseline,nsgrand,-2499,-49.19184884056449,0,0,0
6,C,1,0.0,baseline,14,0,1,14,2499,2499,0,50.1384309027344,50.1384309027344,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[21, 47, 10, 85, 114, 32, 15, 123, 90, 40]",[],0,0,0,0,0,0,0,0,6,C,1,0.0,nsgrand,14,0,1,14,0,0,0,1.2753189075738192,1.2753189075738192,0.0,0,0,-1,5,0.0001984790142159909,0.9999783039093018,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,6,C,0.0,14,baseline,nsgrand,-2499,-48.86311199516058,0,0,0
7,C,1,0.0,baseline,13,0,1,13,2499,2499,0,50.196080934256315,50.196080934256315,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[80, 83, 100, 127, 112, 99, 75, 71, 28, 107]",[],0,0,0,0,0,0,0,0,7,C,1,0.0,nsgrand,13,0,1,13,0,0,0,1.2612489517778158,1.2612489517778158,0.0,0,0,-1,5,0.00022227197769097984,0.9999682903289795,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,7,C,0.0,13,baseline,nsgrand,-2499,-48.9348319824785,0,0,0
8,C,1,0.0,baseline,18,0,1,18,2499,2499,0,50.079291919246316,50.079291919246316,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[93, 85, 70, 104, 89, 87, 64, 24, 75, 110]",[],0,0,0,0,0,0,0,0,8,C,1,0.0,nsgrand,18,0,1,18,0,0,0,1.2525899801403284,1.2525899801403284,0.0,0,0,-1,5,0.00020506790315266699,0.9999738931655884,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,8,C,0.0,18,baseline,nsgrand,-2499,-48.82670193910599,0,0,0
9,C,1,0.0,baseline,13,0,1,13,2499,2499,0,50.44988798908889,50.44988798908889,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[116, 12, 123, 27, 26, 72, 43, 92, 63, 22]",[],0,0,0,0,0,0,0,0,9,C,1,0.0,nsgrand,13,0,1,13,0,0,0,1.4502981211990118,1.4502981211990118,0.0,0,0,-1,5,0.0002807904966175556,0.9999685287475586,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1,9,C,0.0,13,baseline,nsgrand,-2499,-48.99958986788988,0,0,0
