sample_id,profile,profile_id,snr_db,decoder,true_error_weight,decoder_success,block_error,bit_errors,queries,primary_queries,fallback_queries,elapsed_ms,primary_elapsed_ms,fallback_elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,predicted_overflow_prob,stage,gate_reason,search_mode,policy_action,allowed_weights_json,top_segment_ids_json,pool_positions_top10_json,predicted_weight_distribution_json,primary_budget,primary_max_weight,fallback_budget,fallback_pool_size,fallback_max_weight,ai_success,fallback_success,presearch_gate
0,C,1,0.0,baseline,9,0,1,9,2499,2499,0,95.16907786019146,95.16907786019146,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[59, 40, 115, 42, 62, 126, 102, 50, 22, 107]",[],0,0,0,0,0,0,0,0
0,C,1,0.0,nsgrand,9,0,1,9,0,0,0,1137.6308458857238,1137.6308458857238,0.0,0,0,-1,5,0.0014853213215246797,0.9991804957389832,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
0,C,1,0.0,strong_symbolic,9,0,1,9,3999,3999,0,222.7934179827571,222.7934179827571,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[59, 40, 115, 42, 62, 126, 102, 50, 22, 107]",[],0,0,0,0,0,0,0,0
1,C,1,0.0,baseline,13,0,1,13,2499,2499,0,54.484789026901126,54.484789026901126,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[54, 75, 43, 50, 85, 126, 66, 17, 96, 72]",[],0,0,0,0,0,0,0,0
1,C,1,0.0,nsgrand,13,0,1,13,0,0,0,1.5113179106265306,1.5113179106265306,0.0,0,0,-1,5,0.0021318579092621803,0.999544084072113,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
1,C,1,0.0,strong_symbolic,13,0,1,13,3999,3999,0,188.9974761288613,188.9974761288613,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[54, 75, 43, 50, 85, 126, 66, 17, 96, 72]",[],0,0,0,0,0,0,0,0
2,C,1,0.0,baseline,12,0,1,12,2499,2499,0,55.94918807037175,55.94918807037175,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[8, 74, 61, 47, 30, 78, 90, 3, 57, 125]",[],0,0,0,0,0,0,0,0
2,C,1,0.0,nsgrand,12,0,1,12,0,0,0,1.5704769175499678,1.5704769175499678,0.0,0,0,-1,5,0.0008970589842647314,0.9998206496238708,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
2,C,1,0.0,strong_symbolic,12,0,1,12,3999,3999,0,190.45039382763207,190.45039382763207,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[8, 74, 61, 47, 30, 78, 90, 3, 57, 125]",[],0,0,0,0,0,0,0,0
3,C,1,0.0,baseline,19,0,1,19,2499,2499,0,54.407850140705705,54.407850140705705,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[62, 33, 46, 60, 108, 54, 38, 49, 22, 28]",[],0,0,0,0,0,0,0,0
3,C,1,0.0,nsgrand,19,0,1,19,0,0,0,1.3847388327121735,1.3847388327121735,0.0,0,0,-1,5,0.0006612135912291706,0.999833345413208,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
3,C,1,0.0,strong_symbolic,19,0,1,19,3999,3999,0,190.28310594148934,190.28310594148934,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[62, 33, 46, 60, 108, 54, 38, 49, 22, 28]",[],0,0,0,0,0,0,0,0
4,C,1,0.0,baseline,14,0,1,14,2499,2499,0,54.482600186020136,54.482600186020136,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[33, 86, 42, 90, 80, 100, 65, 70, 91, 59]",[],0,0,0,0,0,0,0,0
4,C,1,0.0,nsgrand,14,0,1,14,0,0,0,1.5686468686908484,1.5686468686908484,0.0,0,0,-1,5,0.000990564120002091,0.9997369647026062,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
4,C,1,0.0,strong_symbolic,14,0,1,14,3999,3999,0,188.86139686219394,188.86139686219394,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[33, 86, 42, 90, 80, 100, 65, 70, 91, 59]",[],0,0,0,0,0,0,0,0
5,C,1,0.0,baseline,10,0,1,10,2499,2499,0,54.75988704711199,54.75988704711199,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[111, 105, 27, 112, 125, 89, 35, 5, 75, 79]",[],0,0,0,0,0,0,0,0
5,C,1,0.0,nsgrand,10,0,1,10,0,0,0,1.402728958055377,1.402728958055377,0.0,0,0,-1,5,0.0009179984917864203,0.9996882677078247,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
5,C,1,0.0,strong_symbolic,10,0,1,10,3999,3999,0,190.09977695532143,190.09977695532143,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[111, 105, 27, 112, 125, 89, 35, 5, 75, 79]",[],0,0,0,0,0,0,0,0
6,C,1,0.0,baseline,9,0,1,9,2499,2499,0,54.62476797401905,54.62476797401905,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[21, 79, 81, 122, 20, 103, 112, 28, 78, 96]",[],0,0,0,0,0,0,0,0
6,C,1,0.0,nsgrand,9,0,1,9,0,0,0,1.3955889735370874,1.3955889735370874,0.0,0,0,-1,5,0.0032318131998181343,0.9985484480857849,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
6,C,1,0.0,strong_symbolic,9,0,1,9,3999,3999,0,187.52078711986542,187.52078711986542,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[21, 79, 81, 122, 20, 103, 112, 28, 78, 96]",[],0,0,0,0,0,0,0,0
7,C,1,0.0,baseline,11,0,1,11,2499,2499,0,54.52329898253083,54.52329898253083,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[10, 35, 88, 123, 118, 102, 2, 117, 83, 103]",[],0,0,0,0,0,0,0,0
7,C,1,0.0,nsgrand,11,0,1,11,0,0,0,1.507757930085063,1.507757930085063,0.0,0,0,-1,5,0.00216693920083344,0.9992338418960571,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
7,C,1,0.0,strong_symbolic,11,0,1,11,3999,3999,0,189.5738411694765,189.5738411694765,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[10, 35, 88, 123, 118, 102, 2, 117, 83, 103]",[],0,0,0,0,0,0,0,0
8,C,1,0.0,baseline,17,0,1,17,2499,2499,0,54.763877065852284,54.763877065852284,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[123, 20, 1, 17, 126, 4, 9, 36, 0, 10]",[],0,0,0,0,0,0,0,0
8,C,1,0.0,nsgrand,17,0,1,17,0,0,0,1.436007907614112,1.436007907614112,0.0,0,0,-1,5,0.0006330098840408027,0.9998329877853394,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
8,C,1,0.0,strong_symbolic,17,0,1,17,3999,3999,0,190.11898688040674,190.11898688040674,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[123, 20, 1, 17, 126, 4, 9, 36, 0, 10]",[],0,0,0,0,0,0,0,0
9,C,1,0.0,baseline,23,0,1,23,2499,2499,0,54.997274884954095,54.997274884954095,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[62, 58, 31, 37, 29, 1, 35, 40, 39, 30]",[],0,0,0,0,0,0,0,0
9,C,1,0.0,nsgrand,23,0,1,23,0,0,0,1.413669204339385,1.413669204339385,0.0,0,0,-1,5,0.0003539425088092685,0.9998972415924072,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
9,C,1,0.0,strong_symbolic,23,0,1,23,3999,3999,0,189.75808005779982,189.75808005779982,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[62, 58, 31, 37, 29, 1, 35, 40, 39, 30]",[],0,0,0,0,0,0,0,0
10,C,1,0.0,baseline,13,0,1,13,2499,2499,0,55.67297013476491,55.67297013476491,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[7, 89, 72, 6, 33, 73, 78, 15, 127, 81]",[],0,0,0,0,0,0,0,0
10,C,1,0.0,nsgrand,13,0,1,13,0,0,0,1.5866078902035952,1.5866078902035952,0.0,0,0,-1,5,0.0006502981996163726,0.99983811378479,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
10,C,1,0.0,strong_symbolic,13,0,1,13,3999,3999,0,191.72662403434515,191.72662403434515,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[7, 89, 72, 6, 33, 73, 78, 15, 127, 81]",[],0,0,0,0,0,0,0,0
11,C,1,0.0,baseline,12,0,1,12,2499,2499,0,55.09947403334081,55.09947403334081,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[71, 28, 44, 64, 45, 118, 106, 80, 38, 74]",[],0,0,0,0,0,0,0,0
11,C,1,0.0,nsgrand,12,0,1,12,0,0,0,1.4160191640257835,1.4160191640257835,0.0,0,0,-1,5,0.001646116143092513,0.9994300007820129,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
11,C,1,0.0,strong_symbolic,12,0,1,12,3999,3999,0,187.9420739132911,187.9420739132911,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[71, 28, 44, 64, 45, 118, 106, 80, 38, 74]",[],0,0,0,0,0,0,0,0
12,C,1,0.0,baseline,14,0,1,14,2499,2499,0,54.36655995436013,54.36655995436013,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[102, 67, 63, 71, 80, 46, 59, 25, 57, 103]",[],0,0,0,0,0,0,0,0
12,C,1,0.0,nsgrand,14,0,1,14,0,0,0,1.495968084782362,1.495968084782362,0.0,0,0,-1,5,0.0006591062410734594,0.9998747110366821,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
12,C,1,0.0,strong_symbolic,14,0,1,14,3999,3999,0,186.94565212354064,186.94565212354064,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[102, 67, 63, 71, 80, 46, 59, 25, 57, 103]",[],0,0,0,0,0,0,0,0
13,C,1,0.0,baseline,12,0,1,12,2499,2499,0,54.52345893718302,54.52345893718302,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[97, 15, 106, 41, 16, 111, 65, 93, 80, 43]",[],0,0,0,0,0,0,0,0
13,C,1,0.0,nsgrand,12,0,1,12,0,0,0,1.5966068021953106,1.5966068021953106,0.0,0,0,-1,5,0.0016707463655620813,0.9993979930877686,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
13,C,1,0.0,strong_symbolic,12,0,1,12,3999,3999,0,187.30561900883913,187.30561900883913,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[97, 15, 106, 41, 16, 111, 65, 93, 80, 43]",[],0,0,0,0,0,0,0,0
14,C,1,0.0,baseline,12,0,1,12,2499,2499,0,55.51745090633631,55.51745090633631,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4]",[],"[84, 66, 20, 44, 35, 69, 25, 95, 53, 22]",[],0,0,0,0,0,0,0,0
14,C,1,0.0,nsgrand,12,0,1,12,0,0,0,1.5139479655772448,1.5139479655772448,0.0,0,0,-1,5,0.003867711639031768,0.9988803267478943,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
14,C,1,0.0,strong_symbolic,12,0,1,12,3999,3999,0,189.37378306873143,189.37378306873143,0.0,0,24,0,-1,,,baseline_fail,baseline_exhausted,none,none,"[0, 1, 2, 3, 4, 5]",[],"[84, 66, 20, 44, 35, 69, 25, 95, 53, 22]",[],0,0,0,0,0,0,0,0
