gate_reason,stage,count,bler,avg_queries,avg_elapsed_ms,fallback_rate
presearch_skip_hopeless,skip_hopeless,1193,1.0,0.0,2.5056757029748624,0.0
ai_success,ai,7,0.2857142857142857,359.14285714285717,78.28891277313232,0.0
