decoder,true_error_weight,block_error_rate,avg_queries,avg_elapsed_ms
baseline,0,0.0,0.0,0.017434061986335198
baseline,1,0.014332965821389196,39.18412348401323,37.07824919003528
baseline,2,0.055762081784386616,189.30631970260222,37.78502348826447
baseline,3,0.15982532751091702,651.7572052401747,42.8364236662205
baseline,4,0.4796926454445664,1680.2502744237102,53.67214635191393
baseline,5,1.0,2497.5591882750846,61.93885748477925
baseline,6,1.0,2495.8233034571062,61.98730910069157
baseline,7,1.0,2499.0,61.152653178593475
baseline,8,1.0,2499.0,60.28643700411423
baseline,9,1.0,2499.0,59.801383686009714
baseline,10,1.0,2499.0,59.79199810831233
baseline,11,1.0,2499.0,59.210448870726395
baseline,12,1.0,2499.0,59.5369880831562
baseline,13,1.0,2499.0,58.81165791512626
baseline,14,1.0,2499.0,59.09905451125504
baseline,15,1.0,2499.0,58.55038003744884
baseline,16,1.0,2499.0,58.56337649098688
baseline,17,1.0,2499.0,58.41617265448499
baseline,18,1.0,2499.0,58.8712335408396
baseline,19,1.0,2499.0,58.35815081998643
baseline,20,1.0,2499.0,59.082019445753374
baseline,21,1.0,2499.0,58.56587673770264
baseline,22,1.0,2499.0,59.2379972719265
baseline,23,1.0,2499.0,59.1751786269325
baseline,24,1.0,2499.0,58.755807478047075
baseline,25,1.0,2499.0,59.1597265338523
baseline,26,1.0,2499.0,59.02936693196463
baseline,27,1.0,2499.0,59.27904473677234
baseline,28,1.0,2499.0,59.59850673913452
baseline,29,1.0,2499.0,59.764695802362425
baseline,30,1.0,2499.0,60.676872895330824
baseline,31,1.0,2499.0,61.316929819960414
baseline,32,1.0,2499.0,59.73792475041201
baseline,33,1.0,2499.0,59.5708070357111
baseline,34,1.0,2499.0,60.608685046645405
baseline,35,1.0,2499.0,59.651774461739336
baseline,36,1.0,2499.0,60.25744607689342
baseline,37,1.0,2499.0,61.574328667484224
baseline,38,1.0,2499.0,63.6670067506202
baseline,39,1.0,2499.0,59.04803079611156
baseline,40,1.0,2499.0,63.013750501947165
baseline,41,1.0,2499.0,55.04562001442537
baseline,42,1.0,2499.0,57.95130049227737
nsgrand,0,0.0,0.0,0.010770784923463835
nsgrand,1,0.0011025358324145535,1.0904079382579934,2.4487082124482367
nsgrand,2,0.017843866171003718,39.177695167286245,8.10399012630165
nsgrand,3,0.04017467248908297,147.23842794759824,21.374753088635437
nsgrand,4,0.09549945115257959,387.1437980241493,58.267520317839995
nsgrand,5,0.6922209695603156,3016.358511837655,189.02431541507573
nsgrand,6,1.0,4065.485275288092,219.25046135031675
nsgrand,7,1.0,4001.618556701031,212.17549993578115
nsgrand,8,1.0,4000.6713091922006,210.0482989995741
nsgrand,9,1.0,3999.0,208.26948069209456
nsgrand,10,1.0,3999.0,207.13539551034046
nsgrand,11,1.0,3999.0,206.40168724626164
nsgrand,12,1.0,3999.0,205.18924493896492
nsgrand,13,1.0,3999.0,205.4974648250109
nsgrand,14,1.0,3999.0,204.29635798538806
nsgrand,15,1.0,3999.0,203.53295883284193
nsgrand,16,1.0,3999.0,204.56107370241182
nsgrand,17,1.0,3999.0,203.84886797680835
nsgrand,18,1.0,3999.0,202.6300538057725
nsgrand,19,1.0,3999.0,202.89983781146938
nsgrand,20,1.0,3999.0,204.1216393264113
nsgrand,21,1.0,3999.0,204.17577759498684
nsgrand,22,1.0,3999.0,205.227802907741
nsgrand,23,1.0,3999.0,204.91558754227626
nsgrand,24,1.0,3999.0,203.6447051127991
nsgrand,25,1.0,3999.0,204.32250206184935
nsgrand,26,1.0,3999.0,204.09806099038488
nsgrand,27,1.0,3999.0,204.73380410168843
nsgrand,28,1.0,3999.0,206.61791752557772
nsgrand,29,1.0,3999.0,206.81062883905773
nsgrand,30,1.0,3999.0,208.09656649223706
nsgrand,31,1.0,3999.0,206.0215529771605
nsgrand,32,1.0,3999.0,205.8956390966549
nsgrand,33,1.0,3999.0,204.92208599804573
nsgrand,34,1.0,3999.0,206.70673881249968
nsgrand,35,1.0,3999.0,204.2020328480225
nsgrand,36,1.0,3999.0,205.21664026051036
nsgrand,37,1.0,3999.0,208.41071179796322
nsgrand,38,1.0,3999.0,213.38145000481745
nsgrand,39,1.0,3999.0,200.88182650215458
nsgrand,40,1.0,3999.0,211.8475431634579
nsgrand,41,1.0,3999.0,192.77905698982067
nsgrand,42,1.0,3999.0,198.48338648444044
