stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
ai,1,15,0.0,1.0,1.8398320768028498
ai,2,47,0.0,4.276595744680851,2.421744053866318
ai,3,98,0.09183673469387756,28.3265306122449,17.65566431128477
ai,4,101,0.07920792079207921,52.54455445544554,56.9678191072538
ai,5,80,0.0875,103.1875,74.20296097989194
ai,6,1,1.0,98.0,87.67007500864565
fallback,1,1,0.0,155.0,33.11848687008023
fallback,3,7,0.0,1551.857142857143,60.451146747384755
fallback,4,4,0.0,3071.0,122.7592954528518
fallback_fail,1,1,1.0,2652.0,53.83703694678843
fallback_fail,2,2,1.0,2652.0,53.56024601496756
fallback_fail,3,3,1.0,3750.0,93.22386762748162
fallback_fail,4,8,1.0,4391.25,109.93366572074592
fallback_fail,5,3,1.0,4099.0,96.4355159085244
fallback_fail,6,14,1.0,4899.0,143.02515870492374
fallback_fail,7,4,1.0,4899.0,142.28482625912875
fallback_fail,8,2,1.0,4899.0,133.91867757309228
hard_decision,0,5,0.0,0.0,0.010001985356211662
skip_hopeless,4,10,1.0,0.0,1.4146172674372792
skip_hopeless,5,68,1.0,0.0,1.405358619248385
skip_hopeless,6,112,1.0,0.0,1.3812723149645276
skip_hopeless,7,126,1.0,0.0,1.3670464330870244
skip_hopeless,8,97,1.0,0.0,1.3716557452013505
skip_hopeless,9,81,1.0,0.0,15.179969312876095
skip_hopeless,10,72,1.0,0.0,1.4070091710891575
skip_hopeless,11,61,1.0,0.0,1.3737511118782348
skip_hopeless,12,41,1.0,0.0,1.367411956690797
skip_hopeless,13,32,1.0,0.0,1.4151867653708905
skip_hopeless,14,30,1.0,0.0,1.400367923391362
skip_hopeless,15,14,1.0,0.0,1.4032721685777818
skip_hopeless,16,15,1.0,0.0,1.3547554146498442
skip_hopeless,17,13,1.0,0.0,1.3216623964791114
skip_hopeless,18,8,1.0,0.0,1.4098685060162097
skip_hopeless,19,10,1.0,0.0,1.4178186655044556
skip_hopeless,20,6,1.0,0.0,1.4531012857332826
skip_hopeless,21,2,1.0,0.0,1.4540324918925762
skip_hopeless,22,3,1.0,0.0,1.449325354769826
skip_hopeless,23,2,1.0,0.0,1.5064431354403496
skip_hopeless,25,1,1.0,0.0,1.5491480007767677
