sample_id,profile,profile_id,snr_db,decoder,true_error_weight,decoder_success,block_error,bit_errors,queries,primary_queries,fallback_queries,elapsed_ms,primary_elapsed_ms,fallback_elapsed_ms,fallback_used,candidate_pool_size,oracle_pool_hit,predicted_weight_top,confidence_prob,predicted_overflow_prob,stage,gate_reason,search_mode,policy_action,allowed_weights_json,top_segment_ids_json,pool_positions_top10_json,predicted_weight_distribution_json,primary_budget,primary_max_weight,fallback_budget,fallback_pool_size,fallback_max_weight,ai_success,fallback_success,presearch_gate
0,C,1,4.0,nsgrand,5,1,0,0,195,195,0,1278.188775992021,1.62636605091393,0.0,0,22,1,5,0.9089938402175904,0.6447903513908386,ai,ai_success,expanded_overflow,expanded_ai_search,"[4, 5]","[0, 1, 2, 3]","[53, 35, 1, 64, 11, 114, 21, 91, 65, 111]","[0.001413195044733584, 1.163731940323487e-05, 0.0001348881341982633, 0.00993342511355877, 0.3437165319919586, 0.6447903513908386]",2400,5,0,0,0,1,0,0
0,A,0,6.0,nsgrand,2,1,0,0,1,1,0,1202.2183111403135,0.0401698052883148,0.0,0,18,1,2,0.9866608381271362,1.2832852007704787e-06,ai,ai_success,standard,ai_search,[2],"[0, 1, 2]","[101, 77, 79, 85, 86, 91, 118, 105, 88, 90]","[1.5078790056577418e-06, 7.380195893347263e-05, 0.9952425956726074, 0.00465544406324625, 2.5334635211038403e-05, 1.2832852007704787e-06]",1200,4,0,0,0,1,0,0
1,C,1,6.0,nsgrand,2,1,0,0,1,1,0,1202.17557111755,0.0392100773751735,0.0,0,18,1,2,0.9958511590957642,2.3002937723504147e-06,ai,ai_success,standard,ai_search,[2],"[0, 1, 2]","[124, 112, 127, 125, 114, 109, 89, 107, 108, 117]","[2.202354335167911e-05, 0.00017062961705960333, 0.9852249026298523, 0.014493999071419239, 8.607940253568813e-05, 2.3002937723504147e-06]",1200,4,0,0,0,1,0,0
0,C,1,2.0,nsgrand,2,1,0,0,8,8,0,1181.6156029235572,0.1074690371751785,0.0,0,18,1,2,0.6957234740257263,0.0003061657189391,ai,ai_success,standard,ai_search,[2],"[0, 1, 2]","[46, 77, 10, 84, 64, 68, 66, 72, 89, 125]","[3.974194260081276e-05, 0.004061407409608364, 0.987972617149353, 0.007146356627345085, 0.000473573716590181, 0.00030616571893915534]",1200,4,0,0,0,1,0,0
0,A,0,0.0,nsgrand,10,0,1,10,0,0,0,1117.697437060997,1117.697437060997,0.0,0,0,-1,5,0.0008204170735552,0.999955415725708,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
0,A,0,2.0,nsgrand,9,0,1,9,0,0,0,1117.47063905932,1117.47063905932,0.0,0,0,-1,5,0.0011522377608343,0.999948263168335,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
0,E,2,-4.0,nsgrand,25,0,1,25,0,0,0,1116.9874628540128,1116.9874628540128,0.0,0,0,-1,5,3.2304582418873906e-05,0.99993896484375,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
0,A,0,-2.0,nsgrand,19,0,1,19,0,0,0,1116.7056551203132,1116.7056551203132,0.0,0,0,-1,5,4.3262811232125387e-05,0.9999772310256958,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
0,C,1,-4.0,nsgrand,22,0,1,22,0,0,0,1116.5627459995449,1116.5627459995449,0.0,0,0,-1,5,2.615525045257528e-05,0.9999369382858276,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
0,C,1,-2.0,nsgrand,16,0,1,16,0,0,0,1116.4891270454973,1116.4891270454973,0.0,0,0,-1,5,0.0001007554019452,0.9999747276306152,skip_hopeless,presearch_skip_hopeless,skip_hopeless,presearch_skip_hopeless,[],[],[],[],0,0,0,0,0,0,0,1
