profile,profile_id,snr_db,decoder,num_samples,bler,ber,avg_queries,avg_primary_queries,avg_fallback_queries,median_queries,p95_queries,p99_queries,avg_elapsed_ms,avg_primary_elapsed_ms,avg_fallback_elapsed_ms,p95_elapsed_ms,p99_elapsed_ms,fallback_rate,oracle_pool_hit_rate,avg_confidence_prob,avg_predicted_overflow_prob
E,2,-2.0,nsgrand,1200,1.0,0.13611979166666666,0.0,0.0,0.0,0.0,0.0,0.0,2.3340305579282963,2.3340305579282963,0.0,1.5435801702551544,1.6768876649439335,0.0,,9.148368012877957e-05,0.9999658361574014
E,2,-2.0,strong_symbolic,1200,1.0,0.13611979166666666,3999.0,3999.0,0.0,3999.0,3999.0,3999.0,177.34969034131305,177.34969034131305,0.0,184.48107066797093,186.8701883079484,0.0,0.0008333333333333334,,
E,2,0.0,baseline,1200,0.995,0.08365234375,2488.2425,2488.2425,0.0,2499.0,2499.0,2499.0,49.93945961818099,49.93945961818099,0.0,50.15501796733588,50.67193487426266,0.0,0.06333333333333334,,
E,2,0.0,nsgrand,1200,0.9875,0.08339192708333333,7.443333333333333,4.95,2.493333333333333,0.0,0.0,7.029999999999973,3.421157261085076,2.148092457985816,0.06878577910053234,1.3921354897320268,80.25100104510784,0.0016666666666666668,0.8846153846153846,0.00897326025407589,0.987871105968079
E,2,0.0,strong_symbolic,1200,0.9941666666666666,0.08362630208333334,3979.1441666666665,3979.1441666666665,0.0,3999.0,3999.0,3999.0,165.63413320613714,165.63413320613714,0.0,169.15433250833303,173.82559738587588,0.0,0.06333333333333334,,
E,2,2.0,baseline,1200,0.7658333333333334,0.03734375,2043.5633333333333,2043.5633333333333,0.0,2499.0,2499.0,2499.0,46.010695131068736,46.010695131068736,0.0,49.79357549455017,50.109844990074635,0.0,0.5366666666666666,,
E,2,2.0,nsgrand,1200,0.5616666666666666,0.030319010416666667,189.715,103.17083333333333,86.54416666666667,0.0,549.6999999999994,4899.0,22.737783152066793,2.267847849482981,1.9940807468568285,82.1868542465381,132.44789065560326,0.04416666666666667,0.9815436241610739,0.31533562750014726,0.6715906294923975
E,2,2.0,strong_symbolic,1200,0.7275,0.03598958333333333,3140.6666666666665,3140.6666666666665,0.0,3999.0,3999.0,3999.0,154.7799977605852,154.7799977605852,0.0,163.26417532982305,164.33830871013924,0.0,0.5366666666666666,,
E,2,4.0,baseline,1200,0.13333333333333333,0.004934895833333334,430.15416666666664,430.15416666666664,0.0,14.0,2499.0,2499.0,29.14057143498212,29.14057143498212,0.0,49.575672671198845,50.70867305388674,0.0,0.95,,
E,2,4.0,nsgrand,1200,0.06166666666666667,0.0025846354166666665,139.48833333333334,62.18666666666667,77.30166666666666,1.0,70.34999999999968,4899.0,10.918406905257143,0.5379850060368577,1.9947349726377677,81.15054401569068,133.0027485289611,0.04666666666666667,0.9960356788899901,0.910224279788478,0.08907112261337569
E,2,4.0,strong_symbolic,1200,0.095,0.0034700520833333332,546.71,546.71,0.0,14.0,3999.0,3999.0,121.26909807421423,121.26909807421423,0.0,163.64365118788555,178.78613851731643,0.0,0.95,,
E,2,6.0,baseline,1200,0.009166666666666667,0.00037760416666666666,27.99,27.99,0.0,0.0,17.049999999999955,596.329999999997,12.187116533750668,12.187116533750668,0.0,30.253666022326797,34.93842104682697,0.0,0.9958333333333333,,
E,2,6.0,nsgrand,1200,0.005833333333333334,0.0002799479166666667,8.3325,5.214166666666666,3.118333333333333,0.0,1.0,4.0,1.0474416349704068,0.05490774618616948,0.17385648660516986,1.533246028702706,9.745176546275616,0.005,1.0,0.993291780842701,0.006297712357211935
E,2,6.0,strong_symbolic,1200,0.006666666666666667,0.0002799479166666667,34.56166666666667,34.56166666666667,0.0,0.0,17.0,498.6299999999994,53.07213444068717,53.07213444068717,0.0,133.25208610622212,141.87667958904058,0.0,0.9958333333333333,,
