profile,profile_id,snr_db,decoder,num_samples,bler,ber,avg_queries,avg_primary_queries,avg_fallback_queries,median_queries,p95_queries,p99_queries,avg_elapsed_ms,avg_primary_elapsed_ms,avg_fallback_elapsed_ms,p95_elapsed_ms,p99_elapsed_ms,fallback_rate,oracle_pool_hit_rate,avg_confidence_prob,avg_predicted_overflow_prob
A,0,-4.0,baseline,1200,1.0,0.19999348958333332,2499.0,2499.0,0.0,2499.0,2499.0,2499.0,50.306978358033426,50.306978358033426,0.0,51.350137940607965,54.25191714428365,0.0,0.0,,
A,0,-4.0,nsgrand,1200,1.0,0.19999348958333332,0.0,0.0,0.0,0.0,0.0,0.0,2.1363666729303077,2.1363666729303077,0.0,1.5415366156958044,1.9602931546978646,0.0,,3.400990781301516e-05,0.9999361429611842
A,0,-4.0,strong_symbolic,1200,1.0,0.19999348958333332,3999.0,3999.0,0.0,3999.0,3999.0,3999.0,170.09182142248997,170.09182142248997,0.0,183.72341686626896,185.71577834896743,0.0,0.0,,
A,0,-2.0,baseline,1200,1.0,0.14602213541666667,2499.0,2499.0,0.0,2499.0,2499.0,2499.0,50.037915445088096,50.037915445088096,0.0,50.185003608930856,50.90408928692341,0.0,0.0,,
A,0,-2.0,nsgrand,1200,1.0,0.14602213541666667,0.0,0.0,0.0,0.0,0.0,0.0,2.123724185706427,2.123724185706427,0.0,1.3566479203291237,1.56705490546301,0.0,,8.168087359687585e-05,0.9999652851124604
A,0,-2.0,strong_symbolic,1200,1.0,0.14602213541666667,3999.0,3999.0,0.0,3999.0,3999.0,3999.0,165.40063664297728,165.40063664297728,0.0,168.88938726624474,171.03676836704835,0.0,0.0,,
A,0,0.0,baseline,1200,0.9958333333333333,0.09741536458333333,2490.15,2490.15,0.0,2499.0,2499.0,2499.0,50.707583534919344,50.707583534919344,0.0,51.557887776289135,51.8484623124823,0.0,0.028333333333333332,,
A,0,0.0,nsgrand,1200,0.99,0.09716145833333334,11.438333333333333,6.9575,4.480833333333333,0.0,0.0,2.0299999999999727,3.4567063755821437,2.3456105176592246,0.1371951166462774,1.5574420220218599,70.45824353117484,0.0033333333333333335,0.8888888888888888,0.006755700168923795,0.9922257917680448
A,0,0.0,strong_symbolic,1200,0.995,0.09738932291666667,3983.5558333333333,3983.5558333333333,0.0,3999.0,3999.0,3999.0,176.31937153850836,176.31937153850836,0.0,184.03894919902086,186.0047284490429,0.0,0.028333333333333332,,
A,0,2.0,baseline,1200,0.8633333333333333,0.05506510416666666,2221.5075,2221.5075,0.0,2499.0,2499.0,2499.0,48.55626832228154,48.55626832228154,0.0,51.91357108997181,52.53862688085064,0.0,0.3908333333333333,,
A,0,2.0,nsgrand,1200,0.7216666666666667,0.05035807291666667,170.4725,88.38416666666667,82.08833333333334,0.0,328.199999999998,4899.0,17.73027067829389,2.581431586877443,1.889220189768821,89.47085799882188,139.56912689842284,0.04083333333333333,0.9820971867007673,0.2049391907708074,0.7834036637694226
A,0,2.0,strong_symbolic,1200,0.8366666666666667,0.05415364583333333,3481.1466666666665,3481.1466666666665,0.0,3999.0,3999.0,3999.0,173.29096312692855,173.29096312692855,0.0,185.3802434168756,189.03957994421944,0.0,0.3908333333333333,,
A,0,4.0,baseline,1200,0.36916666666666664,0.021243489583333334,1035.0033333333333,1035.0033333333333,0.0,189.5,2499.0,2499.0,37.24248255700028,37.24248255700028,0.0,51.458204083610326,52.52257161773741,0.0,0.77,,
A,0,4.0,nsgrand,1200,0.2675,0.017890625,145.735,67.63416666666667,78.10083333333333,1.0,92.79999999999836,4899.0,13.991759009077214,1.808192908259419,1.8564773861241217,86.97401250246912,138.25741404900327,0.04083333333333333,0.9905325443786982,0.6933857072807466,0.3116666506637379
A,0,4.0,strong_symbolic,1200,0.3333333333333333,0.019934895833333334,1530.0125,1530.0125,0.0,185.0,3999.0,3999.0,147.59754918923136,147.59754918923136,0.0,183.12340315897018,186.57526190625504,0.0,0.77,,
A,0,6.0,baseline,1200,0.14416666666666667,0.008502604166666667,398.3675,398.3675,0.0,2.0,2499.0,2499.0,22.41425818744271,22.41425818744271,0.0,50.3878295305185,52.56377235753462,0.0,0.9425,,
A,0,6.0,nsgrand,1200,0.11416666666666667,0.007454427083333334,48.47,21.855833333333333,26.614166666666666,1.0,1.0,2115.6599999999876,6.236455289375347,0.30288133188150823,0.6893885089084506,33.78235038835555,87.71134779788554,0.015833333333333335,1.0,0.8775744960016648,0.1340538971473901
A,0,6.0,strong_symbolic,1200,0.1325,0.008059895833333334,589.1825,589.1825,0.0,2.0,3999.0,3999.0,90.92426089647536,90.92426089647536,0.0,165.92865962302312,185.84836372407153,0.0,0.9425,,
C,1,-4.0,baseline,1200,1.0,0.19735677083333333,2499.0,2499.0,0.0,2499.0,2499.0,2499.0,49.91148983477615,49.91148983477615,0.0,50.87830115808174,51.32625689031556,0.0,0.0,,
C,1,-4.0,nsgrand,1200,1.0,0.19735677083333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0299755005786815,2.0299755005786815,0.0,1.385495939757675,1.529401980806142,0.0,,3.415634576564722e-05,0.9999362143377463
C,1,-4.0,strong_symbolic,1200,1.0,0.19735677083333333,3999.0,3999.0,0.0,3999.0,3999.0,3999.0,165.89801227867915,165.89801227867915,0.0,179.06236331909895,181.09275858383626,0.0,0.0,,
C,1,-2.0,baseline,1200,1.0,0.14487630208333332,2499.0,2499.0,0.0,2499.0,2499.0,2499.0,50.76448710712915,50.76448710712915,0.0,51.53461709851399,51.97743196040392,0.0,0.0,,
C,1,-2.0,nsgrand,1200,1.0,0.14487630208333332,0.0,0.0,0.0,0.0,0.0,0.0,2.2366562097643814,2.2366562097643814,0.0,1.5406390419229865,1.583346757106483,0.0,,8.549997415381464e-05,0.9999607696632544
C,1,-2.0,strong_symbolic,1200,1.0,0.14487630208333332,3999.0,3999.0,0.0,3999.0,3999.0,3999.0,170.54149251198396,170.54149251198396,0.0,178.62423774786294,180.489890743047,0.0,0.0,,
C,1,0.0,baseline,1200,1.0,0.09438151041666666,2499.0,2499.0,0.0,2499.0,2499.0,2499.0,50.590408699548185,50.590408699548185,0.0,50.667891022749245,51.10508310375735,0.0,0.03,,
C,1,0.0,nsgrand,1200,0.9916666666666667,0.09413411458333333,0.5783333333333334,0.5783333333333334,0.0,0.0,0.0,1.0,3.020160278150191,2.3075193075540787,0.0,1.5451889135874808,10.490028890781103,0.0,0.9230769230769231,0.004626312220862019,0.9941733496449888
C,1,0.0,strong_symbolic,1200,0.9983333333333333,0.09432942708333333,3997.9191666666666,3997.9191666666666,0.0,3999.0,3999.0,3999.0,168.765764941733,168.765764941733,0.0,170.68600966595113,175.15207347925752,0.0,0.03,,
C,1,2.0,baseline,1200,0.8416666666666667,0.05053385416666667,2182.9983333333334,2182.9983333333334,0.0,2499.0,2499.0,2499.0,48.355032145433746,48.355032145433746,0.0,51.869664050173014,52.378570633009076,0.0,0.415,,
C,1,2.0,nsgrand,1200,0.72,0.0462109375,222.32,112.82833333333333,109.49166666666666,0.0,1303.4999999999977,4899.0,20.090725428114336,1.8054830511876692,2.475514534356383,90.76037293998525,152.98657161882147,0.0525,0.9592326139088729,0.22950630786794743,0.7800336771182683
C,1,2.0,strong_symbolic,1200,0.8191666666666667,0.049720052083333334,3406.0616666666665,3406.0616666666665,0.0,3999.0,3999.0,3999.0,173.06476059874208,173.06476059874208,0.0,185.0257418351248,187.58733441121876,0.0,0.415,,
C,1,4.0,baseline,1200,0.32166666666666666,0.017565104166666668,906.9833333333333,906.9833333333333,0.0,104.0,2499.0,2499.0,35.3820332698524,35.3820332698524,0.0,51.03178947465494,51.632800083607435,0.0,0.8341666666666666,,
C,1,4.0,nsgrand,1200,0.2225,0.014192708333333333,147.16833333333332,70.5975,76.57083333333334,1.0,109.34999999999786,4899.0,15.443112269082727,0.8273555988368267,1.9928534478337194,85.25995853124186,137.06896948395297,0.04583333333333333,0.9988649262202043,0.7346893266246237,0.27836865284812395
C,1,4.0,strong_symbolic,1200,0.29,0.01640625,1334.5875,1334.5875,0.0,102.5,3999.0,3999.0,139.25325895853652,139.25325895853652,0.0,179.82547552092,182.46150837512687,0.0,0.8341666666666666,,
C,1,6.0,baseline,1200,0.115,0.006666666666666667,325.4475,325.4475,0.0,1.0,2499.0,2499.0,20.915985652439606,20.915985652439606,0.0,51.01257592905313,51.651513075921685,0.0,0.9558333333333333,,
C,1,6.0,nsgrand,1200,0.085,0.005670572916666667,48.50083333333333,24.449166666666667,24.051666666666666,1.0,2.0,1150.2999999999797,6.265033733798191,0.3180450086559479,0.6450160169818749,10.599033487960694,90.15724910423158,0.015,0.99836867862969,0.9040586596840149,0.10658596821144779
C,1,6.0,strong_symbolic,1200,0.105,0.0062890625,476.93583333333333,476.93583333333333,0.0,1.0,3999.0,3999.0,90.91245917060102,90.91245917060102,0.0,181.16938750026748,184.73491340409964,0.0,0.9558333333333333,,
E,2,-4.0,baseline,1200,1.0,0.18989583333333335,2499.0,2499.0,0.0,2499.0,2499.0,2499.0,50.144066730863415,50.144066730863415,0.0,50.16638357192278,50.92451265780255,0.0,0.0,,
E,2,-4.0,nsgrand,1200,1.0,0.18989583333333335,0.0,0.0,0.0,0.0,0.0,0.0,2.364189163975728,2.364189163975728,0.0,1.5313135692849755,1.7627981374971569,0.0,,3.484239840721178e-05,0.9999372033774853
E,2,-4.0,strong_symbolic,1200,1.0,0.18989583333333335,3999.0,3999.0,0.0,3999.0,3999.0,3999.0,166.86469314270653,166.86469314270653,0.0,168.64169362233952,171.7595983785577,0.0,0.0,,
E,2,-2.0,baseline,1200,1.0,0.13611979166666666,2499.0,2499.0,0.0,2499.0,2499.0,2499.0,50.963445375285424,50.963445375285424,0.0,51.66736769024283,52.07007130375132,0.0,0.0008333333333333334,,
