stage,true_error_weight,count,bler,avg_queries,avg_elapsed_ms
ai,1,220,0.0,1.0045454545454546,2.09443807517263
ai,2,218,0.0045871559633027525,1.1743119266055047,2.658857064697584
ai,3,194,0.005154639175257732,2.634020618556701,6.823976848216862
ai,4,132,0.007575757575757576,20.636363636363637,32.04950752181255
ai,5,61,0.0,23.59016393442623,85.3989199452774
ai,7,1,1.0,70.0,85.58186306618154
fallback,2,4,0.0,279.25,34.44752999348566
fallback,3,12,0.08333333333333333,510.75,38.87552445909629
fallback,4,3,0.0,1867.3333333333333,50.51469701963166
fallback_fail,2,2,1.0,3699.0,72.24586850497872
fallback_fail,3,2,1.0,2661.0,55.909330025315285
fallback_fail,4,1,1.0,3468.0,63.82239586673677
fallback_fail,5,8,1.0,3699.0,225.1901220297441
fallback_fail,6,3,1.0,3699.0,74.88857962501545
hard_decision,0,119,0.0,0.0,0.009647220326196245
skip_after_ai_fail,3,1,1.0,2400.0,111.3085609395057
skip_after_ai_fail,6,17,1.0,2400.0,99.0384638254695
skip_after_ai_fail,7,6,1.0,2400.0,97.54815569613129
skip_hopeless,5,6,1.0,0.0,1.6524654735500615
skip_hopeless,6,27,1.0,0.0,1.5746066432998136
skip_hopeless,7,25,1.0,0.0,1.658802516758442
skip_hopeless,8,38,1.0,0.0,1.6782507484190559
skip_hopeless,9,23,1.0,0.0,1.6255079991305652
skip_hopeless,10,20,1.0,0.0,1.6811179462820292
skip_hopeless,11,9,1.0,0.0,1.5982784227364593
skip_hopeless,12,14,1.0,0.0,1.5737797033839993
skip_hopeless,13,6,1.0,0.0,1.7683874660482009
skip_hopeless,14,8,1.0,0.0,1.709928794298321
skip_hopeless,15,5,1.0,0.0,1.676084753125906
skip_hopeless,16,1,1.0,0.0,1.7262059263885021
skip_hopeless,17,3,1.0,0.0,1.6494400333613157
skip_hopeless,18,6,1.0,0.0,1.602634050262471
skip_hopeless,20,1,1.0,0.0,1.2603399809449911
skip_hopeless,21,1,1.0,0.0,1.7124058213084936
skip_hopeless,23,1,1.0,0.0,1.8112559337168932
skip_hopeless,24,1,1.0,0.0,1.7313661519438028
skip_hopeless,30,1,1.0,0.0,1.5138788148760796
